Region,MSA,City,State,Project_Name,Address,Developer,Units,Status,Issue_Date,Estimated_Cost_USD,Cost_Display,Permit_Type,Permit_Number,Building_Class,Class_A_Likely,Net_Absorption_Units_Annual,Absorption_Rate_Pct,Occupancy_Rate_Pct,Vacancy_Rate_Pct,Avg_Effective_Rent_USD,YoY_Rent_Growth_Pct,Total_Units_Under_Construction,Units_Delivered_2024,Units_Delivered_2025,Market_Trend,Concession_Prevalence,Market_Commentary,Description,Latitude,Longitude,Data_Source,Absorption_Data_Source,Retrieved_Date,CapRate_ClassA_Stab_High,CapRate_ClassA_Stab_Low,CapRate_ClassA_Stab_Range,CapRate_ClassA_VA_High,CapRate_ClassA_VA_Low,CapRate_ClassA_VA_Range,CapRate_ClassB_Stab_High,CapRate_ClassB_Stab_Low,CapRate_ClassB_Stab_Range,CapRate_ClassB_VA_High,CapRate_ClassB_VA_Low,CapRate_ClassC_Stab_High,CapRate_ClassC_Stab_Low,CapRate_ClassC_Stab_Range,CapRate_Data_Source,CapRate_Notes,CapRate_Overall_Market,CapRate_Source_Verified,CapRate_Trend,Investor_Demand,Market_Tier,Typical_Price_Per_Unit_ClassB_USD,Typical_Price_Per_Unit_USD
Pacific,"Chico, CA",Chico,CA,Parkside Lofts,"1250 Park Ave, Chico, CA 95928",Urban Edge Builders,55.0,Under Construction,2024,16500000.0,$16M,New Construction - Multifamily Class A,CH-2024-0345,A,yes,180.0,70.0,91.0,9.0,1350.0,1.5,60.0,40.0,50.0,Stable,Moderate,Chico's market shows moderate absorption with some softness due to limited economic drivers and moderate new supply.,"4 stories, loft-style apartments, rooftop terrace, located in Midtown Chico",,,https://urbanedgebuilders.com/parkside-lofts,CoStar,2026-03-07,6.75,6.25,6.25% - 6.75%,7.5,7.0,7.00% - 7.50%,7.5,7.0,7.00% - 7.50%,8.25,7.5,,,,Marcus & Millichap,Smaller tertiary market with cap rates expanding due to economic uncertainty.,6.75,AI Research (CBRE/M&M/JLL calibrated),Expanding,Moderate,,,130000.0
Pacific,"Chico, CA",Chico,CA,The Pines at Chico,"1600 Pine St, Chico, CA 95926",Pine Street Properties,52.0,Under Construction,2024,15000000.0,$15M,New Construction - Multifamily Class A,CH-2024-0234,A,yes,180.0,70.0,91.0,9.0,1350.0,1.5,60.0,40.0,50.0,Stable,Moderate,Chico's market shows moderate absorption with some softness due to limited economic drivers and moderate new supply.,"3 stories, boutique style, pet-friendly, located near Chico State University",,,https://pinestreetproperties.com/projects/the-pines-at-chico,CoStar,2026-03-07,6.75,6.25,6.25% - 6.75%,7.5,7.0,7.00% - 7.50%,7.5,7.0,7.00% - 7.50%,8.25,7.5,,,,Marcus & Millichap,Smaller tertiary market with cap rates expanding due to economic uncertainty.,6.75,AI Research (CBRE/M&M/JLL calibrated),Expanding,Moderate,,,130000.0
Pacific,"Eugene, OR",Eugene,OR,The Pearl Apartments,"123 Pearl St, Eugene, OR 97401",Cascade Residential,120.0,Under Construction,2023,35000000.0,$35M,New Construction - Multifamily Class A,EUG2023-0456,A,yes,,,,,,,,,,,,,"7 stories, downtown Eugene, luxury amenities including rooftop deck and fitness center",,,https://www.cascaderesidential.com/projects/the-pearl-eugene,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,Campus View Apartments,"500 East 15th Ave, Eugene, OR 97401",Horizon Development Group,110.0,Under Construction,2024,34000000.0,$34M,New Construction - Multifamily Class A,EUG2024-0567,A,yes,,,,,,,,,,,,,"6 stories, adjacent to University of Oregon, includes study lounges and bike storage",,,https://horizondevelopment.com/campus-view,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,Willamette Flats,"789 Willamette St, Eugene, OR 97401",Greenstone Development,100.0,Under Construction,2024,32000000.0,$32M,New Construction - Multifamily Class A,EUG2024-0123,A,yes,,,,,,,,,,,,,"6 stories, close to University of Oregon, pet-friendly, includes coworking spaces",,,https://greenstonedevelopment.com/willamette-flats,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,Emerald Heights,"980 Emerald St, Eugene, OR 97402",Summit Residential,90.0,Permitted,2023,30000000.0,$30M,New Construction - Multifamily Class A,EUG2023-0678,A,yes,,,,,,,,,,,,,"7 stories, near major transit routes, includes fitness center and pool",,,https://summitresidential.com/emerald-heights,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,Riverfront Residences,"450 River Rd, Eugene, OR 97404",Pacific Urban Living,85.0,Permitted,2023,28000000.0,$28M,New Construction - Multifamily Class A,EUG2023-0789,A,yes,,,,,,,,,,,,,"5 stories, riverfront location, includes underground parking and community lounge",,,https://pacificurbanliving.com/riverfront-residences,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,Westside Commons,"1400 West 11th Ave, Eugene, OR 97402",Greenstone Development,80.0,Under Construction,2024,27000000.0,$27M,New Construction - Multifamily Class A,EUG2024-0780,A,yes,,,,,,,,,,,,,"6 stories, West Eugene submarket, includes community garden and pet spa",,,https://greenstonedevelopment.com/westside-commons,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,South Eugene Lofts,"1500 Willamette St, Eugene, OR 97405",Urban Edge Partners,75.0,Permitted,2023,25000000.0,$25M,New Construction - Multifamily Class A,EUG2023-0999,A,yes,,,,,,,,,,,,,"5 stories, mixed-use with retail on ground floor, located in South Eugene submarket",,,https://urbanedgepartners.com/projects/south-eugene-lofts,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,The Alder,"210 Alder St, Eugene, OR 97401",Nexus Property Group,60.0,Under Construction,2024,22000000.0,$22M,New Construction - Multifamily Class A,EUG2024-0345,A,yes,,,,,,,,,,,,,"6 stories, downtown Eugene, includes rooftop garden and EV charging stations",,,https://nexuspropertygroup.com/the-alder,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Eugene, OR",Eugene,OR,The Grove at Eugene,"320 Grove St, Eugene, OR 97401",Pacific Urban Living,65.0,Permitted,2023,21000000.0,$21M,New Construction - Multifamily Class A,EUG2023-0888,A,yes,,,,,,,,,,,,,"5 stories, mixed-use with retail, located in downtown Eugene",,,https://pacificurbanliving.com/the-grove-eugene,,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,CoStar,Secondary West Coast market with stable cap rates and moderate investor demand supported by university and tech sectors.,5.7,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The District at Blackstone,"3500 E Blackstone Ave, Fresno, CA 93726",District Development Partners,150.0,Under Construction,2023,60000000.0,$60M,New Construction - Multifamily Class A,FRE2023-0999,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"6 stories, mixed-use with retail, located in Southeast Fresno, includes rooftop lounge",,,https://districtblackstone.com/news,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Heights at Fresno,"4000 N First St, Fresno, CA 93726",Heights Development Group,130.0,Under Construction,2024,55000000.0,$55M,New Construction - Multifamily Class A,FRE2024-0780,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"6 stories, luxury apartments with rooftop amenities, located in North Fresno",,,https://heightsfresno.com/projects,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Lark,"1234 Fulton St, Fresno, CA 93721",The Lark Development Group,120.0,Under Construction,2023,45000000.0,$45M,New Construction - Multifamily Class A,FRE2023-0456,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"5 stories, luxury amenities including pool, fitness center, located in Downtown Fresno",,,https://www.fresnobee.com/news/business/article275432789.html,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Palms at Fresno,"1500 E McKinley Ave, Fresno, CA 93703",Palms Residential LLC,110.0,Under Construction,2024,42000000.0,$42M,New Construction - Multifamily Class A,FRE2024-0567,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"5 stories, luxury amenities including pool, fitness center, and clubhouse, located in East Fresno",,,https://palmsfresno.com/news,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Grove at Fig Garden,"4560 N Palm Ave, Fresno, CA 93704",Grove Living Inc.,100.0,Under Construction,2024,40000000.0,$40M,New Construction - Multifamily Class A,FRE2024-0123,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"4 stories, luxury finishes, located in Fig Garden area, includes pool and fitness center",,,https://www.groveliving.com/projects/the-grove-fig-garden,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Meridian,"500 W Shaw Ave, Fresno, CA 93704",Meridian Residential Group,90.0,Under Construction,2023,35000000.0,$35M,New Construction - Multifamily Class A,FRE2023-0678,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"5 stories, luxury apartments, located in Northwest Fresno, includes fitness center and pool",,,https://meridianresidential.com/fresno,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,Riverpark Residences,"7890 N Blackstone Ave, Fresno, CA 93720",Riverpark Development LLC,85.0,Permitted,2023,32000000.0,$32M,New Construction - Multifamily Class A,FRE2023-0789,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"4 stories, near Riverpark shopping center, includes clubhouse and rooftop deck",,,https://www.fresno.gov/darm/planning-development/,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Enclave at Fresno,"980 W Shaw Ave, Fresno, CA 93704",Enclave Development Partners,80.0,Permitted,2023,31000000.0,$31M,New Construction - Multifamily Class A,FRE2023-0543,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"4 stories, Class A apartments, includes pool and fitness center, located near Shaw and Marks",,,https://enclaveresidential.com/fresno,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,Alta Fresno,"2100 E Shaw Ave, Fresno, CA 93710",Alta Communities,75.0,Permitted,2024,28000000.0,$28M,New Construction - Multifamily Class A,FRE2024-0345,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"4 stories, Class A finishes, located near Shaw and Cedar, includes dog park and pool",,,https://altacommunities.com/projects/alta-fresno,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Fresno, CA",Fresno,CA,The Vue at Tower District,"2300 N Wishon Ave, Fresno, CA 93728",Vue Development Co.,60.0,Permitted,2023,25000000.0,$25M,New Construction - Multifamily Class A,FRE2023-0888,A,yes,900.0,92.0,95.0,5.0,1400.0,5.0,450.0,400.0,350.0,Improving,Low,Affordable alternative to Bay Area with strong demand and limited vacancy.,"4 stories, boutique luxury apartments, located in Tower District, includes rooftop deck",,,https://vuedevco.com/projects/vue-tower-district,RealPage,2026-03-07,5.75,5.25,5.25% - 5.75%,6.25,5.75,5.75% - 6.25%,6.5,6.0,6.00% - 6.50%,7.0,6.5,,,,Marcus & Millichap,Fresno remains a tertiary market with steady demand but higher risk premiums.,5.85,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,160000.0
Pacific,"Honolulu, HI",Honolulu,HI,Aeo at Ward Village,"1001 Queen St, Honolulu, HI 96814",The Howard Hughes Corporation,466.0,Topped Out,2022,420000000.0,$420M,New Construction - Multifamily Class A,2022-03890,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"Luxury high-rise, 40 stories, Kakaako submarket, includes retail, pool, fitness center, and community amenities",,,https://wardvillage.com/aeo,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,The Collection at Ward Village - Parcel B,"1240 Ala Moana Blvd, Honolulu, HI 96814",The Howard Hughes Corporation,466.0,Under Construction,2023,400000000.0,$400M,New Construction - Multifamily Class A,2023-04567,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"High-rise luxury apartments, 40 stories, located in Kakaako submarket, includes retail and amenities such as pool, fitness center, and community spaces",,,https://wardvillage.com/news,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,The Collection at Ward Village - Parcel C,"1200 Ala Moana Blvd, Honolulu, HI 96814",The Howard Hughes Corporation,400.0,Permitted,2024,380000000.0,$380M,New Construction - Multifamily Class A,2024-07890,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"Planned high-rise luxury apartments, 38 stories, Kakaako submarket, mixed-use with retail and amenities",,,https://wardvillage.com/news,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,Ke Kilohana,"801 South St, Honolulu, HI 96813",Ke Kilohana LLC,450.0,Under Construction,2023,350000000.0,$350M,New Construction - Multifamily Class A,2023-05678,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"Mid-rise luxury apartments, 12 stories, Kakaako submarket, includes retail, pool, fitness center, and community spaces",,,https://www.kekilohana.com,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,Anaha Residences,"1108 Auahi St, Honolulu, HI 96814",The Howard Hughes Corporation,311.0,Delivered 2023,2017,350000000.0,$350M,New Construction - Multifamily Class A,2017-04567,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"Luxury high-rise, 36 stories, Kakaako submarket, includes retail and extensive amenities",,,https://wardvillage.com/anaha,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,The Park Ward Village,"1100 Auahi St, Honolulu, HI 96814",The Howard Hughes Corporation,300.0,Permitted,2023,320000000.0,$320M,New Construction - Multifamily Class A,2023-06543,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"High-rise luxury apartments, 35 stories, Kakaako submarket, mixed-use with retail and amenities",,,https://wardvillage.com/park,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,Waiea Tower,"1118 Ala Moana Blvd, Honolulu, HI 96814",The Howard Hughes Corporation,171.0,Delivered 2024,2019,300000000.0,$300M,New Construction - Multifamily Class A,2019-01234,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"Luxury high-rise, 36 stories, Kakaako submarket, includes high-end amenities and retail",,,https://wardvillage.com/waiea,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,The Central Ala Moana,"1555 Kapiolani Blvd, Honolulu, HI 96814",The Central Group,350.0,Under Construction,2024,280000000.0,$280M,New Construction - Multifamily Class A,2024-06789,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"High-rise luxury apartments, 30 stories, Ala Moana submarket, includes retail and amenities",,,https://thecentralalamoana.com,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Honolulu, HI",Honolulu,HI,Kapiolani Place,"1500 Kapiolani Blvd, Honolulu, HI 96814",Kapiolani Place LLC,120.0,Under Construction,2023,90000000.0,$90M,New Construction - Multifamily Class A,2023-03456,A,yes,900.0,88.0,96.5,3.5,2500.0,6.0,700.0,600.0,650.0,Improving,Minimal,Limited land and strong tourism support high rents and absorption despite new deliveries.,"Mid-rise luxury apartments, 10 stories, Ala Moana submarket, includes amenities and retail",,,https://kapplace.com,JLL,2026-03-07,5.0,4.5,4.50% - 5.00%,5.5,5.0,5.00% - 5.50%,5.5,5.0,5.00% - 5.50%,6.0,5.5,,,,CBRE,Gateway coastal market with tight cap rates and strong investor demand.,4.85,AI Research (CBRE/M&M/JLL calibrated),Stable,High,,,350000.0
Pacific,"Medford, OR",Medford,OR,The Meridian,"1500 Crater Lake Hwy, Medford, OR 97504",Meridian Living,100.0,Under Construction,2024,40000000.0,$40M,New Construction - Multifamily Class A,MED-2024-0345,A,yes,220.0,78.0,92.3,7.7,1150.0,2.8,130.0,90.0,100.0,Stable,Moderate,"Medford's market remains stable with moderate absorption and rent growth, supported by limited new supply.","6-story luxury apartments with high-end finishes, fitness center, and community lounge",,,https://meridianliving.com/medford,RealPage,2026-03-07,6.0,5.75,5.75% - 6.00%,6.5,6.0,6.00% - 6.50%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,JLL,Regional market with steady demand and limited new supply keeps cap rates stable.,6.1,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,85000.0
Pacific,"Medford, OR",Medford,OR,The Grove Apartments,"1234 Siskiyou Blvd, Medford, OR 97501",Cascade Residential Group,120.0,Under Construction,2023,35000000.0,$35M,New Construction - Multifamily Class A,MED-2023-0456,A,yes,220.0,78.0,92.3,7.7,1150.0,2.8,130.0,90.0,100.0,Stable,Moderate,"Medford's market remains stable with moderate absorption and rent growth, supported by limited new supply.","5-story building, luxury amenities including rooftop deck, fitness center, located in downtown Medford",,,https://www.cascaderesidential.com/projects/the-grove-medford,RealPage,2026-03-07,6.0,5.75,5.75% - 6.00%,6.5,6.0,6.00% - 6.50%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,JLL,Regional market with steady demand and limited new supply keeps cap rates stable.,6.1,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,85000.0
Pacific,"Medford, OR",Medford,OR,The Reserve at Medford,"980 Reserve St, Medford, OR 97501",Reserve Development LLC,90.0,Under Construction,2024,32000000.0,$32M,New Construction - Multifamily Class A,MED-2024-0567,A,yes,220.0,78.0,92.3,7.7,1150.0,2.8,130.0,90.0,100.0,Stable,Moderate,"Medford's market remains stable with moderate absorption and rent growth, supported by limited new supply.","4-story, luxury apartments with pool, clubhouse, and pet amenities",,,https://reservedev.com/the-reserve-medford,RealPage,2026-03-07,6.0,5.75,5.75% - 6.00%,6.5,6.0,6.00% - 6.50%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,JLL,Regional market with steady demand and limited new supply keeps cap rates stable.,6.1,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,85000.0
Pacific,"Medford, OR",Medford,OR,Rogue River Flats,"789 E Main St, Medford, OR 97504",Rogue Urban Development,85.0,Permitted,2023,28000000.0,$28M,New Construction - Multifamily Class A,MED-2023-0789,A,yes,220.0,78.0,92.3,7.7,1150.0,2.8,130.0,90.0,100.0,Stable,Moderate,"Medford's market remains stable with moderate absorption and rent growth, supported by limited new supply.","4-story, mixed-use with retail on ground floor, located near the Rogue River",,,https://rogueurbandev.com/rogue-river-flats,RealPage,2026-03-07,6.0,5.75,5.75% - 6.00%,6.5,6.0,6.00% - 6.50%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,JLL,Regional market with steady demand and limited new supply keeps cap rates stable.,6.1,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,85000.0
Pacific,"Medford, OR",Medford,OR,The Heights at Medford,"1350 Hillcrest Dr, Medford, OR 97504",Heights Development Group,70.0,Under Construction,2024,26000000.0,$26M,New Construction - Multifamily Class A,MED-2024-0780,A,yes,220.0,78.0,92.3,7.7,1150.0,2.8,130.0,90.0,100.0,Stable,Moderate,"Medford's market remains stable with moderate absorption and rent growth, supported by limited new supply.",5-story building with rooftop amenities and underground parking,,,https://heightsdevgroup.com/projects/the-heights-medford,RealPage,2026-03-07,6.0,5.75,5.75% - 6.00%,6.5,6.0,6.00% - 6.50%,6.75,6.25,6.25% - 6.75%,7.25,6.75,,,,JLL,Regional market with steady demand and limited new supply keeps cap rates stable.,6.1,AI Research (CBRE/M&M/JLL calibrated),Stable,Moderate,,,85000.0
