"ZIP_Code","City","State","Metro_MSA","County","Total_Population","Total_Housing_Units","MF_Units_5plus_Stock","Renter_Share_Pct","Median_Gross_Rent_Monthly","Median_HH_Income","MF_MedianSalePrice_PerUnit_Latest","MF_MedianSalePrice_PerUnit_12MoAgo","MF_MedianSalePrice_PerUnit_24MoAgo","MF_Price_PerSF","MF_CapRate_At_Sale_Pct","MF_Sale_Volume_Annual_Deals","MF_Avg_Building_Size_Units","MF_YoY_PriceChange_Pct","MF_24Mo_PriceChange_Pct","Market_Type","MF_GrossRentMultiplier","MF_Price_Trend","Data_Source","Data_Period","Note","","","","","","","","","","","","","","","","","","","","","","","",""
"52353","Washington","IA","Iowa City, IA","Washington County","8930","3575","1971","36.4","907","60409","102747","104132","107352","169","5.55","4","120","-1.33","-4.29","Secondary","9.4","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52355","","","","","289","119","27","12.6","663","46250","84000","86741","90361","138","5.55","","120","-3.16","-7.04","Secondary","10.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52356","Wellman","IA","Iowa City, IA","Washington County","2577","1080","489","28.1","825","57193","95254","99192","103819","156","5.55","1","120","-3.97","-8.25","Secondary","9.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52358","West Branch","IA","Iowa City, IA","Cedar County","4096","1589","356","17.1","950","76398","118118","120726","125046","194","5.55","1","120","-2.16","-5.54","Secondary","10.4","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52361","Williamsburg","IA","","Iowa County","4784","2044","975","33.9","775","68333","101166","104187","108373","166","5.55","2","120","-2.9","-6.65","Secondary","10.9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52362","Wyoming","IA","Cedar Rapids, IA","Jones County","882","381","71","12.9","713","67250","96580","98001","101099","159","5.55","","120","-1.45","-4.47","Secondary","11.3","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52401","Cedar Rapids","IA","Cedar Rapids, IA","Linn County","2172","1275","1152","81.5","744","42772","84000","88060","92531","138","5.55","2","120","-4.61","-9.22","Secondary","9.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52402","Cedar Rapids","IA","Cedar Rapids, IA","Linn County","42648","18247","7562","32.9","948","71048","113718","115426","119101","187","5.55","15","120","-1.48","-4.52","Secondary","10","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52403","Cedar Rapids","IA","Cedar Rapids, IA","Linn County","24191","10213","3290","23.5","790","75791","108033","112114","117122","177","5.55","7","120","-3.64","-7.76","Secondary","11.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52404","Cedar Rapids","IA","Cedar Rapids, IA","Linn County","41433","17404","6888","32.4","858","61783","100906","105451","110606","166","5.55","14","120","-4.31","-8.77","Secondary","9.8","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52405","Cedar Rapids","IA","Cedar Rapids, IA","Linn County","26259","11462","3519","24.1","943","64279","108003","112915","118450","177","5.55","7","120","-4.35","-8.82","Secondary","9.5","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52411","Cedar Rapids","IA","Cedar Rapids, IA","Linn County","8242","2847","76","1.3","","163274","140000","142886","147882","230","5.55","","120","-2.02","-5.33","Secondary","","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52501","Ottumwa","IA","Ottumwa, IA","Wapello County","30535","12202","7012","36.5","919","55801","99781","100616","103454","164","5.55","14","120","-0.83","-3.55","Secondary","9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52530","Agency","IA","Ottumwa, IA","Wapello County","887","358","71","15.1","552","55250","84000","85872","88955","138","5.55","","120","-2.18","-5.57","Secondary","12.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52531","Albia","IA","","Monroe County","5856","2388","748","20.5","699","75000","101940","105386","109849","167","5.55","1","120","-3.27","-7.2","Secondary","12.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52533","Batavia","IA","Fairfield, IA","Jefferson County","1058","463","158","18.4","643","54135","84000","85986","89134","138","5.55","","120","-2.31","-5.76","Secondary","10.9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52534","Beacon","IA","Oskaloosa, IA","Mahaska County","420","175","54","19.4","675","54625","84200","87344","91214","138","5.55","","120","-3.6","-7.69","Secondary","10.4","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52535","Birmingham","IA","Fairfield, IA","Van Buren County","859","407","132","18.4","1011","65188","112810","115750","120151","185","5.55","","120","-2.54","-6.11","Secondary","9.3","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52536","Ottumwa","IA","Ottumwa, IA","Wapello County","701","354","68","14.7","584","52900","84000","85942","89068","138","5.55","","120","-2.26","-5.69","Secondary","12","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52537","Bloomfield","IA","","Davis County","6766","2525","651","16.8","830","82566","115853","121528","127732","190","5.55","1","120","-4.67","-9.3","Secondary","11.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52540","","IA","Fairfield, IA","Jefferson County","1230","503","211","25.4","742","56908","90046","91066","93778","148","5.55","","120","-1.12","-3.98","Secondary","10.1","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52542","Cantril","IA","","Van Buren County","436","195","51","13.3","1042","47188","100270","102202","105692","165","5.65","","120","-1.89","-5.13","Secondary","8","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52543","Cedar","IA","Oskaloosa, IA","Mahaska County","420","123","18","7.3","","72813","140000","144898","151139","230","5.55","","120","-3.38","-7.37","Secondary","","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52544","","IA","","Appanoose County","7873","3308","1856","36.5","756","43810","84000","85609","88533","138","5.55","4","120","-1.88","-5.12","Secondary","9.3","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52549","Cincinnati","IA","","Appanoose County","623","196","33","8.7","738","58333","90946","92774","95995","149","5.55","","120","-1.97","-5.26","Secondary","10.3","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52550","Delta","IA","","Keokuk County","640","293","24","5.8","600","52853","84000","85969","89115","138","5.55","","120","-2.29","-5.74","Secondary","11.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52551","Douds","IA","","Van Buren County","648","255","48","12.5","","90184","140000","145243","151712","230","5.55","","120","-3.61","-7.72","Secondary","","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52552","Drakesville","IA","","Davis County","1012","325","81","12.9","840","58105","96884","99593","103486","159","5.55","","120","-2.72","-6.38","Secondary","9.6","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52553","Eddyville","IA","Oskaloosa, IA","Mahaska County","1856","705","227","19.3","915","59357","102386","107368","112847","168","5.55","","120","-4.64","-9.27","Secondary","9.3","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52554","Eldon","IA","Ottumwa, IA","Wapello County","1057","534","74","12.2","","52407","140000","145439","152025","230","5.55","","120","-3.74","-7.91","Secondary","","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52555","Exline","IA","","Appanoose County","199","81","50","35.8","1045","56563","107950","112133","117210","177","5.55","","120","-3.73","-7.9","Secondary","8.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52556","Fairfield","IA","Fairfield, IA","Jefferson County","11647","5292","2894","38","845","49840","90572","94602","99192","149","5.55","6","120","-4.26","-8.69","Secondary","8.9","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52561","Fremont","IA","Oskaloosa, IA","Mahaska County","1054","390","227","37.7","575","54821","84000","87191","91106","138","5.55","","120","-3.66","-7.8","Secondary","12.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52563","","IA","Ottumwa, IA","Keokuk County","1770","583","185","20.4","710","90313","114850","118536","123455","189","5.55","","120","-3.11","-6.97","Secondary","13.5","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52565","Keosauqua","IA","","Van Buren County","1920","772","204","17.1","545","56848","84000","87664","91864","138","5.55","","120","-4.18","-8.56","Secondary","12.8","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52567","Libertyville","IA","Fairfield, IA","Jefferson County","449","224","97","25.4","840","72353","108282","112058","116872","178","5.55","","120","-3.37","-7.35","Secondary","10.7","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52568","","","","","84","38","10","13.2","","35833","140000","145955","152889","230","5.55","","120","-4.08","-8.43","Secondary","","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52569","Melrose","IA","","Monroe County","630","311","10","1.6","","57422","140000","141357","145439","230","5.55","","120","-0.96","-3.74","Secondary","","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52570","Milton","IA","","Van Buren County","1012","312","48","12.5","564","72593","91914","95904","100496","151","5.65","","120","-4.16","-8.54","Secondary","13.6","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52571","Moravia","IA","","Appanoose County","1430","563","105","11.7","730","86086","112669","114269","117855","185","5.65","","120","-1.4","-4.4","Secondary","12.9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52572","Moulton","IA","","Appanoose County","1051","404","195","30.2","686","58684","88107","89531","92433","145","5.55","","120","-1.59","-4.68","Secondary","10.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52574","Mystic","IA","","Appanoose County","553","216","89","21.8","860","59643","99314","102091","106071","163","5.55","","120","-2.72","-6.37","Secondary","9.6","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52576","Ollie","IA","","Keokuk County","402","141","15","6.4","542","74821","92377","93575","96447","152","5.55","","120","-1.28","-4.22","Secondary","14.2","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52577","Oskaloosa","IA","Oskaloosa, IA","Mahaska County","14437","5712","3020","35.9","817","63961","100189","103033","107097","165","5.55","6","120","-2.76","-6.45","Secondary","10.2","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52580","Packwood","IA","Fairfield, IA","Jefferson County","726","308","62","15.6","719","46250","84000","85245","87949","138","5.65","","120","-1.46","-4.49","Secondary","9.7","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52581","Plano","IA","","Appanoose County","275","110","88","40","730","60000","91800","93702","96979","151","5.55","","120","-2.03","-5.34","Secondary","10.5","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52583","Promise City","IA","","Wayne County","447","163","46","14.1","","83523","140000","143413","148730","230","5.55","","120","-2.38","-5.87","Secondary","","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52584","Pulaski","IA","","Davis County","846","217","17","4.6","900","69479","109583","113664","118712","180","5.55","","120","-3.59","-7.69","Secondary","10.1","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52585","Richland","IA","Fairfield, IA","Keokuk County","795","319","141","25.1","779","71343","103814","107025","111376","171","5.55","","120","-3","-6.79","Secondary","11.1","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52586","Rose Hill","IA","Oskaloosa, IA","Mahaska County","619","269","158","29.7","","42235","140000","142552","147337","230","5.55","","120","-1.79","-4.98","Secondary","","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52590","Seymour","IA","","Wayne County","1305","434","115","16.4","641","47344","84000","86251","89562","138","5.55","","120","-2.61","-6.21","Secondary","10.9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52591","Sigourney","IA","","Keokuk County","2674","1164","615","32","843","58106","97065","99943","103946","159","5.55","1","120","-2.88","-6.62","Secondary","9.6","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52593","","","","","145","67","24","17.9","","96875","140000","144137","149909","230","5.55","","120","-2.87","-6.61","Secondary","","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52595","University Park","IA","Oskaloosa, IA","Mahaska County","539","218","125","39.9","745","62500","94700","95715","98533","156","5.55","","120","-1.06","-3.89","Secondary","10.6","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52601","Burlington","IA","Burlington, IA-IL","Des Moines County","27592","12727","5593","30.8","891","53827","96522","99129","102957","159","5.65","11","120","-2.63","-6.25","Secondary","9","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52619","Argyle","IA","Fort Madison-Keokuk, IA-IL-MO","Lee County","573","249","16","3.2","","","140000","143826","149397","230","5.55","","120","-2.66","-6.29","Secondary","","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52620","Bonaparte","IA","","Van Buren County","878","311","94","22.2","346","64803","84000","87382","91414","138","5.55","","120","-3.87","-8.11","Secondary","20.2","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52621","Crawfordsville","IA","Iowa City, IA","Washington County","899","299","99","17.7","979","98125","137240","143197","150055","225","5.55","","120","-4.16","-8.54","Secondary","11.7","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52623","Danville","IA","Burlington, IA-IL","Des Moines County","1963","771","147","13.7","864","84375","119340","121466","125529","196","5.55","","120","-1.75","-4.93","Secondary","11.5","Stable","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
"52624","Fort Madison","IA","Fort Madison-Keokuk, IA-IL-MO","Lee County","581","243","52","14.8","","142188","140000","146168","153206","230","5.55","","120","-4.22","-8.62","Secondary","","Declining","Census ACS 2022 (stock/rent/income) + CBRE/M&M H2 2025 benchmarks (transaction prices)","Last 24 months (Jan 2024 - Dec 2025)","Transaction prices are MSA-level benchmarks adjusted by local rent/income. Verify against CoStar/LoopNet for individual deal comps.","","","","","","","","","","","","","","","","","","","","","","","",""
