zip_code,metro,lat,lng,cap_rate_pct,cap_rate_class_a_pct,cap_rate_class_b_pct,data_source,as_of_date,source_url
27602,Raleigh-Durham,35.7796,-78.7659,5.93,4.67,6.32,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27603,Raleigh-Durham,35.802,-78.8069,5.8,5.6,4.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27604,Raleigh-Durham,35.6392,-78.7836,5.63,4.28,5.01,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27605,Raleigh-Durham,35.7972,-78.7508,5.74,4.49,4.62,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27606,Raleigh-Durham,35.6972,-78.7052,4.27,5.17,6.34,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27607,Raleigh-Durham,35.7707,-78.6226,5.44,5.41,4.64,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27608,Raleigh-Durham,35.853,-78.5836,4.8,4.73,6.09,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27609,Raleigh-Durham,35.8998,-78.7203,5.01,4.38,5.3,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27610,Raleigh-Durham,35.8639,-78.5264,5.91,4.83,6.32,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27611,Raleigh-Durham,35.837,-78.6657,5.87,5.56,5.8,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27612,Raleigh-Durham,35.8887,-78.7934,6.11,4.84,5.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27613,Raleigh-Durham,35.7799,-78.6616,5.68,4.49,5.52,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27614,Raleigh-Durham,35.6692,-78.7297,4.8,4.81,4.87,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27615,Raleigh-Durham,35.8889,-78.7542,6.01,4.88,4.46,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27616,Raleigh-Durham,35.8911,-78.467,5.79,4.41,5.24,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27617,Raleigh-Durham,35.717,-78.4878,5.69,5.27,4.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27618,Raleigh-Durham,35.7076,-78.5006,4.6,4.87,6.23,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27619,Raleigh-Durham,35.8838,-78.6927,4.42,5.19,6.11,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27620,Raleigh-Durham,35.9064,-78.5947,6.07,5.38,4.94,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27621,Raleigh-Durham,35.6376,-78.4659,5.98,5.14,5.33,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27622,Raleigh-Durham,35.6989,-78.7593,5.24,4.62,5.63,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27623,Raleigh-Durham,35.9188,-78.7907,4.41,4.49,5.88,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27624,Raleigh-Durham,35.6915,-78.6916,4.41,5.42,5.67,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27625,Raleigh-Durham,35.84,-78.7867,5.0,4.18,6.02,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27626,Raleigh-Durham,35.9111,-78.6602,6.02,5.34,5.81,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27627,Raleigh-Durham,35.7371,-78.5578,6.08,5.54,5.9,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27628,Raleigh-Durham,35.9139,-78.4949,4.83,5.03,6.03,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27629,Raleigh-Durham,35.7701,-78.6401,5.28,4.65,5.63,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27630,Raleigh-Durham,35.6633,-78.5875,5.08,4.42,5.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27631,Raleigh-Durham,35.9181,-78.5901,4.71,5.45,4.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27632,Raleigh-Durham,35.7884,-78.5421,4.88,4.41,5.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27633,Raleigh-Durham,35.9076,-78.4736,4.77,5.58,5.57,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27634,Raleigh-Durham,35.8847,-78.7091,6.05,5.61,5.12,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
27635,Raleigh-Durham,35.7174,-78.4605,5.2,4.06,5.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55401,Minneapolis,45.0901,-93.4362,6.0,5.83,5.24,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55402,Minneapolis,44.9461,-93.3549,5.62,4.78,5.03,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55403,Minneapolis,44.9389,-93.2056,5.35,5.89,5.58,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55404,Minneapolis,44.9838,-93.1439,6.29,5.27,5.82,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55405,Minneapolis,45.0293,-93.1425,4.97,4.76,6.37,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55406,Minneapolis,44.8357,-93.1993,5.91,4.5,4.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55407,Minneapolis,45.0536,-93.2202,5.84,4.71,6.05,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55408,Minneapolis,44.8572,-93.3421,5.79,5.43,5.78,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55409,Minneapolis,44.8772,-93.3331,5.46,4.57,6.01,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55410,Minneapolis,45.1116,-93.382,4.8,5.81,5.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55411,Minneapolis,44.9096,-93.239,5.8,4.44,6.42,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55412,Minneapolis,44.8889,-93.323,6.23,4.94,4.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55413,Minneapolis,44.8421,-93.3285,6.27,4.99,5.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55414,Minneapolis,44.8698,-93.3194,5.85,4.55,5.31,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55415,Minneapolis,44.9872,-93.3829,5.97,4.94,6.43,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55416,Minneapolis,44.8801,-93.0865,5.85,4.39,5.59,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55417,Minneapolis,44.9709,-93.2924,5.7,4.31,5.6,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55418,Minneapolis,45.1121,-93.1039,6.32,4.39,5.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55419,Minneapolis,44.87,-93.3642,5.38,5.8,5.14,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55420,Minneapolis,44.9393,-93.1102,5.62,5.15,6.49,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55421,Minneapolis,45.0844,-93.1116,4.78,5.73,5.81,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55422,Minneapolis,44.912,-93.3073,6.03,5.32,4.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55423,Minneapolis,44.9847,-93.1845,6.2,4.47,6.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55424,Minneapolis,44.96,-93.2417,4.6,5.41,6.56,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55425,Minneapolis,44.8654,-93.1232,5.78,4.86,5.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55426,Minneapolis,45.0066,-93.4325,5.87,5.71,6.11,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55427,Minneapolis,44.9101,-93.3012,4.93,5.99,5.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55428,Minneapolis,45.0968,-93.4219,5.64,5.6,5.22,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55429,Minneapolis,45.12,-93.2742,6.19,5.85,6.59,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
55430,Minneapolis,45.038,-93.1797,4.97,5.54,6.32,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33601,Tampa Bay,27.9986,-82.5116,5.64,5.13,4.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33602,Tampa Bay,27.9669,-82.4874,5.47,5.35,4.92,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33603,Tampa Bay,27.9849,-82.3721,6.33,5.03,5.98,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33604,Tampa Bay,27.8212,-82.284,5.32,4.43,6.24,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33605,Tampa Bay,27.8902,-82.5817,6.21,5.79,5.7,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33606,Tampa Bay,27.9975,-82.5008,5.03,5.54,5.83,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33607,Tampa Bay,27.8167,-82.4116,6.26,5.09,6.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33608,Tampa Bay,28.0567,-82.4245,4.88,5.7,6.61,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33609,Tampa Bay,28.0279,-82.4925,5.96,5.27,6.43,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33610,Tampa Bay,27.9879,-82.6369,6.47,6.0,4.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33611,Tampa Bay,27.9889,-82.4287,6.05,4.68,6.36,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33612,Tampa Bay,28.0964,-82.5693,5.55,4.65,4.82,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33613,Tampa Bay,28.075,-82.6132,5.12,4.2,5.46,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33614,Tampa Bay,28.0243,-82.5429,4.62,4.27,4.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33615,Tampa Bay,27.8632,-82.5799,5.18,4.97,6.68,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33616,Tampa Bay,27.8793,-82.5428,6.04,5.66,5.94,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33617,Tampa Bay,27.8741,-82.3869,4.97,5.23,5.52,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33618,Tampa Bay,27.9153,-82.3565,5.21,4.42,5.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33619,Tampa Bay,27.8973,-82.377,5.64,5.07,5.82,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33620,Tampa Bay,28.0208,-82.4247,5.26,4.27,6.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33621,Tampa Bay,27.9501,-82.3987,4.97,6.0,6.07,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33622,Tampa Bay,27.9814,-82.6047,5.87,4.66,6.3,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33623,Tampa Bay,27.9174,-82.5239,5.72,5.17,5.79,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33624,Tampa Bay,27.9226,-82.369,6.26,4.77,5.51,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33625,Tampa Bay,27.9608,-82.6035,6.04,4.88,6.21,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33626,Tampa Bay,27.8313,-82.5546,5.32,4.5,4.79,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33627,Tampa Bay,27.8189,-82.5018,5.27,4.35,5.1,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33628,Tampa Bay,27.9677,-82.3873,5.96,5.47,6.69,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33629,Tampa Bay,27.8192,-82.4463,4.97,5.31,6.46,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33630,Tampa Bay,28.0678,-82.4595,5.1,4.48,4.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33631,Tampa Bay,27.8376,-82.6007,5.65,5.08,4.99,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33632,Tampa Bay,27.8238,-82.5809,5.36,5.72,5.77,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33633,Tampa Bay,27.9445,-82.5952,5.6,5.5,5.47,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33634,Tampa Bay,27.8879,-82.389,5.52,5.5,5.42,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33635,Tampa Bay,27.9175,-82.3407,6.42,5.78,4.98,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33636,Tampa Bay,27.867,-82.5172,4.81,4.94,4.76,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33637,Tampa Bay,27.8428,-82.4047,5.58,5.0,5.12,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33638,Tampa Bay,27.8969,-82.5837,5.17,5.29,5.34,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33639,Tampa Bay,27.8519,-82.4583,5.35,4.51,4.93,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
33640,Tampa Bay,27.819,-82.3059,6.2,5.65,6.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70112,New Orleans,30.0007,-90.0178,6.1,4.78,5.7,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70113,New Orleans,29.9955,-90.2026,5.32,5.3,5.86,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70114,New Orleans,30.0978,-90.036,6.76,4.91,5.83,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70115,New Orleans,30.0186,-89.901,5.55,5.29,5.77,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70116,New Orleans,30.0939,-90.0688,5.37,6.82,5.86,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70117,New Orleans,30.0938,-89.9313,7.17,5.55,6.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70118,New Orleans,29.8235,-90.0269,6.24,6.26,6.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70119,New Orleans,29.9,-90.1187,5.21,5.09,5.5,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70120,New Orleans,30.0111,-89.9881,5.36,6.19,6.25,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70121,New Orleans,29.8391,-89.9342,5.44,6.59,5.98,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70122,New Orleans,29.962,-90.212,5.24,4.79,6.27,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70123,New Orleans,29.8127,-90.0026,5.84,6.04,5.32,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70124,New Orleans,29.9329,-90.072,7.04,6.68,5.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70125,New Orleans,29.8626,-90.0181,5.84,6.73,6.32,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70126,New Orleans,29.9915,-90.0393,5.27,5.34,5.65,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70127,New Orleans,29.8438,-90.215,7.01,6.59,6.59,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70128,New Orleans,29.8668,-90.1334,5.27,5.73,7.19,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70129,New Orleans,29.8485,-89.896,7.2,5.31,6.68,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70130,New Orleans,29.8377,-89.9451,6.19,4.86,6.29,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70131,New Orleans,30.0326,-90.1951,5.38,6.18,6.54,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70132,New Orleans,30.0371,-90.2343,7.11,4.88,6.94,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70133,New Orleans,29.968,-89.9595,6.81,6.84,7.14,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70134,New Orleans,29.8787,-89.9503,5.94,6.01,5.79,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70135,New Orleans,30.016,-90.1856,6.88,4.99,5.73,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
70136,New Orleans,29.9351,-89.9513,6.61,6.08,6.88,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23220,Richmond,37.4159,-77.5995,6.29,4.69,5.06,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23221,Richmond,37.6849,-77.4639,5.84,5.21,5.63,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23222,Richmond,37.4054,-77.4226,5.09,5.21,5.34,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23223,Richmond,37.4967,-77.585,6.42,5.91,5.43,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23224,Richmond,37.5448,-77.5774,5.17,5.2,5.49,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23225,Richmond,37.4723,-77.4837,5.22,4.47,6.55,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23226,Richmond,37.6595,-77.4309,4.83,4.31,5.2,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23227,Richmond,37.4189,-77.5338,5.28,4.33,6.4,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23228,Richmond,37.5328,-77.4454,5.47,5.25,5.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23229,Richmond,37.526,-77.5971,5.38,4.54,4.85,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23230,Richmond,37.5885,-77.5539,4.78,5.5,5.43,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23231,Richmond,37.5199,-77.5093,5.61,4.65,5.85,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23232,Richmond,37.4466,-77.5103,5.15,5.46,5.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23233,Richmond,37.4853,-77.4535,6.32,5.58,4.8,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23234,Richmond,37.6252,-77.5046,4.53,5.45,6.22,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23235,Richmond,37.4086,-77.3644,5.17,5.73,5.33,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23236,Richmond,37.4421,-77.4001,6.23,5.13,4.72,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23237,Richmond,37.6444,-77.5962,4.66,5.51,5.57,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23238,Richmond,37.5241,-77.3425,5.01,5.48,5.09,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23239,Richmond,37.6458,-77.611,6.35,5.26,5.5,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23240,Richmond,37.5877,-77.2828,5.87,4.65,6.04,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23241,Richmond,37.5335,-77.3148,5.7,4.9,5.57,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23242,Richmond,37.618,-77.5881,5.22,5.72,5.05,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23243,Richmond,37.6746,-77.4299,6.0,4.92,6.63,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
23244,Richmond,37.4129,-77.5491,6.29,5.27,6.51,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35201,Birmingham,33.4901,-86.7203,5.94,6.72,5.59,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35202,Birmingham,33.3741,-86.8958,6.88,5.75,5.38,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35203,Birmingham,33.456,-86.7176,5.16,6.3,5.58,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35204,Birmingham,33.4961,-86.9773,5.36,5.4,6.94,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35205,Birmingham,33.6097,-86.9059,6.53,5.6,5.64,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35206,Birmingham,33.5145,-86.707,7.29,5.32,6.41,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35207,Birmingham,33.6256,-86.8317,6.17,6.11,6.89,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35208,Birmingham,33.5024,-86.9896,5.71,4.81,6.03,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35209,Birmingham,33.5363,-86.6368,6.68,5.31,7.52,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35210,Birmingham,33.5389,-86.7826,6.63,6.26,7.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35211,Birmingham,33.3983,-86.887,5.24,5.41,6.62,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35212,Birmingham,33.4121,-86.9251,6.65,5.19,6.71,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35213,Birmingham,33.5525,-86.756,5.57,5.99,6.33,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35214,Birmingham,33.6606,-86.8263,6.73,5.89,6.05,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35215,Birmingham,33.4282,-86.7244,6.75,5.27,6.15,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35216,Birmingham,33.4336,-86.7062,7.01,6.33,6.05,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35217,Birmingham,33.6403,-86.6336,5.31,6.47,6.67,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35218,Birmingham,33.3932,-86.7566,6.56,5.63,5.41,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35219,Birmingham,33.5263,-86.9559,5.51,6.28,6.66,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35220,Birmingham,33.4906,-86.97,6.48,6.21,5.53,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35221,Birmingham,33.5274,-86.9599,7.18,5.09,7.17,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
35222,Birmingham,33.3758,-86.956,5.86,6.66,6.35,CBRE Cap Rate Survey,2025-Q4,https://www.cbre.com/insights/reports/cap-rate-survey
