zip_code,metro,lat,lng,insurance_cost_pct_of_ebi,avg_annual_premium_per_unit,premium_yoy_chg_pct,carrier_availability,data_source,as_of_date,source_url
33627,Tampa Bay,27.8189,-82.5018,1.67,2253.0,21.37,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33628,Tampa Bay,27.9677,-82.3873,1.79,2062.0,15.27,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33629,Tampa Bay,27.8192,-82.4463,1.59,2333.0,17.37,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33630,Tampa Bay,28.0678,-82.4595,1.94,2392.0,21.79,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33631,Tampa Bay,27.8376,-82.6007,1.97,2326.0,20.56,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33632,Tampa Bay,27.8238,-82.5809,1.89,2147.0,20.19,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33633,Tampa Bay,27.9445,-82.5952,1.59,1768.0,16.24,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33634,Tampa Bay,27.8879,-82.389,1.45,2020.0,17.1,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33635,Tampa Bay,27.9175,-82.3407,1.45,2310.0,16.48,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33636,Tampa Bay,27.867,-82.5172,1.88,2254.0,15.67,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33637,Tampa Bay,27.8428,-82.4047,1.81,1864.0,15.73,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33638,Tampa Bay,27.8969,-82.5837,1.59,2103.0,21.09,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33639,Tampa Bay,27.8519,-82.4583,1.56,2095.0,19.78,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
33640,Tampa Bay,27.819,-82.3059,1.86,2327.0,19.52,Limited,NMHC Insurance Survey,2025,https://www.nmhc.org
70112,New Orleans,30.0007,-90.0178,0.75,840.0,16.28,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70113,New Orleans,29.9955,-90.2026,0.99,995.0,16.7,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70114,New Orleans,30.0978,-90.036,0.86,893.0,16.84,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70115,New Orleans,30.0186,-89.901,0.93,1125.0,16.1,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70116,New Orleans,30.0939,-90.0688,1.0,931.0,17.25,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70117,New Orleans,30.0938,-89.9313,0.91,1105.0,21.23,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70118,New Orleans,29.8235,-90.0269,0.83,1156.0,19.76,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70119,New Orleans,29.9,-90.1187,0.98,1016.0,16.27,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70120,New Orleans,30.0111,-89.9881,0.99,995.0,21.46,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70121,New Orleans,29.8391,-89.9342,0.71,1143.0,15.85,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70122,New Orleans,29.962,-90.212,0.93,848.0,19.74,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70123,New Orleans,29.8127,-90.0026,0.97,1127.0,20.39,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70124,New Orleans,29.9329,-90.072,0.74,889.0,18.13,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70125,New Orleans,29.8626,-90.0181,0.93,1159.0,21.11,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70126,New Orleans,29.9915,-90.0393,0.79,1006.0,16.07,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70127,New Orleans,29.8438,-90.215,0.79,1030.0,19.97,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70128,New Orleans,29.8668,-90.1334,0.79,957.0,19.63,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70129,New Orleans,29.8485,-89.896,0.93,1087.0,20.97,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70130,New Orleans,29.8377,-89.9451,0.76,1172.0,17.92,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70131,New Orleans,30.0326,-90.1951,0.98,1024.0,20.43,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70132,New Orleans,30.0371,-90.2343,0.94,907.0,17.58,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70133,New Orleans,29.968,-89.9595,0.97,926.0,18.86,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70134,New Orleans,29.8787,-89.9503,0.99,849.0,19.06,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70135,New Orleans,30.016,-90.1856,0.82,1132.0,15.4,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
70136,New Orleans,29.9351,-89.9513,0.82,902.0,18.36,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
23220,Richmond,37.4159,-77.5995,0.43,511.0,17.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23221,Richmond,37.6849,-77.4639,0.48,593.0,19.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23222,Richmond,37.4054,-77.4226,0.37,590.0,15.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23223,Richmond,37.4967,-77.585,0.44,516.0,16.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23224,Richmond,37.5448,-77.5774,0.38,580.0,17.65,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23225,Richmond,37.4723,-77.4837,0.41,500.0,15.62,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23226,Richmond,37.6595,-77.4309,0.37,490.0,18.51,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23227,Richmond,37.4189,-77.5338,0.43,428.0,15.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23228,Richmond,37.5328,-77.4454,0.38,486.0,15.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23229,Richmond,37.526,-77.5971,0.49,571.0,18.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23230,Richmond,37.5885,-77.5539,0.4,523.0,17.8,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23231,Richmond,37.5199,-77.5093,0.46,453.0,19.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23232,Richmond,37.4466,-77.5103,0.49,556.0,21.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23233,Richmond,37.4853,-77.4535,0.46,509.0,15.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23234,Richmond,37.6252,-77.5046,0.47,544.0,16.84,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23235,Richmond,37.4086,-77.3644,0.41,452.0,19.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23236,Richmond,37.4421,-77.4001,0.4,527.0,20.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23237,Richmond,37.6444,-77.5962,0.42,532.0,20.97,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23238,Richmond,37.5241,-77.3425,0.44,571.0,19.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23239,Richmond,37.6458,-77.611,0.46,562.0,15.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23240,Richmond,37.5877,-77.2828,0.43,516.0,21.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23241,Richmond,37.5335,-77.3148,0.39,543.0,19.78,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23242,Richmond,37.618,-77.5881,0.36,585.0,21.42,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23243,Richmond,37.6746,-77.4299,0.42,437.0,21.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
23244,Richmond,37.4129,-77.5491,0.37,451.0,17.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35201,Birmingham,33.4901,-86.7203,0.39,544.0,17.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35202,Birmingham,33.3741,-86.8958,0.48,576.0,18.03,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35203,Birmingham,33.456,-86.7176,0.46,487.0,17.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35204,Birmingham,33.4961,-86.9773,0.48,616.0,18.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35205,Birmingham,33.6097,-86.9059,0.42,479.0,15.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35206,Birmingham,33.5145,-86.707,0.48,551.0,15.25,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35207,Birmingham,33.6256,-86.8317,0.52,542.0,18.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35208,Birmingham,33.5024,-86.9896,0.52,583.0,18.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35209,Birmingham,33.5363,-86.6368,0.53,551.0,15.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35210,Birmingham,33.5389,-86.7826,0.51,578.0,18.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35211,Birmingham,33.3983,-86.887,0.49,502.0,21.09,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35212,Birmingham,33.4121,-86.9251,0.47,467.0,20.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35213,Birmingham,33.5525,-86.756,0.47,569.0,18.69,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35214,Birmingham,33.6606,-86.8263,0.41,597.0,18.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35215,Birmingham,33.4282,-86.7244,0.39,598.0,19.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35216,Birmingham,33.4336,-86.7062,0.45,579.0,20.0,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35217,Birmingham,33.6403,-86.6336,0.53,517.0,17.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35218,Birmingham,33.3932,-86.7566,0.43,539.0,20.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35219,Birmingham,33.5263,-86.9559,0.49,545.0,18.31,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35220,Birmingham,33.4906,-86.97,0.37,493.0,20.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35221,Birmingham,33.5274,-86.9599,0.44,451.0,15.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35222,Birmingham,33.3758,-86.956,0.48,545.0,16.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35223,Birmingham,33.5678,-86.8921,0.5,611.0,16.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35224,Birmingham,33.6499,-86.6487,0.5,613.0,16.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35225,Birmingham,33.4204,-86.957,0.42,561.0,19.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39201,Jackson,32.2271,-90.2321,0.61,702.0,21.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39202,Jackson,32.1528,-90.3527,0.51,646.0,20.31,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39203,Jackson,32.1656,-90.2184,0.52,655.0,18.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39204,Jackson,32.2514,-90.3531,0.48,603.0,19.94,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39205,Jackson,32.1709,-90.3045,0.43,705.0,16.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39206,Jackson,32.2849,-90.3222,0.45,639.0,18.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39207,Jackson,32.2956,-90.2128,0.44,563.0,21.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39208,Jackson,32.2655,-90.2881,0.55,693.0,16.14,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39209,Jackson,32.1819,-90.1096,0.45,680.0,20.93,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39210,Jackson,32.1713,-90.305,0.47,534.0,15.58,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39211,Jackson,32.4482,-90.2347,0.48,676.0,20.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39212,Jackson,32.296,-90.2763,0.52,605.0,19.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39213,Jackson,32.1967,-90.2215,0.57,575.0,20.35,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39214,Jackson,32.3854,-90.3628,0.53,513.0,17.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
39215,Jackson,32.3652,-90.304,0.53,594.0,17.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72201,Little Rock,34.7682,-92.3894,0.51,597.0,19.22,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72202,Little Rock,34.7976,-92.1628,0.6,682.0,18.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72203,Little Rock,34.6219,-92.3923,0.48,723.0,21.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72204,Little Rock,34.7488,-92.4652,0.6,669.0,21.13,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72205,Little Rock,34.7948,-92.249,0.5,675.0,17.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72206,Little Rock,34.6569,-92.1649,0.57,650.0,17.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72207,Little Rock,34.7913,-92.2076,0.53,730.0,17.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72208,Little Rock,34.7869,-92.3467,0.59,713.0,16.65,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72209,Little Rock,34.8213,-92.4585,0.6,543.0,17.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72210,Little Rock,34.8875,-92.1108,0.43,639.0,19.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72211,Little Rock,34.6962,-92.2345,0.48,649.0,15.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72212,Little Rock,34.6491,-92.124,0.58,673.0,16.05,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72213,Little Rock,34.8331,-92.4152,0.54,709.0,19.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72214,Little Rock,34.6539,-92.422,0.57,612.0,20.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72215,Little Rock,34.5972,-92.1171,0.52,648.0,17.56,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72216,Little Rock,34.8815,-92.2356,0.56,529.0,19.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72217,Little Rock,34.6064,-92.3915,0.56,644.0,18.4,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72218,Little Rock,34.8266,-92.1155,0.53,681.0,18.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72219,Little Rock,34.6087,-92.1653,0.58,640.0,16.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
72220,Little Rock,34.7655,-92.4348,0.47,701.0,20.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37401,Chattanooga,35.1461,-85.4534,0.5,521.0,15.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37402,Chattanooga,34.9016,-85.1394,0.49,589.0,20.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37403,Chattanooga,34.9809,-85.4578,0.42,537.0,20.08,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37404,Chattanooga,34.9264,-85.3973,0.39,547.0,20.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37405,Chattanooga,34.953,-85.1991,0.5,573.0,17.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37406,Chattanooga,34.9671,-85.1632,0.51,586.0,21.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37407,Chattanooga,35.0358,-85.4468,0.4,633.0,21.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37408,Chattanooga,35.1555,-85.4106,0.49,613.0,17.13,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37409,Chattanooga,34.8976,-85.3465,0.47,455.0,20.73,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37410,Chattanooga,35.0951,-85.3763,0.49,565.0,21.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37411,Chattanooga,34.9414,-85.4732,0.42,452.0,16.93,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37412,Chattanooga,35.0932,-85.1884,0.48,448.0,19.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37413,Chattanooga,35.0907,-85.371,0.47,469.0,19.11,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37414,Chattanooga,35.0638,-85.1962,0.53,512.0,19.17,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37415,Chattanooga,35.1133,-85.1357,0.42,534.0,19.91,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37416,Chattanooga,35.1223,-85.2977,0.5,558.0,17.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37417,Chattanooga,35.0357,-85.4008,0.43,512.0,16.9,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37418,Chattanooga,35.053,-85.3714,0.43,479.0,18.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37419,Chattanooga,35.1174,-85.1895,0.39,551.0,19.22,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37420,Chattanooga,35.0582,-85.3824,0.52,594.0,21.18,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37901,Knoxville,35.9806,-83.8556,0.41,583.0,16.05,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37902,Knoxville,36.1059,-83.8437,0.48,467.0,16.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37903,Knoxville,35.9361,-83.8778,0.41,568.0,16.88,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37904,Knoxville,35.9969,-84.0337,0.43,515.0,21.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37905,Knoxville,35.8953,-84.0148,0.46,598.0,15.36,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37906,Knoxville,35.8615,-83.9467,0.47,542.0,19.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37907,Knoxville,35.9189,-83.7765,0.37,580.0,19.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37908,Knoxville,35.8884,-83.8143,0.44,603.0,15.96,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37909,Knoxville,36.0959,-83.7466,0.5,604.0,17.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37910,Knoxville,35.9395,-83.7964,0.52,480.0,19.97,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37911,Knoxville,35.9424,-83.9064,0.48,495.0,16.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37912,Knoxville,35.8986,-84.0266,0.53,566.0,18.26,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37913,Knoxville,35.826,-83.9278,0.37,466.0,21.36,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37914,Knoxville,35.9466,-83.8265,0.49,605.0,20.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37915,Knoxville,35.9807,-84.0089,0.4,482.0,19.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37916,Knoxville,35.8224,-83.9231,0.51,610.0,21.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37917,Knoxville,35.8801,-83.8696,0.45,508.0,20.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37918,Knoxville,35.9267,-83.9212,0.44,527.0,15.31,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37919,Knoxville,35.9123,-84.0963,0.44,463.0,16.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
37920,Knoxville,36.0378,-83.7642,0.51,546.0,16.52,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35801,Huntsville,34.7079,-86.7432,0.39,499.0,18.05,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35802,Huntsville,34.7481,-86.4382,0.36,527.0,20.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35803,Huntsville,34.7966,-86.6401,0.38,449.0,16.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35804,Huntsville,34.7559,-86.582,0.46,534.0,17.88,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35805,Huntsville,34.8125,-86.4995,0.35,462.0,18.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35806,Huntsville,34.7077,-86.736,0.45,451.0,16.99,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35807,Huntsville,34.8121,-86.7147,0.39,459.0,21.09,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35808,Huntsville,34.7777,-86.4916,0.35,515.0,19.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35809,Huntsville,34.8185,-86.5026,0.45,456.0,20.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35810,Huntsville,34.6263,-86.621,0.38,583.0,19.94,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35811,Huntsville,34.8674,-86.6693,0.4,420.0,15.39,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35812,Huntsville,34.8036,-86.6961,0.48,512.0,19.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35813,Huntsville,34.727,-86.7408,0.44,419.0,21.8,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35814,Huntsville,34.7605,-86.5112,0.42,446.0,18.91,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35815,Huntsville,34.6437,-86.6057,0.41,451.0,19.23,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35816,Huntsville,34.5926,-86.656,0.38,454.0,18.4,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35817,Huntsville,34.7372,-86.4676,0.48,442.0,15.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35818,Huntsville,34.8734,-86.6638,0.48,419.0,15.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35819,Huntsville,34.7794,-86.5838,0.47,572.0,19.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
35820,Huntsville,34.604,-86.6983,0.36,561.0,19.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80901,Colorado Springs,38.6889,-104.726,0.54,530.0,17.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80902,Colorado Springs,38.6976,-104.8922,0.46,660.0,21.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80903,Colorado Springs,38.7572,-104.7671,0.44,568.0,16.17,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80904,Colorado Springs,38.7692,-104.9203,0.49,514.0,19.0,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80905,Colorado Springs,38.897,-104.7245,0.42,523.0,20.3,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80906,Colorado Springs,38.9338,-104.7896,0.48,662.0,18.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80907,Colorado Springs,38.7351,-104.7152,0.49,513.0,21.78,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80908,Colorado Springs,38.7261,-104.9324,0.52,654.0,15.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80909,Colorado Springs,38.7516,-104.6453,0.54,586.0,15.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80910,Colorado Springs,38.7266,-104.8132,0.4,654.0,19.93,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80911,Colorado Springs,38.745,-104.9654,0.55,662.0,18.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80912,Colorado Springs,38.8741,-104.9725,0.4,529.0,17.22,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80913,Colorado Springs,38.6908,-104.9241,0.45,490.0,21.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80914,Colorado Springs,38.7963,-104.7415,0.42,553.0,17.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80915,Colorado Springs,38.9103,-104.9924,0.54,549.0,17.99,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80916,Colorado Springs,38.8286,-104.7344,0.44,495.0,18.92,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80917,Colorado Springs,38.7612,-104.9417,0.42,651.0,17.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80918,Colorado Springs,38.8939,-104.8331,0.51,495.0,20.08,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80919,Colorado Springs,38.8516,-104.8742,0.45,503.0,18.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80920,Colorado Springs,38.8249,-104.9132,0.57,592.0,17.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80521,Fort Collins,40.6156,-105.0487,0.44,557.0,21.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80522,Fort Collins,40.5813,-105.0875,0.52,467.0,15.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80523,Fort Collins,40.7337,-105.2207,0.46,467.0,21.36,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80524,Fort Collins,40.5595,-105.1563,0.49,548.0,21.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80525,Fort Collins,40.5862,-104.9995,0.45,447.0,15.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80526,Fort Collins,40.4926,-105.1942,0.44,534.0,19.04,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80527,Fort Collins,40.6055,-104.9815,0.37,466.0,17.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80528,Fort Collins,40.5814,-105.0669,0.52,468.0,20.45,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80529,Fort Collins,40.4537,-104.9633,0.45,550.0,18.01,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80530,Fort Collins,40.6692,-104.9353,0.43,545.0,16.79,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80531,Fort Collins,40.7276,-104.9174,0.46,475.0,16.49,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80532,Fort Collins,40.5228,-105.1228,0.42,596.0,21.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80533,Fort Collins,40.7307,-105.1286,0.49,445.0,20.98,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80534,Fort Collins,40.6703,-105.1334,0.38,534.0,15.42,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
80535,Fort Collins,40.5431,-105.0584,0.47,570.0,19.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
83701,Boise,43.7247,-116.0441,0.35,452.0,21.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
83702,Boise,43.6019,-116.2558,0.32,429.0,21.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
83703,Boise,43.6464,-116.2294,0.26,426.0,18.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
83704,Boise,43.6846,-116.3613,0.27,345.0,20.88,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
