zip_code,metro,lat,lng,job_growth_yoy_pct,unemployment_rate_pct,top_growth_sector,data_source,as_of_date,source_url
55427,Minneapolis,44.9101,-93.3012,1.89,3.74,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
55428,Minneapolis,45.0968,-93.4219,1.82,3.65,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
55429,Minneapolis,45.12,-93.2742,2.49,2.95,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
55430,Minneapolis,45.038,-93.1797,2.54,3.38,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33601,Tampa Bay,27.9986,-82.5116,2.22,3.33,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33602,Tampa Bay,27.9669,-82.4874,2.32,4.04,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33603,Tampa Bay,27.9849,-82.3721,2.07,3.82,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33604,Tampa Bay,27.8212,-82.284,2.95,3.63,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33605,Tampa Bay,27.8902,-82.5817,2.24,3.91,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33606,Tampa Bay,27.9975,-82.5008,2.8,3.97,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33607,Tampa Bay,27.8167,-82.4116,2.24,3.48,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33608,Tampa Bay,28.0567,-82.4245,2.8,3.2,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33609,Tampa Bay,28.0279,-82.4925,2.31,3.33,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33610,Tampa Bay,27.9879,-82.6369,2.1,3.31,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33611,Tampa Bay,27.9889,-82.4287,2.11,3.25,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33612,Tampa Bay,28.0964,-82.5693,2.68,3.85,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33613,Tampa Bay,28.075,-82.6132,2.85,3.98,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33614,Tampa Bay,28.0243,-82.5429,2.7,4.06,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33615,Tampa Bay,27.8632,-82.5799,2.83,3.7,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33616,Tampa Bay,27.8793,-82.5428,2.59,3.71,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33617,Tampa Bay,27.8741,-82.3869,2.2,3.48,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33618,Tampa Bay,27.9153,-82.3565,2.91,3.39,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33619,Tampa Bay,27.8973,-82.377,2.26,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33620,Tampa Bay,28.0208,-82.4247,2.56,3.82,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33621,Tampa Bay,27.9501,-82.3987,2.19,4.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33622,Tampa Bay,27.9814,-82.6047,2.22,3.33,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33623,Tampa Bay,27.9174,-82.5239,2.32,3.18,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33624,Tampa Bay,27.9226,-82.369,2.78,3.31,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33625,Tampa Bay,27.9608,-82.6035,2.23,3.7,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33626,Tampa Bay,27.8313,-82.5546,2.65,3.78,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33627,Tampa Bay,27.8189,-82.5018,2.85,3.8,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33628,Tampa Bay,27.9677,-82.3873,2.73,3.92,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33629,Tampa Bay,27.8192,-82.4463,2.59,4.46,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33630,Tampa Bay,28.0678,-82.4595,2.09,3.19,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33631,Tampa Bay,27.8376,-82.6007,2.43,3.13,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33632,Tampa Bay,27.8238,-82.5809,2.64,3.69,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33633,Tampa Bay,27.9445,-82.5952,2.51,3.86,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33634,Tampa Bay,27.8879,-82.389,2.33,3.61,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33635,Tampa Bay,27.9175,-82.3407,2.49,3.69,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33636,Tampa Bay,27.867,-82.5172,2.52,4.35,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33637,Tampa Bay,27.8428,-82.4047,2.34,3.49,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33638,Tampa Bay,27.8969,-82.5837,2.06,3.67,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33639,Tampa Bay,27.8519,-82.4583,2.59,3.17,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
33640,Tampa Bay,27.819,-82.3059,2.09,4.01,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70112,New Orleans,30.0007,-90.0178,1.38,5.74,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70113,New Orleans,29.9955,-90.2026,1.25,4.54,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70114,New Orleans,30.0978,-90.036,1.54,4.69,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70115,New Orleans,30.0186,-89.901,1.72,5.73,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70116,New Orleans,30.0939,-90.0688,1.68,5.31,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70117,New Orleans,30.0938,-89.9313,1.41,6.13,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70118,New Orleans,29.8235,-90.0269,1.41,6.11,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70119,New Orleans,29.9,-90.1187,1.37,5.19,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70120,New Orleans,30.0111,-89.9881,1.77,5.18,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70121,New Orleans,29.8391,-89.9342,1.53,4.53,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70122,New Orleans,29.962,-90.212,1.45,6.45,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70123,New Orleans,29.8127,-90.0026,1.6,5.6,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70124,New Orleans,29.9329,-90.072,1.35,4.61,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70125,New Orleans,29.8626,-90.0181,1.47,4.72,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70126,New Orleans,29.9915,-90.0393,1.32,4.56,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70127,New Orleans,29.8438,-90.215,1.72,4.96,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70128,New Orleans,29.8668,-90.1334,1.73,4.97,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70129,New Orleans,29.8485,-89.896,1.65,4.62,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70130,New Orleans,29.8377,-89.9451,1.39,5.33,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70131,New Orleans,30.0326,-90.1951,1.29,4.69,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70132,New Orleans,30.0371,-90.2343,1.63,6.06,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70133,New Orleans,29.968,-89.9595,1.37,5.43,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70134,New Orleans,29.8787,-89.9503,1.71,5.05,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70135,New Orleans,30.016,-90.1856,1.62,6.48,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
70136,New Orleans,29.9351,-89.9513,1.54,6.41,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23220,Richmond,37.4159,-77.5995,2.59,3.98,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23221,Richmond,37.6849,-77.4639,2.11,3.63,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23222,Richmond,37.4054,-77.4226,2.8,3.18,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23223,Richmond,37.4967,-77.585,2.3,3.49,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23224,Richmond,37.5448,-77.5774,2.58,3.69,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23225,Richmond,37.4723,-77.4837,2.52,3.4,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23226,Richmond,37.6595,-77.4309,2.95,3.42,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23227,Richmond,37.4189,-77.5338,2.54,3.99,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23228,Richmond,37.5328,-77.4454,2.87,4.17,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23229,Richmond,37.526,-77.5971,2.77,4.22,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23230,Richmond,37.5885,-77.5539,2.19,3.39,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23231,Richmond,37.5199,-77.5093,2.95,3.91,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23232,Richmond,37.4466,-77.5103,2.15,4.21,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23233,Richmond,37.4853,-77.4535,2.88,4.23,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23234,Richmond,37.6252,-77.5046,2.12,4.23,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23235,Richmond,37.4086,-77.3644,2.37,3.38,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23236,Richmond,37.4421,-77.4001,2.76,3.5,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23237,Richmond,37.6444,-77.5962,2.62,3.2,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23238,Richmond,37.5241,-77.3425,2.87,3.87,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23239,Richmond,37.6458,-77.611,2.65,3.0,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23240,Richmond,37.5877,-77.2828,2.86,3.75,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23241,Richmond,37.5335,-77.3148,2.53,3.08,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23242,Richmond,37.618,-77.5881,2.47,3.59,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23243,Richmond,37.6746,-77.4299,2.62,3.15,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
23244,Richmond,37.4129,-77.5491,2.9,4.2,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35201,Birmingham,33.4901,-86.7203,2.07,4.21,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35202,Birmingham,33.3741,-86.8958,1.67,3.89,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35203,Birmingham,33.456,-86.7176,1.77,4.31,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35204,Birmingham,33.4961,-86.9773,1.94,4.8,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35205,Birmingham,33.6097,-86.9059,1.55,5.09,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35206,Birmingham,33.5145,-86.707,2.07,4.11,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35207,Birmingham,33.6256,-86.8317,1.84,4.75,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35208,Birmingham,33.5024,-86.9896,2.07,4.38,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35209,Birmingham,33.5363,-86.6368,1.98,5.21,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35210,Birmingham,33.5389,-86.7826,1.82,3.8,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35211,Birmingham,33.3983,-86.887,1.82,4.96,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35212,Birmingham,33.4121,-86.9251,1.48,4.83,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35213,Birmingham,33.5525,-86.756,1.99,5.16,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35214,Birmingham,33.6606,-86.8263,1.52,4.15,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35215,Birmingham,33.4282,-86.7244,1.48,4.08,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35216,Birmingham,33.4336,-86.7062,1.91,3.73,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35217,Birmingham,33.6403,-86.6336,1.71,3.81,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35218,Birmingham,33.3932,-86.7566,1.63,4.46,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35219,Birmingham,33.5263,-86.9559,2.05,4.19,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35220,Birmingham,33.4906,-86.97,1.51,4.59,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35221,Birmingham,33.5274,-86.9599,1.91,4.74,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35222,Birmingham,33.3758,-86.956,1.59,4.87,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35223,Birmingham,33.5678,-86.8921,1.67,3.96,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35224,Birmingham,33.6499,-86.6487,1.55,5.04,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35225,Birmingham,33.4204,-86.957,1.59,4.93,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39201,Jackson,32.2271,-90.2321,1.33,7.36,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39202,Jackson,32.1528,-90.3527,1.02,7.2,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39203,Jackson,32.1656,-90.2184,1.34,7.02,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39204,Jackson,32.2514,-90.3531,1.24,7.07,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39205,Jackson,32.1709,-90.3045,1.06,7.01,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39206,Jackson,32.2849,-90.3222,1.01,5.47,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39207,Jackson,32.2956,-90.2128,1.21,5.63,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39208,Jackson,32.2655,-90.2881,1.27,6.57,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39209,Jackson,32.1819,-90.1096,1.18,5.47,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39210,Jackson,32.1713,-90.305,1.16,5.92,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39211,Jackson,32.4482,-90.2347,1.05,7.06,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39212,Jackson,32.296,-90.2763,1.39,6.95,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39213,Jackson,32.1967,-90.2215,1.22,5.85,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39214,Jackson,32.3854,-90.3628,1.11,7.38,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
39215,Jackson,32.3652,-90.304,1.0,6.97,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72201,Little Rock,34.7682,-92.3894,2.06,4.99,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72202,Little Rock,34.7976,-92.1628,1.57,4.38,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72203,Little Rock,34.6219,-92.3923,1.86,4.56,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72204,Little Rock,34.7488,-92.4652,1.8,4.14,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72205,Little Rock,34.7948,-92.249,1.53,4.59,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72206,Little Rock,34.6569,-92.1649,1.66,4.62,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72207,Little Rock,34.7913,-92.2076,1.56,5.28,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72208,Little Rock,34.7869,-92.3467,1.49,3.74,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72209,Little Rock,34.8213,-92.4585,1.94,3.85,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72210,Little Rock,34.8875,-92.1108,2.03,3.78,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72211,Little Rock,34.6962,-92.2345,1.92,5.2,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72212,Little Rock,34.6491,-92.124,2.09,3.86,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72213,Little Rock,34.8331,-92.4152,1.54,4.85,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72214,Little Rock,34.6539,-92.422,1.97,3.86,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72215,Little Rock,34.5972,-92.1171,2.07,4.23,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72216,Little Rock,34.8815,-92.2356,1.81,4.81,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72217,Little Rock,34.6064,-92.3915,2.08,3.89,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72218,Little Rock,34.8266,-92.1155,1.6,5.23,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72219,Little Rock,34.6087,-92.1653,1.69,4.15,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
72220,Little Rock,34.7655,-92.4348,2.0,4.1,Logistics/Gov,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37401,Chattanooga,35.1461,-85.4534,2.02,3.44,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37402,Chattanooga,34.9016,-85.1394,1.83,3.69,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37403,Chattanooga,34.9809,-85.4578,2.58,2.9,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37404,Chattanooga,34.9264,-85.3973,2.32,3.91,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37405,Chattanooga,34.953,-85.1991,1.98,3.85,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37406,Chattanooga,34.9671,-85.1632,2.58,3.01,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37407,Chattanooga,35.0358,-85.4468,2.38,3.65,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37408,Chattanooga,35.1555,-85.4106,2.55,3.02,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37409,Chattanooga,34.8976,-85.3465,2.34,3.84,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37410,Chattanooga,35.0951,-85.3763,2.21,2.89,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37411,Chattanooga,34.9414,-85.4732,2.51,3.37,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37412,Chattanooga,35.0932,-85.1884,2.48,3.36,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37413,Chattanooga,35.0907,-85.371,2.54,3.91,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37414,Chattanooga,35.0638,-85.1962,2.28,3.91,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37415,Chattanooga,35.1133,-85.1357,2.2,3.44,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37416,Chattanooga,35.1223,-85.2977,2.54,3.15,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37417,Chattanooga,35.0357,-85.4008,2.07,3.98,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37418,Chattanooga,35.053,-85.3714,2.38,3.84,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37419,Chattanooga,35.1174,-85.1895,2.12,3.56,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37420,Chattanooga,35.0582,-85.3824,2.4,3.61,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37901,Knoxville,35.9806,-83.8556,2.54,3.41,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37902,Knoxville,36.1059,-83.8437,2.18,3.73,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37903,Knoxville,35.9361,-83.8778,2.08,3.89,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37904,Knoxville,35.9969,-84.0337,2.33,3.73,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37905,Knoxville,35.8953,-84.0148,2.25,2.99,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37906,Knoxville,35.8615,-83.9467,2.03,3.64,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37907,Knoxville,35.9189,-83.7765,2.16,3.5,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37908,Knoxville,35.8884,-83.8143,2.46,3.92,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37909,Knoxville,36.0959,-83.7466,2.38,3.94,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37910,Knoxville,35.9395,-83.7964,2.42,3.41,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37911,Knoxville,35.9424,-83.9064,2.57,2.9,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37912,Knoxville,35.8986,-84.0266,2.55,3.17,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37913,Knoxville,35.826,-83.9278,2.36,2.97,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37914,Knoxville,35.9466,-83.8265,2.05,3.37,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37915,Knoxville,35.9807,-84.0089,1.98,3.23,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37916,Knoxville,35.8224,-83.9231,2.58,2.89,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37917,Knoxville,35.8801,-83.8696,2.42,3.92,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37918,Knoxville,35.9267,-83.9212,2.34,3.13,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37919,Knoxville,35.9123,-84.0963,1.94,4.07,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
37920,Knoxville,36.0378,-83.7642,2.5,3.27,Healthcare,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35801,Huntsville,34.7079,-86.7432,3.66,3.22,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35802,Huntsville,34.7481,-86.4382,3.97,3.35,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35803,Huntsville,34.7966,-86.6401,4.04,2.82,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35804,Huntsville,34.7559,-86.582,3.27,3.2,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35805,Huntsville,34.8125,-86.4995,3.23,2.67,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35806,Huntsville,34.7077,-86.736,3.68,3.63,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
35807,Huntsville,34.8121,-86.7147,3.38,2.97,Technology,BLS Current Employment Statistics,2025-Q4,https://www.bls.gov/ces/
