zip_code,metro,lat,lng,units_delivered_12mo,pct_class_a,pct_class_b,pct_class_c,data_source,as_of_date,source_url
87104,Albuquerque,35.0453,-106.5942,66,51.74,31.32,8.29,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87105,Albuquerque,35.2162,-106.5438,77,59.76,27.52,8.98,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87106,Albuquerque,35.074,-106.6172,91,66.12,25.47,8.52,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87107,Albuquerque,35.0949,-106.5486,77,67.76,29.6,9.26,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87108,Albuquerque,35.1928,-106.7783,73,59.53,25.09,10.32,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87109,Albuquerque,35.1016,-106.8155,74,60.32,30.53,9.35,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87110,Albuquerque,34.9659,-106.695,68,67.89,32.61,8.1,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87111,Albuquerque,35.1004,-106.5183,72,72.22,31.36,8.02,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87112,Albuquerque,35.0832,-106.8261,87,53.07,32.58,8.54,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87113,Albuquerque,35.1041,-106.6336,85,57.07,24.27,8.6,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87114,Albuquerque,35.2069,-106.6469,79,60.21,27.21,7.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87115,Albuquerque,35.1921,-106.8198,81,73.06,24.93,10.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87116,Albuquerque,34.9509,-106.5024,83,61.36,31.45,9.23,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87117,Albuquerque,35.1703,-106.6454,80,55.26,28.61,7.58,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87118,Albuquerque,35.1675,-106.6662,80,68.7,28.7,7.4,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87119,Albuquerque,34.9818,-106.4873,91,70.3,33.32,8.36,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
87120,Albuquerque,34.9893,-106.7459,86,59.81,30.28,10.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85701,Tucson,32.1363,-111.1227,74,51.27,29.22,9.73,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85702,Tucson,32.1053,-110.8087,88,54.04,27.5,10.56,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85703,Tucson,32.0904,-110.9615,88,52.26,28.95,7.57,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85704,Tucson,32.211,-111.1082,96,53.31,32.04,7.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85705,Tucson,32.1088,-111.0119,89,71.59,32.85,8.37,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85706,Tucson,32.1215,-110.9034,99,60.92,28.34,8.73,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85707,Tucson,32.2916,-111.0123,75,71.01,24.63,8.8,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85708,Tucson,32.2497,-110.8065,81,72.42,32.48,9.34,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85709,Tucson,32.2826,-110.9478,88,57.93,25.95,9.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85710,Tucson,32.2231,-111.0911,102,64.97,29.29,9.84,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85711,Tucson,32.2585,-111.1532,93,66.98,28.17,10.54,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85712,Tucson,32.1616,-111.1077,97,57.77,24.31,10.58,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85713,Tucson,32.1849,-110.9392,96,65.45,24.13,10.26,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85714,Tucson,32.0923,-111.1434,103,58.4,27.13,9.83,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85715,Tucson,32.3179,-110.9779,88,60.21,25.25,10.52,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85716,Tucson,32.2808,-110.991,89,58.12,33.38,8.15,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85717,Tucson,32.2857,-110.9968,92,58.52,25.11,7.99,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85718,Tucson,32.3553,-110.8792,91,73.72,30.72,7.56,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85719,Tucson,32.2921,-111.0884,90,59.77,29.7,9.98,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
85720,Tucson,32.1838,-110.8789,97,69.63,24.05,8.07,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95801,Sacramento,38.7251,-121.5944,145,70.84,31.18,7.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95802,Sacramento,38.4783,-121.6476,142,57.43,29.7,7.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95803,Sacramento,38.6889,-121.3186,152,66.3,31.66,9.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95804,Sacramento,38.5041,-121.489,177,70.44,29.62,10.29,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95805,Sacramento,38.7081,-121.4369,138,60.39,27.22,7.66,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95806,Sacramento,38.6904,-121.4421,139,72.14,33.5,9.99,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95807,Sacramento,38.447,-121.4647,162,66.92,28.08,8.94,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95808,Sacramento,38.6032,-121.6437,175,72.53,28.26,9.66,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95809,Sacramento,38.4769,-121.4569,184,58.64,29.84,8.24,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95810,Sacramento,38.6255,-121.4699,159,59.44,33.41,8.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95811,Sacramento,38.6928,-121.4255,167,58.33,24.98,9.56,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95812,Sacramento,38.4455,-121.4415,154,65.61,26.89,9.05,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95813,Sacramento,38.5012,-121.6023,142,56.26,30.98,10.11,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95814,Sacramento,38.576,-121.4759,177,65.22,32.17,10.42,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95815,Sacramento,38.7236,-121.6069,140,68.67,23.52,9.22,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95816,Sacramento,38.5001,-121.3769,187,60.87,27.66,9.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95817,Sacramento,38.473,-121.4989,150,61.44,24.92,7.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95818,Sacramento,38.6175,-121.4987,146,68.57,27.86,10.34,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95819,Sacramento,38.434,-121.4017,178,72.36,32.0,9.53,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95820,Sacramento,38.602,-121.5599,171,61.78,27.46,10.42,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95821,Sacramento,38.6919,-121.4002,151,57.84,28.76,10.16,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95822,Sacramento,38.4626,-121.3907,148,55.66,24.02,7.92,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95823,Sacramento,38.5487,-121.4317,141,63.23,27.6,9.34,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95824,Sacramento,38.6269,-121.4565,191,54.49,23.96,7.88,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95825,Sacramento,38.7213,-121.4743,139,63.86,30.41,10.17,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95826,Sacramento,38.5565,-121.4319,154,51.84,25.85,8.1,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95827,Sacramento,38.4517,-121.6387,176,53.05,26.62,7.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95828,Sacramento,38.4366,-121.5179,175,67.95,31.82,10.45,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95829,Sacramento,38.6534,-121.3376,146,52.5,26.58,10.05,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
95830,Sacramento,38.5922,-121.3149,181,58.55,29.63,9.43,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64101,Kansas City,38.969,-94.4333,126,65.93,30.3,9.84,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64102,Kansas City,39.0462,-94.4435,161,63.83,31.98,10.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64103,Kansas City,39.0029,-94.7421,170,61.24,25.06,8.39,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64104,Kansas City,39.0096,-94.4265,178,68.84,32.44,8.89,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64105,Kansas City,39.1862,-94.4403,164,72.55,27.97,10.21,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64106,Kansas City,39.2317,-94.7505,168,67.57,24.38,9.43,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64107,Kansas City,39.0568,-94.6538,161,72.14,30.19,9.12,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64108,Kansas City,38.9743,-94.7185,180,52.53,26.31,8.7,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64109,Kansas City,39.1963,-94.4661,147,53.6,29.48,9.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64110,Kansas City,39.1656,-94.5876,139,54.13,25.94,7.46,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64111,Kansas City,39.0758,-94.6524,144,58.1,23.91,9.25,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64112,Kansas City,39.2113,-94.4348,143,72.28,28.2,9.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64113,Kansas City,39.2336,-94.6566,135,73.05,25.26,8.62,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64114,Kansas City,39.0123,-94.4802,144,51.25,25.34,7.9,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64115,Kansas City,39.1903,-94.5881,142,71.72,25.18,8.11,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64116,Kansas City,39.1881,-94.5895,145,56.97,29.16,8.73,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64117,Kansas City,39.123,-94.6753,134,72.85,25.68,8.8,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64118,Kansas City,39.2085,-94.6533,126,72.78,29.87,7.98,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64119,Kansas City,39.2263,-94.6758,134,62.79,32.08,10.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64120,Kansas City,38.9944,-94.5759,156,72.06,23.39,9.0,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64121,Kansas City,39.2193,-94.5736,157,58.48,30.99,9.14,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64122,Kansas City,39.0791,-94.4067,174,65.09,33.13,8.64,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64123,Kansas City,39.0617,-94.6968,132,52.91,27.9,10.56,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64124,Kansas City,39.229,-94.5116,179,67.66,30.43,8.66,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64125,Kansas City,39.1423,-94.4428,161,71.52,27.9,8.25,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64126,Kansas City,39.1737,-94.4544,136,68.88,30.66,7.93,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64127,Kansas City,38.9591,-94.6261,149,61.9,27.39,10.07,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64128,Kansas City,39.1564,-94.6735,175,72.89,30.15,9.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64129,Kansas City,38.9953,-94.6705,129,52.46,33.22,9.44,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
64130,Kansas City,39.2402,-94.4648,169,65.87,25.85,7.61,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30301,Atlanta,33.6469,-84.4303,526,66.22,33.13,8.07,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30302,Atlanta,33.7843,-84.5077,509,62.43,31.25,10.61,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30303,Atlanta,33.8691,-84.2169,563,55.6,28.98,10.35,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30304,Atlanta,33.6691,-84.3432,556,70.72,31.88,8.99,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30305,Atlanta,33.6405,-84.5007,527,69.02,29.3,7.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30306,Atlanta,33.6416,-84.261,530,54.57,25.38,7.51,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30307,Atlanta,33.6855,-84.3346,605,62.53,26.62,8.42,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30308,Atlanta,33.6175,-84.5153,547,66.6,28.85,9.03,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30309,Atlanta,33.8503,-84.3847,678,62.05,24.71,9.52,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30310,Atlanta,33.6767,-84.3137,607,62.77,33.48,7.75,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30311,Atlanta,33.8121,-84.4768,624,71.48,29.01,10.59,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30312,Atlanta,33.7825,-84.4446,533,54.9,26.68,8.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30313,Atlanta,33.7139,-84.3013,537,54.05,30.12,9.46,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30314,Atlanta,33.829,-84.2776,504,67.49,28.01,9.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30315,Atlanta,33.6185,-84.2108,668,51.95,26.9,10.11,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30316,Atlanta,33.679,-84.4161,633,63.01,28.56,9.49,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30317,Atlanta,33.7681,-84.2439,497,62.15,24.95,7.89,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30318,Atlanta,33.7312,-84.4282,583,64.62,31.61,9.26,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30319,Atlanta,33.6901,-84.3939,650,73.15,31.19,9.55,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30320,Atlanta,33.8346,-84.2937,666,53.03,29.15,8.0,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30321,Atlanta,33.7097,-84.5555,615,63.03,26.86,9.16,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30322,Atlanta,33.8129,-84.3516,584,69.02,24.69,7.41,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30323,Atlanta,33.85,-84.5186,498,61.37,33.5,7.42,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30324,Atlanta,33.8471,-84.2499,610,72.14,29.2,9.24,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30325,Atlanta,33.7929,-84.5162,657,52.73,33.03,9.49,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30326,Atlanta,33.7343,-84.4713,477,66.54,27.34,9.6,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30327,Atlanta,33.8831,-84.3554,657,51.72,30.8,9.08,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30328,Atlanta,33.6154,-84.4774,580,65.86,28.8,8.57,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30329,Atlanta,33.8191,-84.3446,564,65.44,23.71,8.83,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30330,Atlanta,33.812,-84.3085,600,53.02,23.86,9.98,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30331,Atlanta,33.6354,-84.2173,492,67.2,26.13,10.27,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30332,Atlanta,33.7829,-84.5458,621,60.05,30.69,8.21,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30333,Atlanta,33.8461,-84.2304,520,73.0,27.4,9.23,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30334,Atlanta,33.7964,-84.4668,558,57.41,27.23,9.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30335,Atlanta,33.857,-84.2456,679,62.46,24.95,10.36,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30336,Atlanta,33.7576,-84.2388,611,54.14,26.89,7.86,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30337,Atlanta,33.7821,-84.5509,525,57.08,28.39,7.53,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30338,Atlanta,33.7561,-84.4666,489,54.83,32.97,9.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30339,Atlanta,33.8044,-84.301,522,59.09,23.85,9.67,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30340,Atlanta,33.6427,-84.5585,578,59.99,31.57,8.36,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30341,Atlanta,33.7157,-84.3463,679,68.75,30.94,8.62,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30342,Atlanta,33.8401,-84.2498,564,54.57,27.17,10.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30343,Atlanta,33.8916,-84.4861,506,52.76,29.37,10.13,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30344,Atlanta,33.6707,-84.5146,500,61.58,25.24,8.0,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30345,Atlanta,33.6784,-84.2327,479,66.15,28.41,7.69,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30346,Atlanta,33.8724,-84.4921,534,53.38,31.52,10.58,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30347,Atlanta,33.7646,-84.4745,684,73.12,28.75,9.67,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30348,Atlanta,33.7457,-84.2163,539,68.93,31.77,8.5,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30349,Atlanta,33.6097,-84.5652,604,55.49,31.76,7.73,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
30350,Atlanta,33.7522,-84.4205,478,64.24,24.09,8.83,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68101,Omaha,41.2361,-96.0665,128,56.48,32.67,8.28,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68102,Omaha,41.1386,-95.8628,118,52.31,23.68,8.51,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68103,Omaha,41.3973,-96.0745,105,61.64,25.24,9.96,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68104,Omaha,41.3093,-95.9123,116,71.13,32.58,9.6,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68105,Omaha,41.2773,-95.8126,113,61.71,31.17,7.97,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68106,Omaha,41.3644,-95.8281,101,65.56,29.98,9.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68107,Omaha,41.3361,-96.0439,104,62.35,27.0,9.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68108,Omaha,41.2045,-95.8951,94,60.88,23.37,10.53,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68109,Omaha,41.1369,-95.8479,120,53.74,27.99,8.65,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68110,Omaha,41.2698,-95.8211,102,58.42,26.12,9.55,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68111,Omaha,41.2656,-95.993,92,66.77,32.78,7.87,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68112,Omaha,41.2546,-95.9994,106,67.14,29.58,9.65,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68113,Omaha,41.2894,-95.9594,104,54.65,27.78,8.29,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68114,Omaha,41.2942,-96.0055,113,65.09,27.76,10.07,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68115,Omaha,41.2873,-95.9191,104,69.5,26.52,9.78,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68116,Omaha,41.3885,-95.8924,101,57.64,24.39,7.55,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68117,Omaha,41.2679,-96.0172,93,55.1,28.0,9.65,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68118,Omaha,41.3808,-95.8245,100,60.92,31.63,10.47,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68119,Omaha,41.1069,-95.8789,109,70.4,31.78,10.36,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
68120,Omaha,41.3087,-95.9284,96,61.39,28.08,9.71,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27601,Raleigh-Durham,35.8508,-78.6334,403,58.28,29.59,10.32,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27602,Raleigh-Durham,35.7796,-78.7659,411,61.38,26.83,9.95,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27603,Raleigh-Durham,35.802,-78.8069,381,54.52,25.57,8.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27604,Raleigh-Durham,35.6392,-78.7836,342,53.82,30.58,7.91,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27605,Raleigh-Durham,35.7972,-78.7508,350,58.6,33.29,9.83,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27606,Raleigh-Durham,35.6972,-78.7052,390,57.29,28.55,10.57,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27607,Raleigh-Durham,35.7707,-78.6226,342,66.91,24.37,10.51,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27608,Raleigh-Durham,35.853,-78.5836,402,58.7,25.75,9.33,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27609,Raleigh-Durham,35.8998,-78.7203,426,52.64,32.77,8.05,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27610,Raleigh-Durham,35.8639,-78.5264,409,62.41,33.4,8.23,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27611,Raleigh-Durham,35.837,-78.6657,356,53.11,32.51,8.52,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27612,Raleigh-Durham,35.8887,-78.7934,433,62.11,25.79,8.43,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27613,Raleigh-Durham,35.7799,-78.6616,380,70.92,28.16,9.85,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27614,Raleigh-Durham,35.6692,-78.7297,364,63.62,31.42,10.18,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27615,Raleigh-Durham,35.8889,-78.7542,416,57.55,32.07,8.93,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27616,Raleigh-Durham,35.8911,-78.467,330,64.23,33.33,10.07,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27617,Raleigh-Durham,35.717,-78.4878,356,72.34,30.69,9.29,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27618,Raleigh-Durham,35.7076,-78.5006,302,54.52,32.53,7.68,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27619,Raleigh-Durham,35.8838,-78.6927,388,55.2,24.98,7.39,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27620,Raleigh-Durham,35.9064,-78.5947,380,62.71,28.47,9.76,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27621,Raleigh-Durham,35.6376,-78.4659,359,58.42,32.94,10.19,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27622,Raleigh-Durham,35.6989,-78.7593,357,64.01,28.49,8.31,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27623,Raleigh-Durham,35.9188,-78.7907,397,57.41,30.38,9.88,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27624,Raleigh-Durham,35.6915,-78.6916,354,64.36,24.51,7.74,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27625,Raleigh-Durham,35.84,-78.7867,336,63.87,27.81,7.61,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27626,Raleigh-Durham,35.9111,-78.6602,345,66.87,23.54,10.38,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27627,Raleigh-Durham,35.7371,-78.5578,390,63.12,30.32,7.77,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27628,Raleigh-Durham,35.9139,-78.4949,353,62.7,24.29,10.41,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27629,Raleigh-Durham,35.7701,-78.6401,351,59.96,31.38,9.03,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27630,Raleigh-Durham,35.6633,-78.5875,306,69.75,27.21,9.88,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27631,Raleigh-Durham,35.9181,-78.5901,358,57.08,30.6,8.91,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27632,Raleigh-Durham,35.7884,-78.5421,404,52.77,24.15,10.01,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27633,Raleigh-Durham,35.9076,-78.4736,428,61.31,26.91,9.28,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27634,Raleigh-Durham,35.8847,-78.7091,308,61.88,24.86,8.02,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
27635,Raleigh-Durham,35.7174,-78.4605,408,62.67,27.5,8.09,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
55401,Minneapolis,45.0901,-93.4362,240,63.39,24.37,7.66,CoStar/Yardi Matrix,2025-Q4,https://www.yardimatrix.com
