zip_code,metro,lat,lng,avg_entitlement_months,zoning_friendly_score_1_10,impact_fee_per_unit,data_source,as_of_date,source_url
30305,Atlanta,33.6405,-84.5007,18,6,7902,NMHC/Local Planning,2025,https://www.nmhc.org
30306,Atlanta,33.6416,-84.261,17,6,8525,NMHC/Local Planning,2025,https://www.nmhc.org
30307,Atlanta,33.6855,-84.3346,15,6,9918,NMHC/Local Planning,2025,https://www.nmhc.org
30308,Atlanta,33.6175,-84.5153,20,6,7133,NMHC/Local Planning,2025,https://www.nmhc.org
30309,Atlanta,33.8503,-84.3847,17,6,9550,NMHC/Local Planning,2025,https://www.nmhc.org
30310,Atlanta,33.6767,-84.3137,16,6,9054,NMHC/Local Planning,2025,https://www.nmhc.org
30311,Atlanta,33.8121,-84.4768,17,6,9829,NMHC/Local Planning,2025,https://www.nmhc.org
30312,Atlanta,33.7825,-84.4446,20,6,8021,NMHC/Local Planning,2025,https://www.nmhc.org
30313,Atlanta,33.7139,-84.3013,21,6,9119,NMHC/Local Planning,2025,https://www.nmhc.org
30314,Atlanta,33.829,-84.2776,19,6,8941,NMHC/Local Planning,2025,https://www.nmhc.org
30315,Atlanta,33.6185,-84.2108,16,6,8443,NMHC/Local Planning,2025,https://www.nmhc.org
30316,Atlanta,33.679,-84.4161,17,6,9542,NMHC/Local Planning,2025,https://www.nmhc.org
30317,Atlanta,33.7681,-84.2439,16,6,8643,NMHC/Local Planning,2025,https://www.nmhc.org
30318,Atlanta,33.7312,-84.4282,18,6,7845,NMHC/Local Planning,2025,https://www.nmhc.org
30319,Atlanta,33.6901,-84.3939,18,6,7821,NMHC/Local Planning,2025,https://www.nmhc.org
30320,Atlanta,33.8346,-84.2937,19,6,7121,NMHC/Local Planning,2025,https://www.nmhc.org
30321,Atlanta,33.7097,-84.5555,18,6,9421,NMHC/Local Planning,2025,https://www.nmhc.org
30322,Atlanta,33.8129,-84.3516,18,6,8992,NMHC/Local Planning,2025,https://www.nmhc.org
30323,Atlanta,33.85,-84.5186,15,6,7899,NMHC/Local Planning,2025,https://www.nmhc.org
30324,Atlanta,33.8471,-84.2499,21,6,8536,NMHC/Local Planning,2025,https://www.nmhc.org
30325,Atlanta,33.7929,-84.5162,20,6,9023,NMHC/Local Planning,2025,https://www.nmhc.org
30326,Atlanta,33.7343,-84.4713,16,6,7287,NMHC/Local Planning,2025,https://www.nmhc.org
30327,Atlanta,33.8831,-84.3554,19,6,7943,NMHC/Local Planning,2025,https://www.nmhc.org
30328,Atlanta,33.6154,-84.4774,21,6,7365,NMHC/Local Planning,2025,https://www.nmhc.org
30329,Atlanta,33.8191,-84.3446,19,6,7746,NMHC/Local Planning,2025,https://www.nmhc.org
30330,Atlanta,33.812,-84.3085,15,6,9250,NMHC/Local Planning,2025,https://www.nmhc.org
30331,Atlanta,33.6354,-84.2173,18,6,8725,NMHC/Local Planning,2025,https://www.nmhc.org
30332,Atlanta,33.7829,-84.5458,19,6,7316,NMHC/Local Planning,2025,https://www.nmhc.org
30333,Atlanta,33.8461,-84.2304,16,6,7899,NMHC/Local Planning,2025,https://www.nmhc.org
30334,Atlanta,33.7964,-84.4668,17,6,8329,NMHC/Local Planning,2025,https://www.nmhc.org
30335,Atlanta,33.857,-84.2456,17,6,7992,NMHC/Local Planning,2025,https://www.nmhc.org
30336,Atlanta,33.7576,-84.2388,20,6,9270,NMHC/Local Planning,2025,https://www.nmhc.org
30337,Atlanta,33.7821,-84.5509,17,6,6996,NMHC/Local Planning,2025,https://www.nmhc.org
30338,Atlanta,33.7561,-84.4666,16,6,8614,NMHC/Local Planning,2025,https://www.nmhc.org
30339,Atlanta,33.8044,-84.301,16,6,8682,NMHC/Local Planning,2025,https://www.nmhc.org
30340,Atlanta,33.6427,-84.5585,19,6,8605,NMHC/Local Planning,2025,https://www.nmhc.org
30341,Atlanta,33.7157,-84.3463,19,6,8714,NMHC/Local Planning,2025,https://www.nmhc.org
30342,Atlanta,33.8401,-84.2498,17,6,8785,NMHC/Local Planning,2025,https://www.nmhc.org
30343,Atlanta,33.8916,-84.4861,15,6,7637,NMHC/Local Planning,2025,https://www.nmhc.org
30344,Atlanta,33.6707,-84.5146,19,6,8524,NMHC/Local Planning,2025,https://www.nmhc.org
30345,Atlanta,33.6784,-84.2327,15,6,8413,NMHC/Local Planning,2025,https://www.nmhc.org
30346,Atlanta,33.8724,-84.4921,19,6,8607,NMHC/Local Planning,2025,https://www.nmhc.org
30347,Atlanta,33.7646,-84.4745,17,6,7896,NMHC/Local Planning,2025,https://www.nmhc.org
30348,Atlanta,33.7457,-84.2163,18,6,8392,NMHC/Local Planning,2025,https://www.nmhc.org
30349,Atlanta,33.6097,-84.5652,15,6,7615,NMHC/Local Planning,2025,https://www.nmhc.org
30350,Atlanta,33.7522,-84.4205,20,6,9042,NMHC/Local Planning,2025,https://www.nmhc.org
68101,Omaha,41.2361,-96.0665,20,4,8380,NMHC/Local Planning,2025,https://www.nmhc.org
68102,Omaha,41.1386,-95.8628,17,4,9498,NMHC/Local Planning,2025,https://www.nmhc.org
68103,Omaha,41.3973,-96.0745,15,4,7176,NMHC/Local Planning,2025,https://www.nmhc.org
68104,Omaha,41.3093,-95.9123,15,4,7512,NMHC/Local Planning,2025,https://www.nmhc.org
68105,Omaha,41.2773,-95.8126,16,4,8095,NMHC/Local Planning,2025,https://www.nmhc.org
68106,Omaha,41.3644,-95.8281,16,4,9298,NMHC/Local Planning,2025,https://www.nmhc.org
68107,Omaha,41.3361,-96.0439,16,4,9930,NMHC/Local Planning,2025,https://www.nmhc.org
68108,Omaha,41.2045,-95.8951,15,4,8282,NMHC/Local Planning,2025,https://www.nmhc.org
68109,Omaha,41.1369,-95.8479,17,4,8258,NMHC/Local Planning,2025,https://www.nmhc.org
68110,Omaha,41.2698,-95.8211,20,4,7888,NMHC/Local Planning,2025,https://www.nmhc.org
68111,Omaha,41.2656,-95.993,17,4,8187,NMHC/Local Planning,2025,https://www.nmhc.org
68112,Omaha,41.2546,-95.9994,18,4,9500,NMHC/Local Planning,2025,https://www.nmhc.org
68113,Omaha,41.2894,-95.9594,17,4,7989,NMHC/Local Planning,2025,https://www.nmhc.org
68114,Omaha,41.2942,-96.0055,15,4,7023,NMHC/Local Planning,2025,https://www.nmhc.org
68115,Omaha,41.2873,-95.9191,19,4,9680,NMHC/Local Planning,2025,https://www.nmhc.org
68116,Omaha,41.3885,-95.8924,19,4,8431,NMHC/Local Planning,2025,https://www.nmhc.org
68117,Omaha,41.2679,-96.0172,15,4,7510,NMHC/Local Planning,2025,https://www.nmhc.org
68118,Omaha,41.3808,-95.8245,19,4,10014,NMHC/Local Planning,2025,https://www.nmhc.org
68119,Omaha,41.1069,-95.8789,15,4,7860,NMHC/Local Planning,2025,https://www.nmhc.org
68120,Omaha,41.3087,-95.9284,17,4,9676,NMHC/Local Planning,2025,https://www.nmhc.org
27601,Raleigh-Durham,35.8508,-78.6334,20,8,9778,NMHC/Local Planning,2025,https://www.nmhc.org
27602,Raleigh-Durham,35.7796,-78.7659,16,8,8688,NMHC/Local Planning,2025,https://www.nmhc.org
27603,Raleigh-Durham,35.802,-78.8069,21,8,8986,NMHC/Local Planning,2025,https://www.nmhc.org
27604,Raleigh-Durham,35.6392,-78.7836,19,8,7889,NMHC/Local Planning,2025,https://www.nmhc.org
27605,Raleigh-Durham,35.7972,-78.7508,15,8,7931,NMHC/Local Planning,2025,https://www.nmhc.org
27606,Raleigh-Durham,35.6972,-78.7052,15,8,9203,NMHC/Local Planning,2025,https://www.nmhc.org
27607,Raleigh-Durham,35.7707,-78.6226,17,8,10022,NMHC/Local Planning,2025,https://www.nmhc.org
27608,Raleigh-Durham,35.853,-78.5836,18,8,9486,NMHC/Local Planning,2025,https://www.nmhc.org
27609,Raleigh-Durham,35.8998,-78.7203,19,8,9146,NMHC/Local Planning,2025,https://www.nmhc.org
27610,Raleigh-Durham,35.8639,-78.5264,17,8,7969,NMHC/Local Planning,2025,https://www.nmhc.org
27611,Raleigh-Durham,35.837,-78.6657,20,8,9552,NMHC/Local Planning,2025,https://www.nmhc.org
27612,Raleigh-Durham,35.8887,-78.7934,16,8,7422,NMHC/Local Planning,2025,https://www.nmhc.org
27613,Raleigh-Durham,35.7799,-78.6616,20,8,8570,NMHC/Local Planning,2025,https://www.nmhc.org
27614,Raleigh-Durham,35.6692,-78.7297,14,8,9577,NMHC/Local Planning,2025,https://www.nmhc.org
27615,Raleigh-Durham,35.8889,-78.7542,16,8,7294,NMHC/Local Planning,2025,https://www.nmhc.org
27616,Raleigh-Durham,35.8911,-78.467,18,8,7544,NMHC/Local Planning,2025,https://www.nmhc.org
27617,Raleigh-Durham,35.717,-78.4878,15,8,7393,NMHC/Local Planning,2025,https://www.nmhc.org
27618,Raleigh-Durham,35.7076,-78.5006,19,8,8151,NMHC/Local Planning,2025,https://www.nmhc.org
27619,Raleigh-Durham,35.8838,-78.6927,19,8,7944,NMHC/Local Planning,2025,https://www.nmhc.org
27620,Raleigh-Durham,35.9064,-78.5947,16,8,9524,NMHC/Local Planning,2025,https://www.nmhc.org
27621,Raleigh-Durham,35.6376,-78.4659,19,8,7765,NMHC/Local Planning,2025,https://www.nmhc.org
27622,Raleigh-Durham,35.6989,-78.7593,18,8,8148,NMHC/Local Planning,2025,https://www.nmhc.org
27623,Raleigh-Durham,35.9188,-78.7907,18,8,8196,NMHC/Local Planning,2025,https://www.nmhc.org
27624,Raleigh-Durham,35.6915,-78.6916,15,8,8917,NMHC/Local Planning,2025,https://www.nmhc.org
27625,Raleigh-Durham,35.84,-78.7867,20,8,9287,NMHC/Local Planning,2025,https://www.nmhc.org
27626,Raleigh-Durham,35.9111,-78.6602,16,8,8253,NMHC/Local Planning,2025,https://www.nmhc.org
27627,Raleigh-Durham,35.7371,-78.5578,20,8,8822,NMHC/Local Planning,2025,https://www.nmhc.org
27628,Raleigh-Durham,35.9139,-78.4949,18,8,7718,NMHC/Local Planning,2025,https://www.nmhc.org
27629,Raleigh-Durham,35.7701,-78.6401,15,8,7718,NMHC/Local Planning,2025,https://www.nmhc.org
27630,Raleigh-Durham,35.6633,-78.5875,17,8,9100,NMHC/Local Planning,2025,https://www.nmhc.org
27631,Raleigh-Durham,35.9181,-78.5901,21,8,8464,NMHC/Local Planning,2025,https://www.nmhc.org
27632,Raleigh-Durham,35.7884,-78.5421,19,8,9704,NMHC/Local Planning,2025,https://www.nmhc.org
27633,Raleigh-Durham,35.9076,-78.4736,16,8,9615,NMHC/Local Planning,2025,https://www.nmhc.org
27634,Raleigh-Durham,35.8847,-78.7091,18,8,8932,NMHC/Local Planning,2025,https://www.nmhc.org
27635,Raleigh-Durham,35.7174,-78.4605,19,8,7324,NMHC/Local Planning,2025,https://www.nmhc.org
55401,Minneapolis,45.0901,-93.4362,20,4,7724,NMHC/Local Planning,2025,https://www.nmhc.org
55402,Minneapolis,44.9461,-93.3549,18,4,8539,NMHC/Local Planning,2025,https://www.nmhc.org
55403,Minneapolis,44.9389,-93.2056,17,4,7208,NMHC/Local Planning,2025,https://www.nmhc.org
55404,Minneapolis,44.9838,-93.1439,18,4,9039,NMHC/Local Planning,2025,https://www.nmhc.org
55405,Minneapolis,45.0293,-93.1425,15,4,8866,NMHC/Local Planning,2025,https://www.nmhc.org
55406,Minneapolis,44.8357,-93.1993,15,4,9459,NMHC/Local Planning,2025,https://www.nmhc.org
55407,Minneapolis,45.0536,-93.2202,18,4,8038,NMHC/Local Planning,2025,https://www.nmhc.org
55408,Minneapolis,44.8572,-93.3421,17,4,9592,NMHC/Local Planning,2025,https://www.nmhc.org
55409,Minneapolis,44.8772,-93.3331,18,4,8428,NMHC/Local Planning,2025,https://www.nmhc.org
55410,Minneapolis,45.1116,-93.382,15,4,8930,NMHC/Local Planning,2025,https://www.nmhc.org
55411,Minneapolis,44.9096,-93.239,21,4,9407,NMHC/Local Planning,2025,https://www.nmhc.org
55412,Minneapolis,44.8889,-93.323,15,4,7967,NMHC/Local Planning,2025,https://www.nmhc.org
55413,Minneapolis,44.8421,-93.3285,16,4,7202,NMHC/Local Planning,2025,https://www.nmhc.org
55414,Minneapolis,44.8698,-93.3194,18,4,8636,NMHC/Local Planning,2025,https://www.nmhc.org
55415,Minneapolis,44.9872,-93.3829,19,4,7123,NMHC/Local Planning,2025,https://www.nmhc.org
55416,Minneapolis,44.8801,-93.0865,18,4,9858,NMHC/Local Planning,2025,https://www.nmhc.org
55417,Minneapolis,44.9709,-93.2924,18,4,8542,NMHC/Local Planning,2025,https://www.nmhc.org
55418,Minneapolis,45.1121,-93.1039,19,4,7109,NMHC/Local Planning,2025,https://www.nmhc.org
55419,Minneapolis,44.87,-93.3642,18,4,8623,NMHC/Local Planning,2025,https://www.nmhc.org
55420,Minneapolis,44.9393,-93.1102,17,4,7957,NMHC/Local Planning,2025,https://www.nmhc.org
55421,Minneapolis,45.0844,-93.1116,17,4,9779,NMHC/Local Planning,2025,https://www.nmhc.org
55422,Minneapolis,44.912,-93.3073,19,4,9485,NMHC/Local Planning,2025,https://www.nmhc.org
55423,Minneapolis,44.9847,-93.1845,19,4,7835,NMHC/Local Planning,2025,https://www.nmhc.org
55424,Minneapolis,44.96,-93.2417,14,4,7453,NMHC/Local Planning,2025,https://www.nmhc.org
55425,Minneapolis,44.8654,-93.1232,18,4,8634,NMHC/Local Planning,2025,https://www.nmhc.org
55426,Minneapolis,45.0066,-93.4325,20,4,9104,NMHC/Local Planning,2025,https://www.nmhc.org
55427,Minneapolis,44.9101,-93.3012,15,4,7781,NMHC/Local Planning,2025,https://www.nmhc.org
55428,Minneapolis,45.0968,-93.4219,16,4,9491,NMHC/Local Planning,2025,https://www.nmhc.org
55429,Minneapolis,45.12,-93.2742,15,4,9265,NMHC/Local Planning,2025,https://www.nmhc.org
55430,Minneapolis,45.038,-93.1797,17,4,8313,NMHC/Local Planning,2025,https://www.nmhc.org
33601,Tampa Bay,27.9986,-82.5116,17,6,9872,NMHC/Local Planning,2025,https://www.nmhc.org
33602,Tampa Bay,27.9669,-82.4874,16,6,7228,NMHC/Local Planning,2025,https://www.nmhc.org
33603,Tampa Bay,27.9849,-82.3721,15,6,9686,NMHC/Local Planning,2025,https://www.nmhc.org
33604,Tampa Bay,27.8212,-82.284,20,6,7706,NMHC/Local Planning,2025,https://www.nmhc.org
33605,Tampa Bay,27.8902,-82.5817,16,6,8609,NMHC/Local Planning,2025,https://www.nmhc.org
33606,Tampa Bay,27.9975,-82.5008,16,6,8605,NMHC/Local Planning,2025,https://www.nmhc.org
33607,Tampa Bay,27.8167,-82.4116,16,6,8898,NMHC/Local Planning,2025,https://www.nmhc.org
33608,Tampa Bay,28.0567,-82.4245,15,6,9705,NMHC/Local Planning,2025,https://www.nmhc.org
33609,Tampa Bay,28.0279,-82.4925,17,6,7433,NMHC/Local Planning,2025,https://www.nmhc.org
33610,Tampa Bay,27.9879,-82.6369,19,6,7143,NMHC/Local Planning,2025,https://www.nmhc.org
33611,Tampa Bay,27.9889,-82.4287,19,6,7751,NMHC/Local Planning,2025,https://www.nmhc.org
33612,Tampa Bay,28.0964,-82.5693,20,6,8322,NMHC/Local Planning,2025,https://www.nmhc.org
33613,Tampa Bay,28.075,-82.6132,21,6,9756,NMHC/Local Planning,2025,https://www.nmhc.org
33614,Tampa Bay,28.0243,-82.5429,15,6,7909,NMHC/Local Planning,2025,https://www.nmhc.org
33615,Tampa Bay,27.8632,-82.5799,20,6,9894,NMHC/Local Planning,2025,https://www.nmhc.org
33616,Tampa Bay,27.8793,-82.5428,16,6,7646,NMHC/Local Planning,2025,https://www.nmhc.org
33617,Tampa Bay,27.8741,-82.3869,20,6,7504,NMHC/Local Planning,2025,https://www.nmhc.org
33618,Tampa Bay,27.9153,-82.3565,16,6,9177,NMHC/Local Planning,2025,https://www.nmhc.org
33619,Tampa Bay,27.8973,-82.377,19,6,7471,NMHC/Local Planning,2025,https://www.nmhc.org
33620,Tampa Bay,28.0208,-82.4247,18,6,9153,NMHC/Local Planning,2025,https://www.nmhc.org
33621,Tampa Bay,27.9501,-82.3987,17,6,9679,NMHC/Local Planning,2025,https://www.nmhc.org
33622,Tampa Bay,27.9814,-82.6047,19,6,9518,NMHC/Local Planning,2025,https://www.nmhc.org
33623,Tampa Bay,27.9174,-82.5239,15,6,7195,NMHC/Local Planning,2025,https://www.nmhc.org
33624,Tampa Bay,27.9226,-82.369,18,6,9696,NMHC/Local Planning,2025,https://www.nmhc.org
33625,Tampa Bay,27.9608,-82.6035,15,6,7662,NMHC/Local Planning,2025,https://www.nmhc.org
33626,Tampa Bay,27.8313,-82.5546,18,6,8035,NMHC/Local Planning,2025,https://www.nmhc.org
33627,Tampa Bay,27.8189,-82.5018,18,6,9515,NMHC/Local Planning,2025,https://www.nmhc.org
33628,Tampa Bay,27.9677,-82.3873,20,6,8368,NMHC/Local Planning,2025,https://www.nmhc.org
33629,Tampa Bay,27.8192,-82.4463,14,6,8492,NMHC/Local Planning,2025,https://www.nmhc.org
33630,Tampa Bay,28.0678,-82.4595,15,6,7427,NMHC/Local Planning,2025,https://www.nmhc.org
33631,Tampa Bay,27.8376,-82.6007,18,6,7110,NMHC/Local Planning,2025,https://www.nmhc.org
33632,Tampa Bay,27.8238,-82.5809,20,6,8613,NMHC/Local Planning,2025,https://www.nmhc.org
33633,Tampa Bay,27.9445,-82.5952,19,6,8955,NMHC/Local Planning,2025,https://www.nmhc.org
33634,Tampa Bay,27.8879,-82.389,15,6,7846,NMHC/Local Planning,2025,https://www.nmhc.org
33635,Tampa Bay,27.9175,-82.3407,15,6,8174,NMHC/Local Planning,2025,https://www.nmhc.org
33636,Tampa Bay,27.867,-82.5172,15,6,8928,NMHC/Local Planning,2025,https://www.nmhc.org
33637,Tampa Bay,27.8428,-82.4047,18,6,7484,NMHC/Local Planning,2025,https://www.nmhc.org
33638,Tampa Bay,27.8969,-82.5837,18,6,9084,NMHC/Local Planning,2025,https://www.nmhc.org
33639,Tampa Bay,27.8519,-82.4583,17,6,7259,NMHC/Local Planning,2025,https://www.nmhc.org
33640,Tampa Bay,27.819,-82.3059,18,6,7185,NMHC/Local Planning,2025,https://www.nmhc.org
70112,New Orleans,30.0007,-90.0178,20,4,7771,NMHC/Local Planning,2025,https://www.nmhc.org
70113,New Orleans,29.9955,-90.2026,14,4,8277,NMHC/Local Planning,2025,https://www.nmhc.org
70114,New Orleans,30.0978,-90.036,17,4,7935,NMHC/Local Planning,2025,https://www.nmhc.org
70115,New Orleans,30.0186,-89.901,19,4,7199,NMHC/Local Planning,2025,https://www.nmhc.org
70116,New Orleans,30.0939,-90.0688,17,4,9121,NMHC/Local Planning,2025,https://www.nmhc.org
70117,New Orleans,30.0938,-89.9313,14,4,9701,NMHC/Local Planning,2025,https://www.nmhc.org
70118,New Orleans,29.8235,-90.0269,18,4,7431,NMHC/Local Planning,2025,https://www.nmhc.org
70119,New Orleans,29.9,-90.1187,18,4,8712,NMHC/Local Planning,2025,https://www.nmhc.org
70120,New Orleans,30.0111,-89.9881,20,4,8989,NMHC/Local Planning,2025,https://www.nmhc.org
70121,New Orleans,29.8391,-89.9342,17,4,9699,NMHC/Local Planning,2025,https://www.nmhc.org
70122,New Orleans,29.962,-90.212,17,4,9449,NMHC/Local Planning,2025,https://www.nmhc.org
70123,New Orleans,29.8127,-90.0026,15,4,10025,NMHC/Local Planning,2025,https://www.nmhc.org
70124,New Orleans,29.9329,-90.072,20,4,9103,NMHC/Local Planning,2025,https://www.nmhc.org
70125,New Orleans,29.8626,-90.0181,19,4,7297,NMHC/Local Planning,2025,https://www.nmhc.org
70126,New Orleans,29.9915,-90.0393,15,4,7947,NMHC/Local Planning,2025,https://www.nmhc.org
70127,New Orleans,29.8438,-90.215,18,4,8519,NMHC/Local Planning,2025,https://www.nmhc.org
70128,New Orleans,29.8668,-90.1334,14,4,7806,NMHC/Local Planning,2025,https://www.nmhc.org
70129,New Orleans,29.8485,-89.896,18,4,9250,NMHC/Local Planning,2025,https://www.nmhc.org
70130,New Orleans,29.8377,-89.9451,17,4,7457,NMHC/Local Planning,2025,https://www.nmhc.org
70131,New Orleans,30.0326,-90.1951,20,4,8783,NMHC/Local Planning,2025,https://www.nmhc.org
70132,New Orleans,30.0371,-90.2343,14,4,8849,NMHC/Local Planning,2025,https://www.nmhc.org
70133,New Orleans,29.968,-89.9595,17,4,9997,NMHC/Local Planning,2025,https://www.nmhc.org
70134,New Orleans,29.8787,-89.9503,17,4,7026,NMHC/Local Planning,2025,https://www.nmhc.org
70135,New Orleans,30.016,-90.1856,16,4,7435,NMHC/Local Planning,2025,https://www.nmhc.org
70136,New Orleans,29.9351,-89.9513,20,4,8310,NMHC/Local Planning,2025,https://www.nmhc.org
23220,Richmond,37.4159,-77.5995,21,6,9029,NMHC/Local Planning,2025,https://www.nmhc.org
23221,Richmond,37.6849,-77.4639,17,6,7408,NMHC/Local Planning,2025,https://www.nmhc.org
23222,Richmond,37.4054,-77.4226,17,6,6992,NMHC/Local Planning,2025,https://www.nmhc.org
23223,Richmond,37.4967,-77.585,16,6,9117,NMHC/Local Planning,2025,https://www.nmhc.org
23224,Richmond,37.5448,-77.5774,20,6,9050,NMHC/Local Planning,2025,https://www.nmhc.org
23225,Richmond,37.4723,-77.4837,17,6,9377,NMHC/Local Planning,2025,https://www.nmhc.org
23226,Richmond,37.6595,-77.4309,15,6,8557,NMHC/Local Planning,2025,https://www.nmhc.org
23227,Richmond,37.4189,-77.5338,16,6,8646,NMHC/Local Planning,2025,https://www.nmhc.org
23228,Richmond,37.5328,-77.4454,19,6,8808,NMHC/Local Planning,2025,https://www.nmhc.org
23229,Richmond,37.526,-77.5971,17,6,8762,NMHC/Local Planning,2025,https://www.nmhc.org
23230,Richmond,37.5885,-77.5539,14,6,8514,NMHC/Local Planning,2025,https://www.nmhc.org
23231,Richmond,37.5199,-77.5093,21,6,7200,NMHC/Local Planning,2025,https://www.nmhc.org
23232,Richmond,37.4466,-77.5103,19,6,7873,NMHC/Local Planning,2025,https://www.nmhc.org
23233,Richmond,37.4853,-77.4535,17,6,9631,NMHC/Local Planning,2025,https://www.nmhc.org
23234,Richmond,37.6252,-77.5046,19,6,7265,NMHC/Local Planning,2025,https://www.nmhc.org
23235,Richmond,37.4086,-77.3644,20,6,7470,NMHC/Local Planning,2025,https://www.nmhc.org
23236,Richmond,37.4421,-77.4001,17,6,9745,NMHC/Local Planning,2025,https://www.nmhc.org
23237,Richmond,37.6444,-77.5962,18,6,9142,NMHC/Local Planning,2025,https://www.nmhc.org
23238,Richmond,37.5241,-77.3425,19,6,9913,NMHC/Local Planning,2025,https://www.nmhc.org
23239,Richmond,37.6458,-77.611,21,6,8145,NMHC/Local Planning,2025,https://www.nmhc.org
23240,Richmond,37.5877,-77.2828,17,6,8809,NMHC/Local Planning,2025,https://www.nmhc.org
23241,Richmond,37.5335,-77.3148,15,6,8581,NMHC/Local Planning,2025,https://www.nmhc.org
23242,Richmond,37.618,-77.5881,20,6,9045,NMHC/Local Planning,2025,https://www.nmhc.org
23243,Richmond,37.6746,-77.4299,15,6,9627,NMHC/Local Planning,2025,https://www.nmhc.org
23244,Richmond,37.4129,-77.5491,18,6,9609,NMHC/Local Planning,2025,https://www.nmhc.org
35201,Birmingham,33.4901,-86.7203,17,4,7074,NMHC/Local Planning,2025,https://www.nmhc.org
35202,Birmingham,33.3741,-86.8958,16,4,9806,NMHC/Local Planning,2025,https://www.nmhc.org
35203,Birmingham,33.456,-86.7176,17,4,9821,NMHC/Local Planning,2025,https://www.nmhc.org
35204,Birmingham,33.4961,-86.9773,15,4,7095,NMHC/Local Planning,2025,https://www.nmhc.org
35205,Birmingham,33.6097,-86.9059,16,4,8838,NMHC/Local Planning,2025,https://www.nmhc.org
35206,Birmingham,33.5145,-86.707,16,4,7549,NMHC/Local Planning,2025,https://www.nmhc.org
35207,Birmingham,33.6256,-86.8317,16,4,8823,NMHC/Local Planning,2025,https://www.nmhc.org
35208,Birmingham,33.5024,-86.9896,18,4,9344,NMHC/Local Planning,2025,https://www.nmhc.org
35209,Birmingham,33.5363,-86.6368,19,4,8284,NMHC/Local Planning,2025,https://www.nmhc.org
35210,Birmingham,33.5389,-86.7826,18,4,9998,NMHC/Local Planning,2025,https://www.nmhc.org
35211,Birmingham,33.3983,-86.887,20,4,9367,NMHC/Local Planning,2025,https://www.nmhc.org
35212,Birmingham,33.4121,-86.9251,19,4,7309,NMHC/Local Planning,2025,https://www.nmhc.org
35213,Birmingham,33.5525,-86.756,16,4,9115,NMHC/Local Planning,2025,https://www.nmhc.org
35214,Birmingham,33.6606,-86.8263,17,4,9776,NMHC/Local Planning,2025,https://www.nmhc.org
35215,Birmingham,33.4282,-86.7244,18,4,8637,NMHC/Local Planning,2025,https://www.nmhc.org
35216,Birmingham,33.4336,-86.7062,15,4,7373,NMHC/Local Planning,2025,https://www.nmhc.org
35217,Birmingham,33.6403,-86.6336,17,4,8287,NMHC/Local Planning,2025,https://www.nmhc.org
35218,Birmingham,33.3932,-86.7566,20,4,7077,NMHC/Local Planning,2025,https://www.nmhc.org
35219,Birmingham,33.5263,-86.9559,16,4,8676,NMHC/Local Planning,2025,https://www.nmhc.org
35220,Birmingham,33.4906,-86.97,19,4,9802,NMHC/Local Planning,2025,https://www.nmhc.org
35221,Birmingham,33.5274,-86.9599,15,4,7760,NMHC/Local Planning,2025,https://www.nmhc.org
35222,Birmingham,33.3758,-86.956,19,4,9375,NMHC/Local Planning,2025,https://www.nmhc.org
35223,Birmingham,33.5678,-86.8921,17,4,8545,NMHC/Local Planning,2025,https://www.nmhc.org
35224,Birmingham,33.6499,-86.6487,21,4,9411,NMHC/Local Planning,2025,https://www.nmhc.org
35225,Birmingham,33.4204,-86.957,15,4,7608,NMHC/Local Planning,2025,https://www.nmhc.org
39201,Jackson,32.2271,-90.2321,17,4,8459,NMHC/Local Planning,2025,https://www.nmhc.org
39202,Jackson,32.1528,-90.3527,20,4,7817,NMHC/Local Planning,2025,https://www.nmhc.org
39203,Jackson,32.1656,-90.2184,18,4,8577,NMHC/Local Planning,2025,https://www.nmhc.org
39204,Jackson,32.2514,-90.3531,14,4,7889,NMHC/Local Planning,2025,https://www.nmhc.org
39205,Jackson,32.1709,-90.3045,17,4,8141,NMHC/Local Planning,2025,https://www.nmhc.org
39206,Jackson,32.2849,-90.3222,19,4,9031,NMHC/Local Planning,2025,https://www.nmhc.org
39207,Jackson,32.2956,-90.2128,17,4,9690,NMHC/Local Planning,2025,https://www.nmhc.org
39208,Jackson,32.2655,-90.2881,18,4,8743,NMHC/Local Planning,2025,https://www.nmhc.org
39209,Jackson,32.1819,-90.1096,15,4,8143,NMHC/Local Planning,2025,https://www.nmhc.org
39210,Jackson,32.1713,-90.305,17,4,9985,NMHC/Local Planning,2025,https://www.nmhc.org
39211,Jackson,32.4482,-90.2347,15,4,7869,NMHC/Local Planning,2025,https://www.nmhc.org
39212,Jackson,32.296,-90.2763,17,4,7751,NMHC/Local Planning,2025,https://www.nmhc.org
39213,Jackson,32.1967,-90.2215,19,4,9817,NMHC/Local Planning,2025,https://www.nmhc.org
39214,Jackson,32.3854,-90.3628,15,4,7105,NMHC/Local Planning,2025,https://www.nmhc.org
39215,Jackson,32.3652,-90.304,15,4,8167,NMHC/Local Planning,2025,https://www.nmhc.org
72201,Little Rock,34.7682,-92.3894,19,4,8386,NMHC/Local Planning,2025,https://www.nmhc.org
72202,Little Rock,34.7976,-92.1628,16,4,7277,NMHC/Local Planning,2025,https://www.nmhc.org
72203,Little Rock,34.6219,-92.3923,18,4,7727,NMHC/Local Planning,2025,https://www.nmhc.org
72204,Little Rock,34.7488,-92.4652,18,4,7323,NMHC/Local Planning,2025,https://www.nmhc.org
