zip_code,metro,lat,lng,units_under_construction,units_delivering_12mo,pct_affordable,data_source,as_of_date,source_url
95821,Sacramento,38.6919,-121.4002,302,258,10.63,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95822,Sacramento,38.4626,-121.3907,382,194,11.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95823,Sacramento,38.5487,-121.4317,321,214,10.54,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95824,Sacramento,38.6269,-121.4565,300,196,13.58,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95825,Sacramento,38.7213,-121.4743,402,209,13.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95826,Sacramento,38.5565,-121.4319,397,245,11.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95827,Sacramento,38.4517,-121.6387,322,266,13.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95828,Sacramento,38.4366,-121.5179,355,219,11.56,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95829,Sacramento,38.6534,-121.3376,331,248,11.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
95830,Sacramento,38.5922,-121.3149,384,197,11.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64101,Kansas City,38.969,-94.4333,262,214,13.13,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64102,Kansas City,39.0462,-94.4435,316,254,12.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64103,Kansas City,39.0029,-94.7421,356,251,13.12,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64104,Kansas City,39.0096,-94.4265,272,187,12.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64105,Kansas City,39.1862,-94.4403,355,180,14.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64106,Kansas City,39.2317,-94.7505,360,217,13.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64107,Kansas City,39.0568,-94.6538,334,222,13.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64108,Kansas City,38.9743,-94.7185,371,244,13.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64109,Kansas City,39.1963,-94.4661,325,200,13.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64110,Kansas City,39.1656,-94.5876,345,186,11.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64111,Kansas City,39.0758,-94.6524,272,198,12.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64112,Kansas City,39.2113,-94.4348,325,202,12.8,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64113,Kansas City,39.2336,-94.6566,350,217,13.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64114,Kansas City,39.0123,-94.4802,373,193,10.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64115,Kansas City,39.1903,-94.5881,373,241,14.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64116,Kansas City,39.1881,-94.5895,367,188,14.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64117,Kansas City,39.123,-94.6753,314,206,14.58,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64118,Kansas City,39.2085,-94.6533,364,207,10.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64119,Kansas City,39.2263,-94.6758,265,246,10.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64120,Kansas City,38.9944,-94.5759,375,221,11.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64121,Kansas City,39.2193,-94.5736,269,227,12.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64122,Kansas City,39.0791,-94.4067,301,220,12.57,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64123,Kansas City,39.0617,-94.6968,268,220,12.59,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64124,Kansas City,39.229,-94.5116,332,204,10.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64125,Kansas City,39.1423,-94.4428,359,184,10.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64126,Kansas City,39.1737,-94.4544,370,179,10.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64127,Kansas City,38.9591,-94.6261,334,239,10.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64128,Kansas City,39.1564,-94.6735,314,241,10.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64129,Kansas City,38.9953,-94.6705,357,220,10.51,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
64130,Kansas City,39.2402,-94.4648,276,209,12.46,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30301,Atlanta,33.6469,-84.4303,1321,934,10.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30302,Atlanta,33.7843,-84.5077,1306,851,14.63,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30303,Atlanta,33.8691,-84.2169,1140,717,14.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30304,Atlanta,33.6691,-84.3432,1209,724,10.58,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30305,Atlanta,33.6405,-84.5007,1189,886,11.86,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30306,Atlanta,33.6416,-84.261,1030,943,10.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30307,Atlanta,33.6855,-84.3346,1058,790,14.24,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30308,Atlanta,33.6175,-84.5153,1342,921,13.9,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30309,Atlanta,33.8503,-84.3847,1263,945,14.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30310,Atlanta,33.6767,-84.3137,1265,822,14.62,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30311,Atlanta,33.8121,-84.4768,1013,697,13.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30312,Atlanta,33.7825,-84.4446,1075,886,14.07,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30313,Atlanta,33.7139,-84.3013,1360,870,13.79,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30314,Atlanta,33.829,-84.2776,999,910,14.24,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30315,Atlanta,33.6185,-84.2108,1161,859,11.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30316,Atlanta,33.679,-84.4161,1422,929,10.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30317,Atlanta,33.7681,-84.2439,1110,891,13.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30318,Atlanta,33.7312,-84.4282,1194,691,12.12,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30319,Atlanta,33.6901,-84.3939,1057,881,11.18,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30320,Atlanta,33.8346,-84.2937,1009,739,14.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30321,Atlanta,33.7097,-84.5555,1044,832,14.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30322,Atlanta,33.8129,-84.3516,1395,969,12.8,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30323,Atlanta,33.85,-84.5186,1061,857,13.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30324,Atlanta,33.8471,-84.2499,1398,788,14.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30325,Atlanta,33.7929,-84.5162,1319,937,12.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30326,Atlanta,33.7343,-84.4713,1072,754,11.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30327,Atlanta,33.8831,-84.3554,1354,856,11.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30328,Atlanta,33.6154,-84.4774,1252,760,14.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30329,Atlanta,33.8191,-84.3446,1332,889,11.19,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30330,Atlanta,33.812,-84.3085,1293,723,12.11,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30331,Atlanta,33.6354,-84.2173,1420,840,10.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30332,Atlanta,33.7829,-84.5458,1043,931,12.09,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30333,Atlanta,33.8461,-84.2304,1246,807,14.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30334,Atlanta,33.7964,-84.4668,1390,761,10.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30335,Atlanta,33.857,-84.2456,1237,734,12.47,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30336,Atlanta,33.7576,-84.2388,1389,852,11.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30337,Atlanta,33.7821,-84.5509,1384,858,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30338,Atlanta,33.7561,-84.4666,1295,923,12.58,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30339,Atlanta,33.8044,-84.301,1000,774,13.76,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30340,Atlanta,33.6427,-84.5585,1291,831,13.14,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30341,Atlanta,33.7157,-84.3463,1229,697,13.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30342,Atlanta,33.8401,-84.2498,1263,799,11.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30343,Atlanta,33.8916,-84.4861,1004,782,12.81,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30344,Atlanta,33.6707,-84.5146,1227,859,11.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30345,Atlanta,33.6784,-84.2327,1223,744,12.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30346,Atlanta,33.8724,-84.4921,1428,839,11.76,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30347,Atlanta,33.7646,-84.4745,1341,902,13.46,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30348,Atlanta,33.7457,-84.2163,1408,783,13.38,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30349,Atlanta,33.6097,-84.5652,1400,957,12.02,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
30350,Atlanta,33.7522,-84.4205,1374,850,12.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68101,Omaha,41.2361,-96.0665,220,145,11.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68102,Omaha,41.1386,-95.8628,191,161,13.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68103,Omaha,41.3973,-96.0745,254,150,14.56,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68104,Omaha,41.3093,-95.9123,226,133,13.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68105,Omaha,41.2773,-95.8126,233,178,11.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68106,Omaha,41.3644,-95.8281,241,141,10.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68107,Omaha,41.3361,-96.0439,211,172,14.21,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68108,Omaha,41.2045,-95.8951,247,139,12.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68109,Omaha,41.1369,-95.8479,234,132,10.36,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68110,Omaha,41.2698,-95.8211,214,160,11.73,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68111,Omaha,41.2656,-95.993,218,135,13.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68112,Omaha,41.2546,-95.9994,207,168,10.99,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68113,Omaha,41.2894,-95.9594,233,175,10.34,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68114,Omaha,41.2942,-96.0055,240,157,13.55,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68115,Omaha,41.2873,-95.9191,205,166,11.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68116,Omaha,41.3885,-95.8924,202,158,12.51,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68117,Omaha,41.2679,-96.0172,230,176,12.9,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68118,Omaha,41.3808,-95.8245,203,174,11.53,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68119,Omaha,41.1069,-95.8789,203,158,11.74,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
68120,Omaha,41.3087,-95.9284,201,175,12.95,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27601,Raleigh-Durham,35.8508,-78.6334,678,433,13.93,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27602,Raleigh-Durham,35.7796,-78.7659,747,454,12.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27603,Raleigh-Durham,35.802,-78.8069,743,600,12.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27604,Raleigh-Durham,35.6392,-78.7836,818,460,12.04,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27605,Raleigh-Durham,35.7972,-78.7508,835,511,11.9,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27606,Raleigh-Durham,35.6972,-78.7052,839,604,13.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27607,Raleigh-Durham,35.7707,-78.6226,699,461,12.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27608,Raleigh-Durham,35.853,-78.5836,842,551,10.4,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27609,Raleigh-Durham,35.8998,-78.7203,754,601,13.46,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27610,Raleigh-Durham,35.8639,-78.5264,726,568,14.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27611,Raleigh-Durham,35.837,-78.6657,702,460,13.55,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27612,Raleigh-Durham,35.8887,-78.7934,852,429,12.08,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27613,Raleigh-Durham,35.7799,-78.6616,707,461,11.22,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27614,Raleigh-Durham,35.6692,-78.7297,687,486,12.61,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27615,Raleigh-Durham,35.8889,-78.7542,662,580,11.59,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27616,Raleigh-Durham,35.8911,-78.467,834,470,10.97,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27617,Raleigh-Durham,35.717,-78.4878,712,475,13.54,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27618,Raleigh-Durham,35.7076,-78.5006,774,438,10.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27619,Raleigh-Durham,35.8838,-78.6927,784,596,11.61,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27620,Raleigh-Durham,35.9064,-78.5947,787,610,10.62,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27621,Raleigh-Durham,35.6376,-78.4659,628,443,11.94,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27622,Raleigh-Durham,35.6989,-78.7593,754,429,12.61,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27623,Raleigh-Durham,35.9188,-78.7907,650,440,11.3,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27624,Raleigh-Durham,35.6915,-78.6916,893,602,10.43,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27625,Raleigh-Durham,35.84,-78.7867,896,499,12.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27626,Raleigh-Durham,35.9111,-78.6602,675,521,14.18,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27627,Raleigh-Durham,35.7371,-78.5578,677,478,10.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27628,Raleigh-Durham,35.9139,-78.4949,739,434,11.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27629,Raleigh-Durham,35.7701,-78.6401,687,431,10.41,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27630,Raleigh-Durham,35.6633,-78.5875,760,467,11.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27631,Raleigh-Durham,35.9181,-78.5901,697,599,10.42,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27632,Raleigh-Durham,35.7884,-78.5421,654,531,13.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27633,Raleigh-Durham,35.9076,-78.4736,739,434,12.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27634,Raleigh-Durham,35.8847,-78.7091,900,508,10.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
27635,Raleigh-Durham,35.7174,-78.4605,699,481,11.56,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55401,Minneapolis,45.0901,-93.4362,366,287,14.63,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55402,Minneapolis,44.9461,-93.3549,449,330,12.37,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55403,Minneapolis,44.9389,-93.2056,397,257,14.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55404,Minneapolis,44.9838,-93.1439,374,319,11.49,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55405,Minneapolis,45.0293,-93.1425,362,264,14.74,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55406,Minneapolis,44.8357,-93.1993,473,319,11.98,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55407,Minneapolis,45.0536,-93.2202,398,337,10.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55408,Minneapolis,44.8572,-93.3421,371,280,12.25,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55409,Minneapolis,44.8772,-93.3331,420,290,14.57,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55410,Minneapolis,45.1116,-93.382,389,345,12.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55411,Minneapolis,44.9096,-93.239,441,317,11.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55412,Minneapolis,44.8889,-93.323,365,242,10.45,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55413,Minneapolis,44.8421,-93.3285,474,319,14.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55414,Minneapolis,44.8698,-93.3194,397,251,10.29,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55415,Minneapolis,44.9872,-93.3829,486,308,13.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55416,Minneapolis,44.8801,-93.0865,477,253,13.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55417,Minneapolis,44.9709,-93.2924,416,333,10.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55418,Minneapolis,45.1121,-93.1039,364,327,12.72,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55419,Minneapolis,44.87,-93.3642,422,295,12.63,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55420,Minneapolis,44.9393,-93.1102,435,313,11.44,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55421,Minneapolis,45.0844,-93.1116,465,317,11.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55422,Minneapolis,44.912,-93.3073,425,248,10.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55423,Minneapolis,44.9847,-93.1845,461,273,11.58,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55424,Minneapolis,44.96,-93.2417,432,313,13.89,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55425,Minneapolis,44.8654,-93.1232,442,246,11.92,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55426,Minneapolis,45.0066,-93.4325,387,321,13.87,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55427,Minneapolis,44.9101,-93.3012,366,268,13.27,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55428,Minneapolis,45.0968,-93.4219,356,301,14.48,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55429,Minneapolis,45.12,-93.2742,485,275,12.12,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
55430,Minneapolis,45.038,-93.1797,454,288,11.65,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33601,Tampa Bay,27.9986,-82.5116,794,582,12.68,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33602,Tampa Bay,27.9669,-82.4874,962,576,11.61,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33603,Tampa Bay,27.9849,-82.3721,779,558,13.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33604,Tampa Bay,27.8212,-82.284,825,569,13.61,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33605,Tampa Bay,27.8902,-82.5817,919,567,12.71,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33606,Tampa Bay,27.9975,-82.5008,856,539,12.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33607,Tampa Bay,27.8167,-82.4116,971,669,12.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33608,Tampa Bay,28.0567,-82.4245,710,535,12.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33609,Tampa Bay,28.0279,-82.4925,916,600,10.51,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33610,Tampa Bay,27.9879,-82.6369,813,560,11.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33611,Tampa Bay,27.9889,-82.4287,778,595,12.18,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33612,Tampa Bay,28.0964,-82.5693,895,506,13.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33613,Tampa Bay,28.075,-82.6132,826,470,14.13,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33614,Tampa Bay,28.0243,-82.5429,807,470,13.28,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33615,Tampa Bay,27.8632,-82.5799,902,641,12.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33616,Tampa Bay,27.8793,-82.5428,852,478,12.3,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33617,Tampa Bay,27.8741,-82.3869,844,637,11.17,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33618,Tampa Bay,27.9153,-82.3565,744,553,12.12,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33619,Tampa Bay,27.8973,-82.377,830,498,12.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33620,Tampa Bay,28.0208,-82.4247,744,663,13.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33621,Tampa Bay,27.9501,-82.3987,852,515,12.19,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33622,Tampa Bay,27.9814,-82.6047,765,665,12.51,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33623,Tampa Bay,27.9174,-82.5239,824,608,11.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33624,Tampa Bay,27.9226,-82.369,733,577,13.33,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33625,Tampa Bay,27.9608,-82.6035,895,655,11.76,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33626,Tampa Bay,27.8313,-82.5546,773,644,10.88,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33627,Tampa Bay,27.8189,-82.5018,844,617,12.51,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33628,Tampa Bay,27.9677,-82.3873,903,505,10.69,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33629,Tampa Bay,27.8192,-82.4463,779,611,13.06,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33630,Tampa Bay,28.0678,-82.4595,956,584,14.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33631,Tampa Bay,27.8376,-82.6007,816,589,13.84,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33632,Tampa Bay,27.8238,-82.5809,770,613,12.64,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33633,Tampa Bay,27.9445,-82.5952,881,500,12.0,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33634,Tampa Bay,27.8879,-82.389,730,620,10.59,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33635,Tampa Bay,27.9175,-82.3407,795,595,14.39,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33636,Tampa Bay,27.867,-82.5172,978,477,14.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33637,Tampa Bay,27.8428,-82.4047,706,489,12.19,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33638,Tampa Bay,27.8969,-82.5837,765,497,12.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33639,Tampa Bay,27.8519,-82.4583,938,567,12.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
33640,Tampa Bay,27.819,-82.3059,748,647,11.35,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70112,New Orleans,30.0007,-90.0178,205,159,11.09,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70113,New Orleans,29.9955,-90.2026,212,156,10.91,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70114,New Orleans,30.0978,-90.036,214,165,13.6,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70115,New Orleans,30.0186,-89.901,186,150,11.31,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70116,New Orleans,30.0939,-90.0688,211,125,10.78,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70117,New Orleans,30.0938,-89.9313,175,161,14.26,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70118,New Orleans,29.8235,-90.0269,249,169,11.01,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70119,New Orleans,29.9,-90.1187,205,120,12.79,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70120,New Orleans,30.0111,-89.9881,221,170,11.52,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70121,New Orleans,29.8391,-89.9342,222,147,13.23,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70122,New Orleans,29.962,-90.212,188,129,13.82,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70123,New Orleans,29.8127,-90.0026,176,160,13.4,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70124,New Orleans,29.9329,-90.072,205,130,12.1,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70125,New Orleans,29.8626,-90.0181,205,131,13.83,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70126,New Orleans,29.9915,-90.0393,236,159,12.07,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70127,New Orleans,29.8438,-90.215,246,167,11.86,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
70128,New Orleans,29.8668,-90.1334,194,154,10.67,CoStar/CBRE,2025-Q4,https://www.costar.com/multifamily
