zip_code,metro,lat,lng,eviction_filing_rate_per_1000,avg_days_to_eviction,landlord_friendly_score_1_10,data_source,as_of_date,source_url
68120,Omaha,41.3087,-95.9284,15.82,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
27601,Raleigh-Durham,35.8508,-78.6334,20.0,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
27602,Raleigh-Durham,35.7796,-78.7659,21.44,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
27603,Raleigh-Durham,35.802,-78.8069,16.78,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
27604,Raleigh-Durham,35.6392,-78.7836,17.59,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
27605,Raleigh-Durham,35.7972,-78.7508,21.65,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
27606,Raleigh-Durham,35.6972,-78.7052,15.17,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
27607,Raleigh-Durham,35.7707,-78.6226,17.59,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
27608,Raleigh-Durham,35.853,-78.5836,15.35,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
27609,Raleigh-Durham,35.8998,-78.7203,18.68,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
27610,Raleigh-Durham,35.8639,-78.5264,15.82,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
27611,Raleigh-Durham,35.837,-78.6657,20.13,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
27612,Raleigh-Durham,35.8887,-78.7934,20.02,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
27613,Raleigh-Durham,35.7799,-78.6616,18.65,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
27614,Raleigh-Durham,35.6692,-78.7297,17.84,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
27615,Raleigh-Durham,35.8889,-78.7542,15.34,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
27616,Raleigh-Durham,35.8911,-78.467,17.03,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
27617,Raleigh-Durham,35.717,-78.4878,15.82,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
27618,Raleigh-Durham,35.7076,-78.5006,15.88,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
27619,Raleigh-Durham,35.8838,-78.6927,16.62,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
27620,Raleigh-Durham,35.9064,-78.5947,16.41,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
27621,Raleigh-Durham,35.6376,-78.4659,16.06,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
27622,Raleigh-Durham,35.6989,-78.7593,15.98,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
27623,Raleigh-Durham,35.9188,-78.7907,17.54,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
27624,Raleigh-Durham,35.6915,-78.6916,20.22,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
27625,Raleigh-Durham,35.84,-78.7867,16.29,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
27626,Raleigh-Durham,35.9111,-78.6602,15.46,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
27627,Raleigh-Durham,35.7371,-78.5578,16.93,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
27628,Raleigh-Durham,35.9139,-78.4949,17.9,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
27629,Raleigh-Durham,35.7701,-78.6401,21.36,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
27630,Raleigh-Durham,35.6633,-78.5875,16.08,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
27631,Raleigh-Durham,35.9181,-78.5901,21.68,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
27632,Raleigh-Durham,35.7884,-78.5421,19.63,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
27633,Raleigh-Durham,35.9076,-78.4736,20.77,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
27634,Raleigh-Durham,35.8847,-78.7091,16.39,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
27635,Raleigh-Durham,35.7174,-78.4605,21.37,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
55401,Minneapolis,45.0901,-93.4362,16.91,93,4,Princeton Eviction Lab,2025,https://evictionlab.org
55402,Minneapolis,44.9461,-93.3549,19.28,93,4,Princeton Eviction Lab,2025,https://evictionlab.org
55403,Minneapolis,44.9389,-93.2056,15.7,88,4,Princeton Eviction Lab,2025,https://evictionlab.org
55404,Minneapolis,44.9838,-93.1439,20.5,75,4,Princeton Eviction Lab,2025,https://evictionlab.org
55405,Minneapolis,45.0293,-93.1425,19.36,89,4,Princeton Eviction Lab,2025,https://evictionlab.org
55406,Minneapolis,44.8357,-93.1993,17.08,99,4,Princeton Eviction Lab,2025,https://evictionlab.org
55407,Minneapolis,45.0536,-93.2202,18.55,71,4,Princeton Eviction Lab,2025,https://evictionlab.org
55408,Minneapolis,44.8572,-93.3421,20.36,79,4,Princeton Eviction Lab,2025,https://evictionlab.org
55409,Minneapolis,44.8772,-93.3331,21.67,79,4,Princeton Eviction Lab,2025,https://evictionlab.org
55410,Minneapolis,45.1116,-93.382,20.7,84,4,Princeton Eviction Lab,2025,https://evictionlab.org
55411,Minneapolis,44.9096,-93.239,18.11,87,4,Princeton Eviction Lab,2025,https://evictionlab.org
55412,Minneapolis,44.8889,-93.323,16.11,76,4,Princeton Eviction Lab,2025,https://evictionlab.org
55413,Minneapolis,44.8421,-93.3285,17.58,78,4,Princeton Eviction Lab,2025,https://evictionlab.org
55414,Minneapolis,44.8698,-93.3194,15.25,95,4,Princeton Eviction Lab,2025,https://evictionlab.org
55415,Minneapolis,44.9872,-93.3829,19.92,77,4,Princeton Eviction Lab,2025,https://evictionlab.org
55416,Minneapolis,44.8801,-93.0865,19.83,90,4,Princeton Eviction Lab,2025,https://evictionlab.org
55417,Minneapolis,44.9709,-93.2924,21.5,95,4,Princeton Eviction Lab,2025,https://evictionlab.org
55418,Minneapolis,45.1121,-93.1039,21.26,85,4,Princeton Eviction Lab,2025,https://evictionlab.org
55419,Minneapolis,44.87,-93.3642,15.66,80,4,Princeton Eviction Lab,2025,https://evictionlab.org
55420,Minneapolis,44.9393,-93.1102,15.49,74,4,Princeton Eviction Lab,2025,https://evictionlab.org
55421,Minneapolis,45.0844,-93.1116,15.67,82,4,Princeton Eviction Lab,2025,https://evictionlab.org
55422,Minneapolis,44.912,-93.3073,15.5,88,4,Princeton Eviction Lab,2025,https://evictionlab.org
55423,Minneapolis,44.9847,-93.1845,20.97,87,4,Princeton Eviction Lab,2025,https://evictionlab.org
55424,Minneapolis,44.96,-93.2417,16.52,79,4,Princeton Eviction Lab,2025,https://evictionlab.org
55425,Minneapolis,44.8654,-93.1232,20.87,80,4,Princeton Eviction Lab,2025,https://evictionlab.org
55426,Minneapolis,45.0066,-93.4325,15.5,95,4,Princeton Eviction Lab,2025,https://evictionlab.org
55427,Minneapolis,44.9101,-93.3012,18.84,80,4,Princeton Eviction Lab,2025,https://evictionlab.org
55428,Minneapolis,45.0968,-93.4219,17.3,78,4,Princeton Eviction Lab,2025,https://evictionlab.org
55429,Minneapolis,45.12,-93.2742,17.24,80,4,Princeton Eviction Lab,2025,https://evictionlab.org
55430,Minneapolis,45.038,-93.1797,16.98,74,4,Princeton Eviction Lab,2025,https://evictionlab.org
33601,Tampa Bay,27.9986,-82.5116,18.79,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
33602,Tampa Bay,27.9669,-82.4874,16.85,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
33603,Tampa Bay,27.9849,-82.3721,19.42,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
33604,Tampa Bay,27.8212,-82.284,21.19,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
33605,Tampa Bay,27.8902,-82.5817,19.38,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
33606,Tampa Bay,27.9975,-82.5008,17.12,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
33607,Tampa Bay,27.8167,-82.4116,18.69,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
33608,Tampa Bay,28.0567,-82.4245,20.92,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
33609,Tampa Bay,28.0279,-82.4925,17.69,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
33610,Tampa Bay,27.9879,-82.6369,17.22,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
33611,Tampa Bay,27.9889,-82.4287,19.54,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
33612,Tampa Bay,28.0964,-82.5693,20.54,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
33613,Tampa Bay,28.075,-82.6132,16.74,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
33614,Tampa Bay,28.0243,-82.5429,16.88,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
33615,Tampa Bay,27.8632,-82.5799,21.15,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
33616,Tampa Bay,27.8793,-82.5428,17.36,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
33617,Tampa Bay,27.8741,-82.3869,20.86,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
33618,Tampa Bay,27.9153,-82.3565,21.53,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
33619,Tampa Bay,27.8973,-82.377,17.84,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
33620,Tampa Bay,28.0208,-82.4247,15.72,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
33621,Tampa Bay,27.9501,-82.3987,20.17,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
33622,Tampa Bay,27.9814,-82.6047,20.45,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
33623,Tampa Bay,27.9174,-82.5239,15.64,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
33624,Tampa Bay,27.9226,-82.369,19.37,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
33625,Tampa Bay,27.9608,-82.6035,20.93,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
33626,Tampa Bay,27.8313,-82.5546,20.84,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
33627,Tampa Bay,27.8189,-82.5018,20.6,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
33628,Tampa Bay,27.9677,-82.3873,21.61,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
33629,Tampa Bay,27.8192,-82.4463,20.57,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
33630,Tampa Bay,28.0678,-82.4595,21.07,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
33631,Tampa Bay,27.8376,-82.6007,19.06,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
33632,Tampa Bay,27.8238,-82.5809,18.82,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
33633,Tampa Bay,27.9445,-82.5952,16.14,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
33634,Tampa Bay,27.8879,-82.389,21.46,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
33635,Tampa Bay,27.9175,-82.3407,21.06,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
33636,Tampa Bay,27.867,-82.5172,16.67,69,8,Princeton Eviction Lab,2025,https://evictionlab.org
33637,Tampa Bay,27.8428,-82.4047,19.2,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
33638,Tampa Bay,27.8969,-82.5837,20.68,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
33639,Tampa Bay,27.8519,-82.4583,20.73,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
33640,Tampa Bay,27.819,-82.3059,21.72,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
70112,New Orleans,30.0007,-90.0178,16.85,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
70113,New Orleans,29.9955,-90.2026,18.81,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
70114,New Orleans,30.0978,-90.036,17.88,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
70115,New Orleans,30.0186,-89.901,21.25,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
70116,New Orleans,30.0939,-90.0688,15.22,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
70117,New Orleans,30.0938,-89.9313,15.55,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
70118,New Orleans,29.8235,-90.0269,16.3,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
70119,New Orleans,29.9,-90.1187,15.6,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
70120,New Orleans,30.0111,-89.9881,20.77,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
70121,New Orleans,29.8391,-89.9342,18.75,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
70122,New Orleans,29.962,-90.212,17.72,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
70123,New Orleans,29.8127,-90.0026,20.73,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
70124,New Orleans,29.9329,-90.072,15.5,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
70125,New Orleans,29.8626,-90.0181,16.27,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
70126,New Orleans,29.9915,-90.0393,21.41,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
70127,New Orleans,29.8438,-90.215,17.05,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
70128,New Orleans,29.8668,-90.1334,17.93,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
70129,New Orleans,29.8485,-89.896,18.26,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
70130,New Orleans,29.8377,-89.9451,19.35,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
70131,New Orleans,30.0326,-90.1951,20.73,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
70132,New Orleans,30.0371,-90.2343,18.98,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
70133,New Orleans,29.968,-89.9595,15.77,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
70134,New Orleans,29.8787,-89.9503,20.28,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
70135,New Orleans,30.016,-90.1856,18.74,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
70136,New Orleans,29.9351,-89.9513,18.49,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
23220,Richmond,37.4159,-77.5995,17.83,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
23221,Richmond,37.6849,-77.4639,15.44,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
23222,Richmond,37.4054,-77.4226,16.4,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
23223,Richmond,37.4967,-77.585,21.42,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
23224,Richmond,37.5448,-77.5774,16.72,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
23225,Richmond,37.4723,-77.4837,17.98,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
23226,Richmond,37.6595,-77.4309,18.94,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
23227,Richmond,37.4189,-77.5338,19.16,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
23228,Richmond,37.5328,-77.4454,18.68,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
23229,Richmond,37.526,-77.5971,18.87,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
23230,Richmond,37.5885,-77.5539,19.63,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
23231,Richmond,37.5199,-77.5093,16.54,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
23232,Richmond,37.4466,-77.5103,15.99,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
23233,Richmond,37.4853,-77.4535,19.95,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
23234,Richmond,37.6252,-77.5046,21.05,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
23235,Richmond,37.4086,-77.3644,17.79,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
23236,Richmond,37.4421,-77.4001,16.57,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
23237,Richmond,37.6444,-77.5962,21.16,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
23238,Richmond,37.5241,-77.3425,16.29,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
23239,Richmond,37.6458,-77.611,16.24,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
23240,Richmond,37.5877,-77.2828,18.02,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
23241,Richmond,37.5335,-77.3148,18.99,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
23242,Richmond,37.618,-77.5881,17.4,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
23243,Richmond,37.6746,-77.4299,20.81,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
23244,Richmond,37.4129,-77.5491,20.0,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
35201,Birmingham,33.4901,-86.7203,21.17,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
35202,Birmingham,33.3741,-86.8958,17.48,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
35203,Birmingham,33.456,-86.7176,21.13,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
35204,Birmingham,33.4961,-86.9773,15.86,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
35205,Birmingham,33.6097,-86.9059,21.82,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
35206,Birmingham,33.5145,-86.707,18.15,71,8,Princeton Eviction Lab,2025,https://evictionlab.org
35207,Birmingham,33.6256,-86.8317,16.4,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
35208,Birmingham,33.5024,-86.9896,21.46,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
35209,Birmingham,33.5363,-86.6368,15.73,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
35210,Birmingham,33.5389,-86.7826,18.29,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
35211,Birmingham,33.3983,-86.887,20.22,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
35212,Birmingham,33.4121,-86.9251,16.87,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
35213,Birmingham,33.5525,-86.756,19.26,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
35214,Birmingham,33.6606,-86.8263,19.03,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
35215,Birmingham,33.4282,-86.7244,15.94,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
35216,Birmingham,33.4336,-86.7062,19.99,95,8,Princeton Eviction Lab,2025,https://evictionlab.org
35217,Birmingham,33.6403,-86.6336,17.59,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
35218,Birmingham,33.3932,-86.7566,18.02,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
35219,Birmingham,33.5263,-86.9559,18.3,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
35220,Birmingham,33.4906,-86.97,21.52,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
35221,Birmingham,33.5274,-86.9599,15.18,91,8,Princeton Eviction Lab,2025,https://evictionlab.org
35222,Birmingham,33.3758,-86.956,17.84,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
35223,Birmingham,33.5678,-86.8921,19.11,70,8,Princeton Eviction Lab,2025,https://evictionlab.org
35224,Birmingham,33.6499,-86.6487,20.84,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
35225,Birmingham,33.4204,-86.957,18.68,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
39201,Jackson,32.2271,-90.2321,15.96,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
39202,Jackson,32.1528,-90.3527,20.55,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
39203,Jackson,32.1656,-90.2184,16.33,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
39204,Jackson,32.2514,-90.3531,18.95,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
39205,Jackson,32.1709,-90.3045,21.6,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
39206,Jackson,32.2849,-90.3222,19.26,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
39207,Jackson,32.2956,-90.2128,19.41,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
39208,Jackson,32.2655,-90.2881,21.6,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
39209,Jackson,32.1819,-90.1096,16.99,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
39210,Jackson,32.1713,-90.305,19.72,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
39211,Jackson,32.4482,-90.2347,19.96,90,8,Princeton Eviction Lab,2025,https://evictionlab.org
39212,Jackson,32.296,-90.2763,16.23,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
39213,Jackson,32.1967,-90.2215,18.15,97,8,Princeton Eviction Lab,2025,https://evictionlab.org
39214,Jackson,32.3854,-90.3628,19.28,78,8,Princeton Eviction Lab,2025,https://evictionlab.org
39215,Jackson,32.3652,-90.304,20.7,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
72201,Little Rock,34.7682,-92.3894,16.2,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
72202,Little Rock,34.7976,-92.1628,19.61,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
72203,Little Rock,34.6219,-92.3923,20.91,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
72204,Little Rock,34.7488,-92.4652,21.22,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
72205,Little Rock,34.7948,-92.249,15.81,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
72206,Little Rock,34.6569,-92.1649,19.13,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
72207,Little Rock,34.7913,-92.2076,21.64,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
72208,Little Rock,34.7869,-92.3467,16.33,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
72209,Little Rock,34.8213,-92.4585,21.7,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
72210,Little Rock,34.8875,-92.1108,21.83,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
72211,Little Rock,34.6962,-92.2345,16.7,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
72212,Little Rock,34.6491,-92.124,21.58,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
72213,Little Rock,34.8331,-92.4152,18.6,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
72214,Little Rock,34.6539,-92.422,17.8,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
72215,Little Rock,34.5972,-92.1171,20.95,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
72216,Little Rock,34.8815,-92.2356,19.28,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
72217,Little Rock,34.6064,-92.3915,15.65,80,8,Princeton Eviction Lab,2025,https://evictionlab.org
72218,Little Rock,34.8266,-92.1155,17.4,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
72219,Little Rock,34.6087,-92.1653,18.16,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
72220,Little Rock,34.7655,-92.4348,17.94,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
37401,Chattanooga,35.1461,-85.4534,17.54,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
37402,Chattanooga,34.9016,-85.1394,19.38,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
37403,Chattanooga,34.9809,-85.4578,16.65,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
37404,Chattanooga,34.9264,-85.3973,16.41,74,8,Princeton Eviction Lab,2025,https://evictionlab.org
37405,Chattanooga,34.953,-85.1991,16.43,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
37406,Chattanooga,34.9671,-85.1632,20.83,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
37407,Chattanooga,35.0358,-85.4468,21.56,87,8,Princeton Eviction Lab,2025,https://evictionlab.org
37408,Chattanooga,35.1555,-85.4106,15.31,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
37409,Chattanooga,34.8976,-85.3465,20.05,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
37410,Chattanooga,35.0951,-85.3763,19.46,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
37411,Chattanooga,34.9414,-85.4732,19.16,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
37412,Chattanooga,35.0932,-85.1884,18.01,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
37413,Chattanooga,35.0907,-85.371,19.0,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
37414,Chattanooga,35.0638,-85.1962,18.03,84,8,Princeton Eviction Lab,2025,https://evictionlab.org
37415,Chattanooga,35.1133,-85.1357,19.87,76,8,Princeton Eviction Lab,2025,https://evictionlab.org
37416,Chattanooga,35.1223,-85.2977,18.31,86,8,Princeton Eviction Lab,2025,https://evictionlab.org
37417,Chattanooga,35.0357,-85.4008,18.45,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
37418,Chattanooga,35.053,-85.3714,20.66,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
37419,Chattanooga,35.1174,-85.1895,21.3,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
37420,Chattanooga,35.0582,-85.3824,17.02,92,8,Princeton Eviction Lab,2025,https://evictionlab.org
37901,Knoxville,35.9806,-83.8556,17.05,94,8,Princeton Eviction Lab,2025,https://evictionlab.org
37902,Knoxville,36.1059,-83.8437,18.65,96,8,Princeton Eviction Lab,2025,https://evictionlab.org
37903,Knoxville,35.9361,-83.8778,20.59,81,8,Princeton Eviction Lab,2025,https://evictionlab.org
37904,Knoxville,35.9969,-84.0337,19.94,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
37905,Knoxville,35.8953,-84.0148,20.73,88,8,Princeton Eviction Lab,2025,https://evictionlab.org
37906,Knoxville,35.8615,-83.9467,19.36,83,8,Princeton Eviction Lab,2025,https://evictionlab.org
37907,Knoxville,35.9189,-83.7765,15.36,85,8,Princeton Eviction Lab,2025,https://evictionlab.org
37908,Knoxville,35.8884,-83.8143,18.5,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
37909,Knoxville,36.0959,-83.7466,16.57,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
37910,Knoxville,35.9395,-83.7964,21.66,79,8,Princeton Eviction Lab,2025,https://evictionlab.org
37911,Knoxville,35.9424,-83.9064,21.33,72,8,Princeton Eviction Lab,2025,https://evictionlab.org
37912,Knoxville,35.8986,-84.0266,20.3,98,8,Princeton Eviction Lab,2025,https://evictionlab.org
37913,Knoxville,35.826,-83.9278,15.19,75,8,Princeton Eviction Lab,2025,https://evictionlab.org
37914,Knoxville,35.9466,-83.8265,21.25,82,8,Princeton Eviction Lab,2025,https://evictionlab.org
37915,Knoxville,35.9807,-84.0089,20.07,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
37916,Knoxville,35.8224,-83.9231,19.23,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
37917,Knoxville,35.8801,-83.8696,19.36,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
37918,Knoxville,35.9267,-83.9212,18.8,73,8,Princeton Eviction Lab,2025,https://evictionlab.org
37919,Knoxville,35.9123,-84.0963,17.44,89,8,Princeton Eviction Lab,2025,https://evictionlab.org
37920,Knoxville,36.0378,-83.7642,17.42,100,8,Princeton Eviction Lab,2025,https://evictionlab.org
35801,Huntsville,34.7079,-86.7432,18.24,99,8,Princeton Eviction Lab,2025,https://evictionlab.org
35802,Huntsville,34.7481,-86.4382,19.3,93,8,Princeton Eviction Lab,2025,https://evictionlab.org
35803,Huntsville,34.7966,-86.6401,18.97,77,8,Princeton Eviction Lab,2025,https://evictionlab.org
