zip_code,metro,lat,lng,renter_occupied_pct,owner_occupied_pct,avg_household_size,data_source,as_of_date,source_url
30312,Atlanta,33.7825,-84.4446,46.49,40.3,2.73,US Census ACS,2023,https://data.census.gov
30313,Atlanta,33.7139,-84.3013,65.79,53.6,2.12,US Census ACS,2023,https://data.census.gov
30314,Atlanta,33.829,-84.2776,60.08,41.1,2.15,US Census ACS,2023,https://data.census.gov
30315,Atlanta,33.6185,-84.2108,57.76,50.0,2.69,US Census ACS,2023,https://data.census.gov
30316,Atlanta,33.679,-84.4161,55.51,34.5,2.79,US Census ACS,2023,https://data.census.gov
30317,Atlanta,33.7681,-84.2439,48.76,43.3,2.28,US Census ACS,2023,https://data.census.gov
30318,Atlanta,33.7312,-84.4282,64.3,49.9,2.44,US Census ACS,2023,https://data.census.gov
30319,Atlanta,33.6901,-84.3939,51.9,42.8,2.28,US Census ACS,2023,https://data.census.gov
30320,Atlanta,33.8346,-84.2937,65.99,52.6,2.23,US Census ACS,2023,https://data.census.gov
30321,Atlanta,33.7097,-84.5555,58.49,37.4,2.12,US Census ACS,2023,https://data.census.gov
30322,Atlanta,33.8129,-84.3516,61.15,51.3,2.29,US Census ACS,2023,https://data.census.gov
30323,Atlanta,33.85,-84.5186,64.51,36.0,2.94,US Census ACS,2023,https://data.census.gov
30324,Atlanta,33.8471,-84.2499,65.0,41.5,2.88,US Census ACS,2023,https://data.census.gov
30325,Atlanta,33.7929,-84.5162,61.16,39.2,2.39,US Census ACS,2023,https://data.census.gov
30326,Atlanta,33.7343,-84.4713,47.73,42.2,2.78,US Census ACS,2023,https://data.census.gov
30327,Atlanta,33.8831,-84.3554,57.09,43.9,2.94,US Census ACS,2023,https://data.census.gov
30328,Atlanta,33.6154,-84.4774,50.45,38.6,2.28,US Census ACS,2023,https://data.census.gov
30329,Atlanta,33.8191,-84.3446,56.43,34.3,2.8,US Census ACS,2023,https://data.census.gov
30330,Atlanta,33.812,-84.3085,51.33,39.2,2.58,US Census ACS,2023,https://data.census.gov
30331,Atlanta,33.6354,-84.2173,48.35,35.1,2.24,US Census ACS,2023,https://data.census.gov
30332,Atlanta,33.7829,-84.5458,61.45,37.9,2.77,US Census ACS,2023,https://data.census.gov
30333,Atlanta,33.8461,-84.2304,47.37,42.5,2.17,US Census ACS,2023,https://data.census.gov
30334,Atlanta,33.7964,-84.4668,51.33,48.1,2.4,US Census ACS,2023,https://data.census.gov
30335,Atlanta,33.857,-84.2456,64.13,41.9,2.27,US Census ACS,2023,https://data.census.gov
30336,Atlanta,33.7576,-84.2388,52.56,40.2,2.6,US Census ACS,2023,https://data.census.gov
30337,Atlanta,33.7821,-84.5509,58.39,41.0,2.5,US Census ACS,2023,https://data.census.gov
30338,Atlanta,33.7561,-84.4666,49.07,53.2,2.28,US Census ACS,2023,https://data.census.gov
30339,Atlanta,33.8044,-84.301,62.73,43.3,2.88,US Census ACS,2023,https://data.census.gov
30340,Atlanta,33.6427,-84.5585,57.41,34.5,2.13,US Census ACS,2023,https://data.census.gov
30341,Atlanta,33.7157,-84.3463,50.71,48.6,2.58,US Census ACS,2023,https://data.census.gov
30342,Atlanta,33.8401,-84.2498,60.63,52.3,2.35,US Census ACS,2023,https://data.census.gov
30343,Atlanta,33.8916,-84.4861,65.2,37.0,2.2,US Census ACS,2023,https://data.census.gov
30344,Atlanta,33.6707,-84.5146,64.43,43.2,2.46,US Census ACS,2023,https://data.census.gov
30345,Atlanta,33.6784,-84.2327,53.25,53.2,2.16,US Census ACS,2023,https://data.census.gov
30346,Atlanta,33.8724,-84.4921,51.17,41.8,2.92,US Census ACS,2023,https://data.census.gov
30347,Atlanta,33.7646,-84.4745,57.77,35.8,2.87,US Census ACS,2023,https://data.census.gov
30348,Atlanta,33.7457,-84.2163,55.54,40.4,2.95,US Census ACS,2023,https://data.census.gov
30349,Atlanta,33.6097,-84.5652,58.3,50.1,2.28,US Census ACS,2023,https://data.census.gov
30350,Atlanta,33.7522,-84.4205,52.1,35.2,2.27,US Census ACS,2023,https://data.census.gov
68101,Omaha,41.2361,-96.0665,54.35,54.9,2.18,US Census ACS,2023,https://data.census.gov
68102,Omaha,41.1386,-95.8628,40.97,58.5,2.62,US Census ACS,2023,https://data.census.gov
68103,Omaha,41.3973,-96.0745,51.14,56.5,2.82,US Census ACS,2023,https://data.census.gov
68104,Omaha,41.3093,-95.9123,40.52,52.7,2.57,US Census ACS,2023,https://data.census.gov
68105,Omaha,41.2773,-95.8126,45.24,48.2,2.22,US Census ACS,2023,https://data.census.gov
68106,Omaha,41.3644,-95.8281,46.91,58.7,2.46,US Census ACS,2023,https://data.census.gov
68107,Omaha,41.3361,-96.0439,42.46,59.0,2.61,US Census ACS,2023,https://data.census.gov
68108,Omaha,41.2045,-95.8951,47.19,49.2,2.2,US Census ACS,2023,https://data.census.gov
68109,Omaha,41.1369,-95.8479,40.08,50.7,2.41,US Census ACS,2023,https://data.census.gov
68110,Omaha,41.2698,-95.8211,51.37,60.8,2.97,US Census ACS,2023,https://data.census.gov
68111,Omaha,41.2656,-95.993,49.24,51.7,2.74,US Census ACS,2023,https://data.census.gov
68112,Omaha,41.2546,-95.9994,53.97,49.8,2.76,US Census ACS,2023,https://data.census.gov
68113,Omaha,41.2894,-95.9594,40.68,54.3,2.8,US Census ACS,2023,https://data.census.gov
68114,Omaha,41.2942,-96.0055,51.0,59.5,2.91,US Census ACS,2023,https://data.census.gov
68115,Omaha,41.2873,-95.9191,39.44,54.3,2.59,US Census ACS,2023,https://data.census.gov
68116,Omaha,41.3885,-95.8924,46.24,55.8,2.47,US Census ACS,2023,https://data.census.gov
68117,Omaha,41.2679,-96.0172,45.42,52.3,2.37,US Census ACS,2023,https://data.census.gov
68118,Omaha,41.3808,-95.8245,47.43,55.8,2.74,US Census ACS,2023,https://data.census.gov
68119,Omaha,41.1069,-95.8789,41.27,50.9,2.22,US Census ACS,2023,https://data.census.gov
68120,Omaha,41.3087,-95.9284,48.21,48.8,2.9,US Census ACS,2023,https://data.census.gov
27601,Raleigh-Durham,35.8508,-78.6334,50.17,56.2,2.9,US Census ACS,2023,https://data.census.gov
27602,Raleigh-Durham,35.7796,-78.7659,50.37,58.9,2.46,US Census ACS,2023,https://data.census.gov
27603,Raleigh-Durham,35.802,-78.8069,56.27,52.2,2.91,US Census ACS,2023,https://data.census.gov
27604,Raleigh-Durham,35.6392,-78.7836,55.78,45.6,2.87,US Census ACS,2023,https://data.census.gov
27605,Raleigh-Durham,35.7972,-78.7508,54.9,54.1,2.12,US Census ACS,2023,https://data.census.gov
27606,Raleigh-Durham,35.6972,-78.7052,54.5,45.7,2.46,US Census ACS,2023,https://data.census.gov
27607,Raleigh-Durham,35.7707,-78.6226,40.03,44.6,2.97,US Census ACS,2023,https://data.census.gov
27608,Raleigh-Durham,35.853,-78.5836,44.13,55.8,2.55,US Census ACS,2023,https://data.census.gov
27609,Raleigh-Durham,35.8998,-78.7203,43.39,48.9,2.76,US Census ACS,2023,https://data.census.gov
27610,Raleigh-Durham,35.8639,-78.5264,48.52,48.4,2.55,US Census ACS,2023,https://data.census.gov
27611,Raleigh-Durham,35.837,-78.6657,48.88,47.5,2.26,US Census ACS,2023,https://data.census.gov
27612,Raleigh-Durham,35.8887,-78.7934,56.38,44.5,2.22,US Census ACS,2023,https://data.census.gov
27613,Raleigh-Durham,35.7799,-78.6616,47.44,49.8,2.29,US Census ACS,2023,https://data.census.gov
27614,Raleigh-Durham,35.6692,-78.7297,53.22,46.6,2.35,US Census ACS,2023,https://data.census.gov
27615,Raleigh-Durham,35.8889,-78.7542,41.16,44.0,2.21,US Census ACS,2023,https://data.census.gov
27616,Raleigh-Durham,35.8911,-78.467,54.71,53.8,2.9,US Census ACS,2023,https://data.census.gov
27617,Raleigh-Durham,35.717,-78.4878,45.86,44.4,2.41,US Census ACS,2023,https://data.census.gov
27618,Raleigh-Durham,35.7076,-78.5006,49.02,45.3,2.75,US Census ACS,2023,https://data.census.gov
27619,Raleigh-Durham,35.8838,-78.6927,52.69,48.2,2.08,US Census ACS,2023,https://data.census.gov
27620,Raleigh-Durham,35.9064,-78.5947,50.9,48.6,2.66,US Census ACS,2023,https://data.census.gov
27621,Raleigh-Durham,35.6376,-78.4659,47.64,45.7,2.57,US Census ACS,2023,https://data.census.gov
27622,Raleigh-Durham,35.6989,-78.7593,47.37,50.5,2.33,US Census ACS,2023,https://data.census.gov
27623,Raleigh-Durham,35.9188,-78.7907,48.22,55.7,2.09,US Census ACS,2023,https://data.census.gov
27624,Raleigh-Durham,35.6915,-78.6916,54.13,47.7,2.73,US Census ACS,2023,https://data.census.gov
27625,Raleigh-Durham,35.84,-78.7867,44.1,50.5,2.26,US Census ACS,2023,https://data.census.gov
27626,Raleigh-Durham,35.9111,-78.6602,49.57,50.4,2.66,US Census ACS,2023,https://data.census.gov
27627,Raleigh-Durham,35.7371,-78.5578,49.76,43.4,2.71,US Census ACS,2023,https://data.census.gov
27628,Raleigh-Durham,35.9139,-78.4949,46.23,49.9,2.19,US Census ACS,2023,https://data.census.gov
27629,Raleigh-Durham,35.7701,-78.6401,40.16,57.0,2.71,US Census ACS,2023,https://data.census.gov
27630,Raleigh-Durham,35.6633,-78.5875,44.75,49.1,2.73,US Census ACS,2023,https://data.census.gov
27631,Raleigh-Durham,35.9181,-78.5901,49.4,53.1,2.77,US Census ACS,2023,https://data.census.gov
27632,Raleigh-Durham,35.7884,-78.5421,55.26,44.0,2.82,US Census ACS,2023,https://data.census.gov
27633,Raleigh-Durham,35.9076,-78.4736,56.59,45.1,2.91,US Census ACS,2023,https://data.census.gov
27634,Raleigh-Durham,35.8847,-78.7091,50.28,60.4,2.93,US Census ACS,2023,https://data.census.gov
27635,Raleigh-Durham,35.7174,-78.4605,55.72,52.9,2.25,US Census ACS,2023,https://data.census.gov
55401,Minneapolis,45.0901,-93.4362,42.56,59.6,2.65,US Census ACS,2023,https://data.census.gov
55402,Minneapolis,44.9461,-93.3549,49.98,61.7,2.48,US Census ACS,2023,https://data.census.gov
55403,Minneapolis,44.9389,-93.2056,42.39,58.7,2.67,US Census ACS,2023,https://data.census.gov
55404,Minneapolis,44.9838,-93.1439,52.13,59.3,2.83,US Census ACS,2023,https://data.census.gov
55405,Minneapolis,45.0293,-93.1425,38.71,58.3,2.65,US Census ACS,2023,https://data.census.gov
55406,Minneapolis,44.8357,-93.1993,54.7,46.6,2.91,US Census ACS,2023,https://data.census.gov
55407,Minneapolis,45.0536,-93.2202,53.33,47.7,2.19,US Census ACS,2023,https://data.census.gov
55408,Minneapolis,44.8572,-93.3421,39.57,57.2,2.86,US Census ACS,2023,https://data.census.gov
55409,Minneapolis,44.8772,-93.3331,52.39,57.4,2.47,US Census ACS,2023,https://data.census.gov
55410,Minneapolis,45.1116,-93.382,54.13,50.6,2.8,US Census ACS,2023,https://data.census.gov
55411,Minneapolis,44.9096,-93.239,46.1,58.2,2.38,US Census ACS,2023,https://data.census.gov
55412,Minneapolis,44.8889,-93.323,40.76,55.4,2.25,US Census ACS,2023,https://data.census.gov
55413,Minneapolis,44.8421,-93.3285,42.21,59.4,2.37,US Census ACS,2023,https://data.census.gov
55414,Minneapolis,44.8698,-93.3194,40.63,56.9,2.15,US Census ACS,2023,https://data.census.gov
55415,Minneapolis,44.9872,-93.3829,50.51,57.0,2.65,US Census ACS,2023,https://data.census.gov
55416,Minneapolis,44.8801,-93.0865,38.62,60.3,2.13,US Census ACS,2023,https://data.census.gov
55417,Minneapolis,44.9709,-93.2924,39.14,56.6,2.25,US Census ACS,2023,https://data.census.gov
55418,Minneapolis,45.1121,-93.1039,46.02,49.1,2.2,US Census ACS,2023,https://data.census.gov
55419,Minneapolis,44.87,-93.3642,51.69,49.3,2.79,US Census ACS,2023,https://data.census.gov
55420,Minneapolis,44.9393,-93.1102,44.31,58.9,2.62,US Census ACS,2023,https://data.census.gov
55421,Minneapolis,45.0844,-93.1116,44.93,51.4,2.75,US Census ACS,2023,https://data.census.gov
55422,Minneapolis,44.912,-93.3073,39.92,57.0,2.69,US Census ACS,2023,https://data.census.gov
55423,Minneapolis,44.9847,-93.1845,39.44,52.2,2.76,US Census ACS,2023,https://data.census.gov
55424,Minneapolis,44.96,-93.2417,43.71,53.8,2.35,US Census ACS,2023,https://data.census.gov
55425,Minneapolis,44.8654,-93.1232,41.0,57.9,2.57,US Census ACS,2023,https://data.census.gov
55426,Minneapolis,45.0066,-93.4325,52.68,57.3,2.69,US Census ACS,2023,https://data.census.gov
55427,Minneapolis,44.9101,-93.3012,52.0,57.6,2.09,US Census ACS,2023,https://data.census.gov
55428,Minneapolis,45.0968,-93.4219,51.96,51.6,2.91,US Census ACS,2023,https://data.census.gov
55429,Minneapolis,45.12,-93.2742,40.08,51.7,2.65,US Census ACS,2023,https://data.census.gov
55430,Minneapolis,45.038,-93.1797,53.21,51.1,2.42,US Census ACS,2023,https://data.census.gov
33601,Tampa Bay,27.9986,-82.5116,62.06,53.4,2.89,US Census ACS,2023,https://data.census.gov
33602,Tampa Bay,27.9669,-82.4874,50.68,43.5,2.89,US Census ACS,2023,https://data.census.gov
33603,Tampa Bay,27.9849,-82.3721,57.75,52.4,2.86,US Census ACS,2023,https://data.census.gov
33604,Tampa Bay,27.8212,-82.284,58.96,52.5,2.68,US Census ACS,2023,https://data.census.gov
33605,Tampa Bay,27.8902,-82.5817,53.41,56.1,2.54,US Census ACS,2023,https://data.census.gov
33606,Tampa Bay,27.9975,-82.5008,58.45,47.2,2.82,US Census ACS,2023,https://data.census.gov
33607,Tampa Bay,27.8167,-82.4116,60.56,46.4,2.21,US Census ACS,2023,https://data.census.gov
33608,Tampa Bay,28.0567,-82.4245,50.17,41.8,2.49,US Census ACS,2023,https://data.census.gov
33609,Tampa Bay,28.0279,-82.4925,54.09,52.7,2.85,US Census ACS,2023,https://data.census.gov
33610,Tampa Bay,27.9879,-82.6369,56.73,47.2,2.24,US Census ACS,2023,https://data.census.gov
33611,Tampa Bay,27.9889,-82.4287,52.64,56.1,2.74,US Census ACS,2023,https://data.census.gov
33612,Tampa Bay,28.0964,-82.5693,44.13,52.9,2.31,US Census ACS,2023,https://data.census.gov
33613,Tampa Bay,28.075,-82.6132,56.23,50.4,2.47,US Census ACS,2023,https://data.census.gov
33614,Tampa Bay,28.0243,-82.5429,59.93,49.5,2.46,US Census ACS,2023,https://data.census.gov
33615,Tampa Bay,27.8632,-82.5799,58.93,49.6,2.75,US Census ACS,2023,https://data.census.gov
33616,Tampa Bay,27.8793,-82.5428,51.15,52.6,2.92,US Census ACS,2023,https://data.census.gov
33617,Tampa Bay,27.8741,-82.3869,49.31,44.0,2.69,US Census ACS,2023,https://data.census.gov
33618,Tampa Bay,27.9153,-82.3565,45.32,46.0,2.92,US Census ACS,2023,https://data.census.gov
33619,Tampa Bay,27.8973,-82.377,49.57,55.3,2.83,US Census ACS,2023,https://data.census.gov
33620,Tampa Bay,28.0208,-82.4247,46.86,46.0,2.9,US Census ACS,2023,https://data.census.gov
33621,Tampa Bay,27.9501,-82.3987,53.64,54.5,2.16,US Census ACS,2023,https://data.census.gov
33622,Tampa Bay,27.9814,-82.6047,52.24,41.4,2.13,US Census ACS,2023,https://data.census.gov
33623,Tampa Bay,27.9174,-82.5239,61.31,51.9,2.41,US Census ACS,2023,https://data.census.gov
33624,Tampa Bay,27.9226,-82.369,45.3,41.4,2.84,US Census ACS,2023,https://data.census.gov
33625,Tampa Bay,27.9608,-82.6035,45.64,54.2,2.11,US Census ACS,2023,https://data.census.gov
33626,Tampa Bay,27.8313,-82.5546,48.73,46.1,2.88,US Census ACS,2023,https://data.census.gov
33627,Tampa Bay,27.8189,-82.5018,44.31,46.3,2.65,US Census ACS,2023,https://data.census.gov
33628,Tampa Bay,27.9677,-82.3873,44.2,45.5,2.13,US Census ACS,2023,https://data.census.gov
33629,Tampa Bay,27.8192,-82.4463,54.19,39.2,2.78,US Census ACS,2023,https://data.census.gov
33630,Tampa Bay,28.0678,-82.4595,56.88,49.0,2.64,US Census ACS,2023,https://data.census.gov
33631,Tampa Bay,27.8376,-82.6007,61.86,51.8,2.97,US Census ACS,2023,https://data.census.gov
33632,Tampa Bay,27.8238,-82.5809,55.78,43.2,2.12,US Census ACS,2023,https://data.census.gov
33633,Tampa Bay,27.9445,-82.5952,47.92,53.0,2.31,US Census ACS,2023,https://data.census.gov
33634,Tampa Bay,27.8879,-82.389,47.17,39.6,2.22,US Census ACS,2023,https://data.census.gov
33635,Tampa Bay,27.9175,-82.3407,52.39,41.2,2.79,US Census ACS,2023,https://data.census.gov
33636,Tampa Bay,27.867,-82.5172,60.34,44.9,2.54,US Census ACS,2023,https://data.census.gov
33637,Tampa Bay,27.8428,-82.4047,53.23,45.0,2.47,US Census ACS,2023,https://data.census.gov
33638,Tampa Bay,27.8969,-82.5837,56.79,43.3,2.5,US Census ACS,2023,https://data.census.gov
33639,Tampa Bay,27.8519,-82.4583,57.84,48.0,2.39,US Census ACS,2023,https://data.census.gov
33640,Tampa Bay,27.819,-82.3059,50.06,50.9,2.81,US Census ACS,2023,https://data.census.gov
70112,New Orleans,30.0007,-90.0178,43.99,48.6,2.29,US Census ACS,2023,https://data.census.gov
70113,New Orleans,29.9955,-90.2026,59.36,50.5,2.95,US Census ACS,2023,https://data.census.gov
70114,New Orleans,30.0978,-90.036,52.48,44.8,2.58,US Census ACS,2023,https://data.census.gov
70115,New Orleans,30.0186,-89.901,57.3,52.7,2.3,US Census ACS,2023,https://data.census.gov
70116,New Orleans,30.0939,-90.0688,59.45,39.0,2.58,US Census ACS,2023,https://data.census.gov
70117,New Orleans,30.0938,-89.9313,58.24,55.3,2.91,US Census ACS,2023,https://data.census.gov
70118,New Orleans,29.8235,-90.0269,61.47,55.4,2.65,US Census ACS,2023,https://data.census.gov
70119,New Orleans,29.9,-90.1187,50.73,47.8,2.57,US Census ACS,2023,https://data.census.gov
70120,New Orleans,30.0111,-89.9881,59.82,47.4,2.68,US Census ACS,2023,https://data.census.gov
70121,New Orleans,29.8391,-89.9342,50.61,54.7,2.81,US Census ACS,2023,https://data.census.gov
70122,New Orleans,29.962,-90.212,60.92,56.2,2.29,US Census ACS,2023,https://data.census.gov
70123,New Orleans,29.8127,-90.0026,59.56,54.2,2.95,US Census ACS,2023,https://data.census.gov
70124,New Orleans,29.9329,-90.072,49.59,44.7,2.08,US Census ACS,2023,https://data.census.gov
70125,New Orleans,29.8626,-90.0181,47.29,44.7,2.23,US Census ACS,2023,https://data.census.gov
70126,New Orleans,29.9915,-90.0393,48.11,44.3,2.52,US Census ACS,2023,https://data.census.gov
70127,New Orleans,29.8438,-90.215,57.08,45.0,2.97,US Census ACS,2023,https://data.census.gov
70128,New Orleans,29.8668,-90.1334,55.95,56.8,2.89,US Census ACS,2023,https://data.census.gov
70129,New Orleans,29.8485,-89.896,47.59,50.5,2.91,US Census ACS,2023,https://data.census.gov
70130,New Orleans,29.8377,-89.9451,61.1,49.3,2.15,US Census ACS,2023,https://data.census.gov
70131,New Orleans,30.0326,-90.1951,50.42,42.4,2.95,US Census ACS,2023,https://data.census.gov
70132,New Orleans,30.0371,-90.2343,49.17,44.1,2.69,US Census ACS,2023,https://data.census.gov
70133,New Orleans,29.968,-89.9595,45.63,43.9,2.27,US Census ACS,2023,https://data.census.gov
70134,New Orleans,29.8787,-89.9503,50.33,52.6,2.24,US Census ACS,2023,https://data.census.gov
70135,New Orleans,30.016,-90.1856,50.14,49.1,2.84,US Census ACS,2023,https://data.census.gov
70136,New Orleans,29.9351,-89.9513,43.79,46.6,2.08,US Census ACS,2023,https://data.census.gov
23220,Richmond,37.4159,-77.5995,55.24,50.3,2.58,US Census ACS,2023,https://data.census.gov
23221,Richmond,37.6849,-77.4639,46.78,52.8,2.92,US Census ACS,2023,https://data.census.gov
23222,Richmond,37.4054,-77.4226,55.02,52.4,2.95,US Census ACS,2023,https://data.census.gov
23223,Richmond,37.4967,-77.585,59.78,46.4,2.79,US Census ACS,2023,https://data.census.gov
23224,Richmond,37.5448,-77.5774,53.41,42.4,2.47,US Census ACS,2023,https://data.census.gov
23225,Richmond,37.4723,-77.4837,58.12,40.9,2.55,US Census ACS,2023,https://data.census.gov
23226,Richmond,37.6595,-77.4309,54.7,40.9,2.8,US Census ACS,2023,https://data.census.gov
23227,Richmond,37.4189,-77.5338,49.66,53.5,2.14,US Census ACS,2023,https://data.census.gov
23228,Richmond,37.5328,-77.4454,53.72,52.4,2.25,US Census ACS,2023,https://data.census.gov
23229,Richmond,37.526,-77.5971,47.88,49.5,2.24,US Census ACS,2023,https://data.census.gov
23230,Richmond,37.5885,-77.5539,46.26,47.8,2.67,US Census ACS,2023,https://data.census.gov
23231,Richmond,37.5199,-77.5093,45.86,55.2,2.18,US Census ACS,2023,https://data.census.gov
23232,Richmond,37.4466,-77.5103,53.68,45.1,2.9,US Census ACS,2023,https://data.census.gov
23233,Richmond,37.4853,-77.4535,51.53,57.3,2.94,US Census ACS,2023,https://data.census.gov
23234,Richmond,37.6252,-77.5046,50.47,43.8,2.8,US Census ACS,2023,https://data.census.gov
23235,Richmond,37.4086,-77.3644,53.8,42.9,2.21,US Census ACS,2023,https://data.census.gov
23236,Richmond,37.4421,-77.4001,52.4,47.7,2.11,US Census ACS,2023,https://data.census.gov
23237,Richmond,37.6444,-77.5962,45.26,50.6,2.33,US Census ACS,2023,https://data.census.gov
23238,Richmond,37.5241,-77.3425,51.6,56.3,2.27,US Census ACS,2023,https://data.census.gov
23239,Richmond,37.6458,-77.611,49.23,50.5,2.71,US Census ACS,2023,https://data.census.gov
23240,Richmond,37.5877,-77.2828,47.85,53.3,2.08,US Census ACS,2023,https://data.census.gov
23241,Richmond,37.5335,-77.3148,45.06,54.6,2.39,US Census ACS,2023,https://data.census.gov
23242,Richmond,37.618,-77.5881,53.51,48.9,2.19,US Census ACS,2023,https://data.census.gov
23243,Richmond,37.6746,-77.4299,48.61,50.3,2.51,US Census ACS,2023,https://data.census.gov
23244,Richmond,37.4129,-77.5491,46.51,47.0,2.28,US Census ACS,2023,https://data.census.gov
35201,Birmingham,33.4901,-86.7203,44.23,59.4,2.85,US Census ACS,2023,https://data.census.gov
35202,Birmingham,33.3741,-86.8958,39.4,45.3,2.26,US Census ACS,2023,https://data.census.gov
35203,Birmingham,33.456,-86.7176,49.04,47.9,2.77,US Census ACS,2023,https://data.census.gov
35204,Birmingham,33.4961,-86.9773,51.95,56.2,2.11,US Census ACS,2023,https://data.census.gov
35205,Birmingham,33.6097,-86.9059,44.88,60.1,2.39,US Census ACS,2023,https://data.census.gov
35206,Birmingham,33.5145,-86.707,39.52,60.4,2.5,US Census ACS,2023,https://data.census.gov
35207,Birmingham,33.6256,-86.8317,49.03,48.6,2.97,US Census ACS,2023,https://data.census.gov
35208,Birmingham,33.5024,-86.9896,38.55,47.4,2.17,US Census ACS,2023,https://data.census.gov
35209,Birmingham,33.5363,-86.6368,46.29,48.1,2.58,US Census ACS,2023,https://data.census.gov
35210,Birmingham,33.5389,-86.7826,38.71,56.2,2.54,US Census ACS,2023,https://data.census.gov
35211,Birmingham,33.3983,-86.887,38.85,61.4,2.08,US Census ACS,2023,https://data.census.gov
35212,Birmingham,33.4121,-86.9251,46.23,53.4,2.86,US Census ACS,2023,https://data.census.gov
35213,Birmingham,33.5525,-86.756,52.45,51.7,2.9,US Census ACS,2023,https://data.census.gov
35214,Birmingham,33.6606,-86.8263,44.47,45.5,2.8,US Census ACS,2023,https://data.census.gov
35215,Birmingham,33.4282,-86.7244,54.53,53.7,2.73,US Census ACS,2023,https://data.census.gov
35216,Birmingham,33.4336,-86.7062,38.5,54.7,2.17,US Census ACS,2023,https://data.census.gov
35217,Birmingham,33.6403,-86.6336,48.58,48.1,2.53,US Census ACS,2023,https://data.census.gov
35218,Birmingham,33.3932,-86.7566,48.9,57.2,2.49,US Census ACS,2023,https://data.census.gov
35219,Birmingham,33.5263,-86.9559,42.3,54.6,2.59,US Census ACS,2023,https://data.census.gov
35220,Birmingham,33.4906,-86.97,54.37,51.6,2.48,US Census ACS,2023,https://data.census.gov
35221,Birmingham,33.5274,-86.9599,44.52,57.0,2.75,US Census ACS,2023,https://data.census.gov
35222,Birmingham,33.3758,-86.956,41.87,50.1,2.92,US Census ACS,2023,https://data.census.gov
35223,Birmingham,33.5678,-86.8921,42.57,51.7,2.07,US Census ACS,2023,https://data.census.gov
35224,Birmingham,33.6499,-86.6487,38.75,59.7,2.67,US Census ACS,2023,https://data.census.gov
35225,Birmingham,33.4204,-86.957,40.52,54.1,2.11,US Census ACS,2023,https://data.census.gov
39201,Jackson,32.2271,-90.2321,52.42,47.4,2.24,US Census ACS,2023,https://data.census.gov
39202,Jackson,32.1528,-90.3527,58.71,48.1,2.12,US Census ACS,2023,https://data.census.gov
39203,Jackson,32.1656,-90.2184,41.42,48.9,2.76,US Census ACS,2023,https://data.census.gov
39204,Jackson,32.2514,-90.3531,55.17,43.6,2.96,US Census ACS,2023,https://data.census.gov
39205,Jackson,32.1709,-90.3045,56.73,50.6,2.56,US Census ACS,2023,https://data.census.gov
39206,Jackson,32.2849,-90.3222,58.78,47.8,2.13,US Census ACS,2023,https://data.census.gov
39207,Jackson,32.2956,-90.2128,58.31,54.2,2.62,US Census ACS,2023,https://data.census.gov
39208,Jackson,32.2655,-90.2881,41.95,40.9,2.74,US Census ACS,2023,https://data.census.gov
39209,Jackson,32.1819,-90.1096,53.61,45.7,2.76,US Census ACS,2023,https://data.census.gov
39210,Jackson,32.1713,-90.305,54.83,47.4,2.54,US Census ACS,2023,https://data.census.gov
39211,Jackson,32.4482,-90.2347,48.01,42.1,2.72,US Census ACS,2023,https://data.census.gov
39212,Jackson,32.296,-90.2763,51.91,53.1,2.69,US Census ACS,2023,https://data.census.gov
39213,Jackson,32.1967,-90.2215,51.1,52.8,2.17,US Census ACS,2023,https://data.census.gov
39214,Jackson,32.3854,-90.3628,55.63,46.9,2.93,US Census ACS,2023,https://data.census.gov
39215,Jackson,32.3652,-90.304,56.58,47.1,2.92,US Census ACS,2023,https://data.census.gov
72201,Little Rock,34.7682,-92.3894,53.83,57.3,2.87,US Census ACS,2023,https://data.census.gov
72202,Little Rock,34.7976,-92.1628,48.9,46.2,2.61,US Census ACS,2023,https://data.census.gov
72203,Little Rock,34.6219,-92.3923,44.47,57.0,2.49,US Census ACS,2023,https://data.census.gov
72204,Little Rock,34.7488,-92.4652,39.82,49.8,2.23,US Census ACS,2023,https://data.census.gov
72205,Little Rock,34.7948,-92.249,39.15,57.6,2.59,US Census ACS,2023,https://data.census.gov
72206,Little Rock,34.6569,-92.1649,53.48,60.8,2.26,US Census ACS,2023,https://data.census.gov
72207,Little Rock,34.7913,-92.2076,47.02,61.0,2.74,US Census ACS,2023,https://data.census.gov
72208,Little Rock,34.7869,-92.3467,51.38,49.7,2.24,US Census ACS,2023,https://data.census.gov
72209,Little Rock,34.8213,-92.4585,50.57,51.7,2.7,US Census ACS,2023,https://data.census.gov
72210,Little Rock,34.8875,-92.1108,42.51,51.9,2.25,US Census ACS,2023,https://data.census.gov
72211,Little Rock,34.6962,-92.2345,39.46,61.7,2.51,US Census ACS,2023,https://data.census.gov
72212,Little Rock,34.6491,-92.124,44.54,50.3,2.23,US Census ACS,2023,https://data.census.gov
72213,Little Rock,34.8331,-92.4152,46.84,53.5,2.72,US Census ACS,2023,https://data.census.gov
72214,Little Rock,34.6539,-92.422,39.97,50.3,2.88,US Census ACS,2023,https://data.census.gov
72215,Little Rock,34.5972,-92.1171,47.0,47.4,2.62,US Census ACS,2023,https://data.census.gov
72216,Little Rock,34.8815,-92.2356,38.43,48.0,2.15,US Census ACS,2023,https://data.census.gov
