zip_code,metro,lat,lng,gross_rent_multiplier,grm_class_a,grm_class_b,data_source,as_of_date,source_url
68104,Omaha,41.3093,-95.9123,10.84,9.2,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68105,Omaha,41.2773,-95.8126,7.8,9.9,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68106,Omaha,41.3644,-95.8281,8.49,9.3,7.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68107,Omaha,41.3361,-96.0439,9.82,9.4,8.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68108,Omaha,41.2045,-95.8951,9.18,11.7,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68109,Omaha,41.1369,-95.8479,9.56,11.3,8.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68110,Omaha,41.2698,-95.8211,9.66,11.6,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68111,Omaha,41.2656,-95.993,10.54,12.7,8.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68112,Omaha,41.2546,-95.9994,8.98,9.1,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68113,Omaha,41.2894,-95.9594,8.95,10.4,7.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68114,Omaha,41.2942,-96.0055,10.76,9.0,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68115,Omaha,41.2873,-95.9191,9.96,11.1,9.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68116,Omaha,41.3885,-95.8924,9.92,11.3,8.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68117,Omaha,41.2679,-96.0172,10.46,11.2,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68118,Omaha,41.3808,-95.8245,9.0,12.6,9.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68119,Omaha,41.1069,-95.8789,8.18,12.3,8.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
68120,Omaha,41.3087,-95.9284,10.8,11.9,8.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27601,Raleigh-Durham,35.8508,-78.6334,14.07,17.5,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27602,Raleigh-Durham,35.7796,-78.7659,12.69,13.2,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27603,Raleigh-Durham,35.802,-78.8069,10.76,15.4,11.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27604,Raleigh-Durham,35.6392,-78.7836,11.16,16.8,13.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27605,Raleigh-Durham,35.7972,-78.7508,11.38,12.9,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27606,Raleigh-Durham,35.6972,-78.7052,11.67,16.7,13.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27607,Raleigh-Durham,35.7707,-78.6226,13.39,13.8,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27608,Raleigh-Durham,35.853,-78.5836,11.4,17.7,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27609,Raleigh-Durham,35.8998,-78.7203,12.66,14.8,12.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27610,Raleigh-Durham,35.8639,-78.5264,11.16,14.9,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27611,Raleigh-Durham,35.837,-78.6657,13.03,17.1,14.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27612,Raleigh-Durham,35.8887,-78.7934,12.53,13.6,13.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27613,Raleigh-Durham,35.7799,-78.6616,13.44,13.7,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27614,Raleigh-Durham,35.6692,-78.7297,11.71,12.7,12.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27615,Raleigh-Durham,35.8889,-78.7542,14.81,14.7,11.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27616,Raleigh-Durham,35.8911,-78.467,12.87,16.1,14.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27617,Raleigh-Durham,35.717,-78.4878,13.33,13.0,13.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27618,Raleigh-Durham,35.7076,-78.5006,12.29,17.2,13.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27619,Raleigh-Durham,35.8838,-78.6927,14.51,15.0,11.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27620,Raleigh-Durham,35.9064,-78.5947,13.39,13.2,11.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27621,Raleigh-Durham,35.6376,-78.4659,12.3,15.9,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27622,Raleigh-Durham,35.6989,-78.7593,12.84,12.6,13.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27623,Raleigh-Durham,35.9188,-78.7907,12.56,14.7,12.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27624,Raleigh-Durham,35.6915,-78.6916,11.93,16.7,11.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27625,Raleigh-Durham,35.84,-78.7867,10.52,13.1,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27626,Raleigh-Durham,35.9111,-78.6602,14.67,17.0,11.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27627,Raleigh-Durham,35.7371,-78.5578,10.71,14.8,13.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27628,Raleigh-Durham,35.9139,-78.4949,14.84,12.6,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27629,Raleigh-Durham,35.7701,-78.6401,14.03,16.8,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27630,Raleigh-Durham,35.6633,-78.5875,14.44,12.5,10.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27631,Raleigh-Durham,35.9181,-78.5901,13.66,14.7,12.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27632,Raleigh-Durham,35.7884,-78.5421,13.45,15.3,10.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27633,Raleigh-Durham,35.9076,-78.4736,11.33,13.1,13.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27634,Raleigh-Durham,35.8847,-78.7091,11.85,17.3,11.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
27635,Raleigh-Durham,35.7174,-78.4605,11.29,15.5,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55401,Minneapolis,45.0901,-93.4362,10.05,13.9,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55402,Minneapolis,44.9461,-93.3549,13.24,12.4,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55403,Minneapolis,44.9389,-93.2056,11.6,11.8,11.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55404,Minneapolis,44.9838,-93.1439,10.72,11.4,11.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55405,Minneapolis,45.0293,-93.1425,13.18,14.8,9.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55406,Minneapolis,44.8357,-93.1993,12.64,13.1,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55407,Minneapolis,45.0536,-93.2202,12.55,15.7,11.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55408,Minneapolis,44.8572,-93.3421,10.26,13.7,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55409,Minneapolis,44.8772,-93.3331,10.44,11.9,12.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55410,Minneapolis,45.1116,-93.382,11.28,11.2,10.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55411,Minneapolis,44.9096,-93.239,11.88,12.1,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55412,Minneapolis,44.8889,-93.323,10.01,13.6,11.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55413,Minneapolis,44.8421,-93.3285,11.29,12.3,9.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55414,Minneapolis,44.8698,-93.3194,11.4,14.2,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55415,Minneapolis,44.9872,-93.3829,12.89,12.0,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55416,Minneapolis,44.8801,-93.0865,10.27,13.9,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55417,Minneapolis,44.9709,-93.2924,9.88,12.1,11.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55418,Minneapolis,45.1121,-93.1039,10.86,13.9,11.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55419,Minneapolis,44.87,-93.3642,11.64,14.4,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55420,Minneapolis,44.9393,-93.1102,11.41,13.5,12.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55421,Minneapolis,45.0844,-93.1116,12.98,15.5,12.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55422,Minneapolis,44.912,-93.3073,9.75,11.6,10.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55423,Minneapolis,44.9847,-93.1845,10.94,14.3,12.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55424,Minneapolis,44.96,-93.2417,10.52,15.4,9.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55425,Minneapolis,44.8654,-93.1232,12.41,14.6,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55426,Minneapolis,45.0066,-93.4325,11.53,11.9,12.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55427,Minneapolis,44.9101,-93.3012,9.75,14.9,12.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55428,Minneapolis,45.0968,-93.4219,9.8,13.3,11.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55429,Minneapolis,45.12,-93.2742,11.05,13.3,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
55430,Minneapolis,45.038,-93.1797,9.96,13.1,12.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33601,Tampa Bay,27.9986,-82.5116,13.62,15.5,12.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33602,Tampa Bay,27.9669,-82.4874,11.69,17.1,12.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33603,Tampa Bay,27.9849,-82.3721,14.73,13.1,12.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33604,Tampa Bay,27.8212,-82.284,12.99,13.5,12.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33605,Tampa Bay,27.8902,-82.5817,10.99,13.3,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33606,Tampa Bay,27.9975,-82.5008,10.6,12.8,10.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33607,Tampa Bay,27.8167,-82.4116,14.63,15.7,13.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33608,Tampa Bay,28.0567,-82.4245,14.71,15.4,13.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33609,Tampa Bay,28.0279,-82.4925,13.41,17.1,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33610,Tampa Bay,27.9879,-82.6369,11.69,13.3,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33611,Tampa Bay,27.9889,-82.4287,13.99,13.4,14.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33612,Tampa Bay,28.0964,-82.5693,11.84,14.0,14.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33613,Tampa Bay,28.075,-82.6132,10.43,12.3,12.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33614,Tampa Bay,28.0243,-82.5429,13.45,12.4,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33615,Tampa Bay,27.8632,-82.5799,14.74,12.7,11.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33616,Tampa Bay,27.8793,-82.5428,13.84,13.1,11.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33617,Tampa Bay,27.8741,-82.3869,13.88,15.8,13.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33618,Tampa Bay,27.9153,-82.3565,14.17,16.0,11.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33619,Tampa Bay,27.8973,-82.377,12.85,16.7,12.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33620,Tampa Bay,28.0208,-82.4247,12.9,12.5,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33621,Tampa Bay,27.9501,-82.3987,10.77,13.5,11.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33622,Tampa Bay,27.9814,-82.6047,14.67,15.6,11.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33623,Tampa Bay,27.9174,-82.5239,13.5,13.5,10.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33624,Tampa Bay,27.9226,-82.369,10.9,16.3,13.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33625,Tampa Bay,27.9608,-82.6035,14.41,12.9,14.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33626,Tampa Bay,27.8313,-82.5546,12.42,16.4,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33627,Tampa Bay,27.8189,-82.5018,12.0,15.5,11.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33628,Tampa Bay,27.9677,-82.3873,13.39,17.0,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33629,Tampa Bay,27.8192,-82.4463,12.17,16.2,13.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33630,Tampa Bay,28.0678,-82.4595,13.33,16.9,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33631,Tampa Bay,27.8376,-82.6007,10.3,14.5,11.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33632,Tampa Bay,27.8238,-82.5809,14.37,14.5,13.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33633,Tampa Bay,27.9445,-82.5952,14.58,13.9,10.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33634,Tampa Bay,27.8879,-82.389,13.35,13.5,13.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33635,Tampa Bay,27.9175,-82.3407,10.9,16.1,13.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33636,Tampa Bay,27.867,-82.5172,12.45,12.8,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33637,Tampa Bay,27.8428,-82.4047,13.88,16.2,13.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33638,Tampa Bay,27.8969,-82.5837,10.98,17.0,12.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33639,Tampa Bay,27.8519,-82.4583,11.9,16.9,11.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
33640,Tampa Bay,27.819,-82.3059,10.92,14.2,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70112,New Orleans,30.0007,-90.0178,11.06,12.2,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70113,New Orleans,29.9955,-90.2026,9.83,11.2,8.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70114,New Orleans,30.0978,-90.036,10.84,10.5,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70115,New Orleans,30.0186,-89.901,10.34,10.2,9.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70116,New Orleans,30.0939,-90.0688,10.7,10.8,7.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70117,New Orleans,30.0938,-89.9313,8.97,10.9,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70118,New Orleans,29.8235,-90.0269,10.08,12.1,10.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70119,New Orleans,29.9,-90.1187,9.89,11.2,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70120,New Orleans,30.0111,-89.9881,10.27,11.4,7.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70121,New Orleans,29.8391,-89.9342,8.84,11.8,7.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70122,New Orleans,29.962,-90.212,9.61,12.0,7.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70123,New Orleans,29.8127,-90.0026,10.76,10.8,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70124,New Orleans,29.9329,-90.072,10.34,9.9,7.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70125,New Orleans,29.8626,-90.0181,9.24,9.8,8.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70126,New Orleans,29.9915,-90.0393,9.81,10.4,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70127,New Orleans,29.8438,-90.215,9.51,13.2,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70128,New Orleans,29.8668,-90.1334,8.91,13.1,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70129,New Orleans,29.8485,-89.896,9.58,11.3,9.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70130,New Orleans,29.8377,-89.9451,11.07,10.1,9.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70131,New Orleans,30.0326,-90.1951,10.07,9.3,7.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70132,New Orleans,30.0371,-90.2343,9.06,11.6,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70133,New Orleans,29.968,-89.9595,11.19,9.2,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70134,New Orleans,29.8787,-89.9503,8.21,10.8,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70135,New Orleans,30.016,-90.1856,9.57,9.5,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
70136,New Orleans,29.9351,-89.9513,10.89,12.1,8.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23220,Richmond,37.4159,-77.5995,12.56,13.6,11.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23221,Richmond,37.6849,-77.4639,9.74,14.4,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23222,Richmond,37.4054,-77.4226,12.08,13.9,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23223,Richmond,37.4967,-77.585,12.0,11.4,9.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23224,Richmond,37.5448,-77.5774,11.27,14.6,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23225,Richmond,37.4723,-77.4837,12.06,12.7,11.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23226,Richmond,37.6595,-77.4309,11.67,13.8,11.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23227,Richmond,37.4189,-77.5338,11.01,14.1,12.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23228,Richmond,37.5328,-77.4454,9.26,12.2,10.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23229,Richmond,37.526,-77.5971,9.93,14.5,8.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23230,Richmond,37.5885,-77.5539,11.57,10.9,11.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23231,Richmond,37.5199,-77.5093,12.38,12.2,11.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23232,Richmond,37.4466,-77.5103,9.27,14.7,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23233,Richmond,37.4853,-77.4535,9.09,11.9,10.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23234,Richmond,37.6252,-77.5046,12.32,14.5,9.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23235,Richmond,37.4086,-77.3644,10.21,11.6,8.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23236,Richmond,37.4421,-77.4001,11.51,10.8,10.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23237,Richmond,37.6444,-77.5962,9.89,10.9,8.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23238,Richmond,37.5241,-77.3425,12.65,12.2,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23239,Richmond,37.6458,-77.611,12.0,12.0,9.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23240,Richmond,37.5877,-77.2828,9.09,14.2,11.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23241,Richmond,37.5335,-77.3148,11.45,12.0,10.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23242,Richmond,37.618,-77.5881,8.96,12.5,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23243,Richmond,37.6746,-77.4299,9.94,13.5,12.0,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
23244,Richmond,37.4129,-77.5491,10.47,11.4,10.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35201,Birmingham,33.4901,-86.7203,8.31,12.4,8.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35202,Birmingham,33.3741,-86.8958,8.11,11.8,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35203,Birmingham,33.456,-86.7176,10.25,12.1,8.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35204,Birmingham,33.4961,-86.9773,9.73,9.4,7.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35205,Birmingham,33.6097,-86.9059,8.87,11.0,8.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35206,Birmingham,33.5145,-86.707,9.8,12.3,7.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35207,Birmingham,33.6256,-86.8317,10.08,10.3,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35208,Birmingham,33.5024,-86.9896,10.11,12.4,7.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35209,Birmingham,33.5363,-86.6368,10.42,10.4,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35210,Birmingham,33.5389,-86.7826,7.5,9.8,7.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35211,Birmingham,33.3983,-86.887,9.53,12.3,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35212,Birmingham,33.4121,-86.9251,10.61,9.4,9.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35213,Birmingham,33.5525,-86.756,9.84,11.6,7.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35214,Birmingham,33.6606,-86.8263,8.83,11.5,9.6,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35215,Birmingham,33.4282,-86.7244,9.41,12.5,8.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35216,Birmingham,33.4336,-86.7062,8.94,12.3,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35217,Birmingham,33.6403,-86.6336,8.96,11.4,7.2,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35218,Birmingham,33.3932,-86.7566,9.67,11.4,9.1,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35219,Birmingham,33.5263,-86.9559,9.43,12.5,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35220,Birmingham,33.4906,-86.97,9.09,10.9,7.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35221,Birmingham,33.5274,-86.9599,10.45,10.3,8.7,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35222,Birmingham,33.3758,-86.956,8.89,9.6,9.5,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35223,Birmingham,33.5678,-86.8921,8.62,10.8,7.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35224,Birmingham,33.6499,-86.6487,7.49,9.4,7.8,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
35225,Birmingham,33.4204,-86.957,9.22,12.2,8.9,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
39201,Jackson,32.2271,-90.2321,7.43,10.3,7.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
39202,Jackson,32.1528,-90.3527,8.84,11.1,7.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
39203,Jackson,32.1656,-90.2184,8.98,10.6,8.3,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
39204,Jackson,32.2514,-90.3531,8.91,8.5,8.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
39205,Jackson,32.1709,-90.3045,8.72,9.3,7.4,CoStar/Real Capital Analytics,2025-Q4,https://www.costar.com/multifamily
