zip_code,metro,lat,lng,composite_mf_score_100,market_tier,data_source,as_of_date,source_url
55408,Minneapolis,44.8572,-93.3421,64.1,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55409,Minneapolis,44.8772,-93.3331,59.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55410,Minneapolis,45.1116,-93.382,58.8,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55411,Minneapolis,44.9096,-93.239,62.1,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55412,Minneapolis,44.8889,-93.323,58.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55413,Minneapolis,44.8421,-93.3285,59.3,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55414,Minneapolis,44.8698,-93.3194,59.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55415,Minneapolis,44.9872,-93.3829,60.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55416,Minneapolis,44.8801,-93.0865,62.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55417,Minneapolis,44.9709,-93.2924,59.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55418,Minneapolis,45.1121,-93.1039,56.6,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55419,Minneapolis,44.87,-93.3642,65.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55420,Minneapolis,44.9393,-93.1102,55.4,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55421,Minneapolis,45.0844,-93.1116,60.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55422,Minneapolis,44.912,-93.3073,63.1,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55423,Minneapolis,44.9847,-93.1845,55.8,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55424,Minneapolis,44.96,-93.2417,61.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55425,Minneapolis,44.8654,-93.1232,63.2,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55426,Minneapolis,45.0066,-93.4325,63.2,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55427,Minneapolis,44.9101,-93.3012,60.0,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55428,Minneapolis,45.0968,-93.4219,55.9,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55429,Minneapolis,45.12,-93.2742,59.9,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
55430,Minneapolis,45.038,-93.1797,63.7,Tier 1,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33601,Tampa Bay,27.9986,-82.5116,44.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33602,Tampa Bay,27.9669,-82.4874,43.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33603,Tampa Bay,27.9849,-82.3721,45.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33604,Tampa Bay,27.8212,-82.284,50.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33605,Tampa Bay,27.8902,-82.5817,48.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33606,Tampa Bay,27.9975,-82.5008,42.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33607,Tampa Bay,27.8167,-82.4116,52.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33608,Tampa Bay,28.0567,-82.4245,44.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33609,Tampa Bay,28.0279,-82.4925,42.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33610,Tampa Bay,27.9879,-82.6369,46.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33611,Tampa Bay,27.9889,-82.4287,48.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33612,Tampa Bay,28.0964,-82.5693,47.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33613,Tampa Bay,28.075,-82.6132,49.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33614,Tampa Bay,28.0243,-82.5429,44.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33615,Tampa Bay,27.8632,-82.5799,43.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33616,Tampa Bay,27.8793,-82.5428,48.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33617,Tampa Bay,27.8741,-82.3869,47.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33618,Tampa Bay,27.9153,-82.3565,43.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33619,Tampa Bay,27.8973,-82.377,50.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33620,Tampa Bay,28.0208,-82.4247,50.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33621,Tampa Bay,27.9501,-82.3987,49.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33622,Tampa Bay,27.9814,-82.6047,45.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33623,Tampa Bay,27.9174,-82.5239,50.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33624,Tampa Bay,27.9226,-82.369,47.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33625,Tampa Bay,27.9608,-82.6035,42.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33626,Tampa Bay,27.8313,-82.5546,50.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33627,Tampa Bay,27.8189,-82.5018,49.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33628,Tampa Bay,27.9677,-82.3873,46.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33629,Tampa Bay,27.8192,-82.4463,49.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33630,Tampa Bay,28.0678,-82.4595,45.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33631,Tampa Bay,27.8376,-82.6007,48.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33632,Tampa Bay,27.8238,-82.5809,45.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33633,Tampa Bay,27.9445,-82.5952,51.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33634,Tampa Bay,27.8879,-82.389,45.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33635,Tampa Bay,27.9175,-82.3407,42.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33636,Tampa Bay,27.867,-82.5172,46.3,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33637,Tampa Bay,27.8428,-82.4047,48.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33638,Tampa Bay,27.8969,-82.5837,50.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33639,Tampa Bay,27.8519,-82.4583,43.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
33640,Tampa Bay,27.819,-82.3059,42.4,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70112,New Orleans,30.0007,-90.0178,46.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70113,New Orleans,29.9955,-90.2026,49.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70114,New Orleans,30.0978,-90.036,44.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70115,New Orleans,30.0186,-89.901,48.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70116,New Orleans,30.0939,-90.0688,49.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70117,New Orleans,30.0938,-89.9313,52.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70118,New Orleans,29.8235,-90.0269,45.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70119,New Orleans,29.9,-90.1187,52.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70120,New Orleans,30.0111,-89.9881,53.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70121,New Orleans,29.8391,-89.9342,47.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70122,New Orleans,29.962,-90.212,46.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70123,New Orleans,29.8127,-90.0026,45.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70124,New Orleans,29.9329,-90.072,51.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70125,New Orleans,29.8626,-90.0181,54.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70126,New Orleans,29.9915,-90.0393,51.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70127,New Orleans,29.8438,-90.215,49.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70128,New Orleans,29.8668,-90.1334,53.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70129,New Orleans,29.8485,-89.896,49.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70130,New Orleans,29.8377,-89.9451,52.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70131,New Orleans,30.0326,-90.1951,51.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70132,New Orleans,30.0371,-90.2343,53.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70133,New Orleans,29.968,-89.9595,45.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70134,New Orleans,29.8787,-89.9503,54.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70135,New Orleans,30.016,-90.1856,53.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
70136,New Orleans,29.9351,-89.9513,46.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23220,Richmond,37.4159,-77.5995,66.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23221,Richmond,37.6849,-77.4639,62.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23222,Richmond,37.4054,-77.4226,71.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23223,Richmond,37.4967,-77.585,62.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23224,Richmond,37.5448,-77.5774,64.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23225,Richmond,37.4723,-77.4837,69.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23226,Richmond,37.6595,-77.4309,69.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23227,Richmond,37.4189,-77.5338,69.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23228,Richmond,37.5328,-77.4454,69.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23229,Richmond,37.526,-77.5971,64.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23230,Richmond,37.5885,-77.5539,67.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23231,Richmond,37.5199,-77.5093,65.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23232,Richmond,37.4466,-77.5103,62.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23233,Richmond,37.4853,-77.4535,70.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23234,Richmond,37.6252,-77.5046,66.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23235,Richmond,37.4086,-77.3644,71.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23236,Richmond,37.4421,-77.4001,70.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23237,Richmond,37.6444,-77.5962,70.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23238,Richmond,37.5241,-77.3425,61.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23239,Richmond,37.6458,-77.611,65.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23240,Richmond,37.5877,-77.2828,68.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23241,Richmond,37.5335,-77.3148,69.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23242,Richmond,37.618,-77.5881,63.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23243,Richmond,37.6746,-77.4299,66.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
23244,Richmond,37.4129,-77.5491,67.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35201,Birmingham,33.4901,-86.7203,57.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35202,Birmingham,33.3741,-86.8958,57.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35203,Birmingham,33.456,-86.7176,59.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35204,Birmingham,33.4961,-86.9773,52.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35205,Birmingham,33.6097,-86.9059,60.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35206,Birmingham,33.5145,-86.707,52.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35207,Birmingham,33.6256,-86.8317,57.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35208,Birmingham,33.5024,-86.9896,57.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35209,Birmingham,33.5363,-86.6368,56.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35210,Birmingham,33.5389,-86.7826,55.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35211,Birmingham,33.3983,-86.887,51.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35212,Birmingham,33.4121,-86.9251,53.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35213,Birmingham,33.5525,-86.756,59.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35214,Birmingham,33.6606,-86.8263,57.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35215,Birmingham,33.4282,-86.7244,54.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35216,Birmingham,33.4336,-86.7062,51.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35217,Birmingham,33.6403,-86.6336,54.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35218,Birmingham,33.3932,-86.7566,55.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35219,Birmingham,33.5263,-86.9559,58.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35220,Birmingham,33.4906,-86.97,51.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35221,Birmingham,33.5274,-86.9599,59.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35222,Birmingham,33.3758,-86.956,59.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35223,Birmingham,33.5678,-86.8921,54.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35224,Birmingham,33.6499,-86.6487,53.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35225,Birmingham,33.4204,-86.957,50.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39201,Jackson,32.2271,-90.2321,47.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39202,Jackson,32.1528,-90.3527,42.6,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39203,Jackson,32.1656,-90.2184,48.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39204,Jackson,32.2514,-90.3531,43.9,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39205,Jackson,32.1709,-90.3045,48.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39206,Jackson,32.2849,-90.3222,43.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39207,Jackson,32.2956,-90.2128,41.8,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39208,Jackson,32.2655,-90.2881,43.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39209,Jackson,32.1819,-90.1096,47.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39210,Jackson,32.1713,-90.305,44.1,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39211,Jackson,32.4482,-90.2347,42.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39212,Jackson,32.296,-90.2763,49.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39213,Jackson,32.1967,-90.2215,45.5,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39214,Jackson,32.3854,-90.3628,45.2,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
39215,Jackson,32.3652,-90.304,47.0,Tier 3,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72201,Little Rock,34.7682,-92.3894,58.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72202,Little Rock,34.7976,-92.1628,52.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72203,Little Rock,34.6219,-92.3923,51.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72204,Little Rock,34.7488,-92.4652,58.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72205,Little Rock,34.7948,-92.249,55.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72206,Little Rock,34.6569,-92.1649,57.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72207,Little Rock,34.7913,-92.2076,59.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72208,Little Rock,34.7869,-92.3467,54.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72209,Little Rock,34.8213,-92.4585,50.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72210,Little Rock,34.8875,-92.1108,51.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72211,Little Rock,34.6962,-92.2345,55.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72212,Little Rock,34.6491,-92.124,55.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72213,Little Rock,34.8331,-92.4152,51.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72214,Little Rock,34.6539,-92.422,55.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72215,Little Rock,34.5972,-92.1171,53.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72216,Little Rock,34.8815,-92.2356,55.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72217,Little Rock,34.6064,-92.3915,59.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72218,Little Rock,34.8266,-92.1155,56.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72219,Little Rock,34.6087,-92.1653,58.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
72220,Little Rock,34.7655,-92.4348,58.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37401,Chattanooga,35.1461,-85.4534,64.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37402,Chattanooga,34.9016,-85.1394,62.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37403,Chattanooga,34.9809,-85.4578,60.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37404,Chattanooga,34.9264,-85.3973,64.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37405,Chattanooga,34.953,-85.1991,58.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37406,Chattanooga,34.9671,-85.1632,61.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37407,Chattanooga,35.0358,-85.4468,67.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37408,Chattanooga,35.1555,-85.4106,66.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37409,Chattanooga,34.8976,-85.3465,66.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37410,Chattanooga,35.0951,-85.3763,64.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37411,Chattanooga,34.9414,-85.4732,66.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37412,Chattanooga,35.0932,-85.1884,67.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37413,Chattanooga,35.0907,-85.371,67.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37414,Chattanooga,35.0638,-85.1962,58.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37415,Chattanooga,35.1133,-85.1357,64.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37416,Chattanooga,35.1223,-85.2977,64.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37417,Chattanooga,35.0357,-85.4008,58.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37418,Chattanooga,35.053,-85.3714,63.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37419,Chattanooga,35.1174,-85.1895,58.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37420,Chattanooga,35.0582,-85.3824,58.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37901,Knoxville,35.9806,-83.8556,66.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37902,Knoxville,36.1059,-83.8437,63.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37903,Knoxville,35.9361,-83.8778,62.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37904,Knoxville,35.9969,-84.0337,63.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37905,Knoxville,35.8953,-84.0148,67.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37906,Knoxville,35.8615,-83.9467,60.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37907,Knoxville,35.9189,-83.7765,67.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37908,Knoxville,35.8884,-83.8143,66.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37909,Knoxville,36.0959,-83.7466,60.1,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37910,Knoxville,35.9395,-83.7964,61.8,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37911,Knoxville,35.9424,-83.9064,59.2,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37912,Knoxville,35.8986,-84.0266,63.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37913,Knoxville,35.826,-83.9278,66.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37914,Knoxville,35.9466,-83.8265,68.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37915,Knoxville,35.9807,-84.0089,63.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37916,Knoxville,35.8224,-83.9231,65.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37917,Knoxville,35.8801,-83.8696,62.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37918,Knoxville,35.9267,-83.9212,63.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37919,Knoxville,35.9123,-84.0963,63.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
37920,Knoxville,36.0378,-83.7642,65.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35801,Huntsville,34.7079,-86.7432,73.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35802,Huntsville,34.7481,-86.4382,76.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35803,Huntsville,34.7966,-86.6401,76.9,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35804,Huntsville,34.7559,-86.582,79.3,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35805,Huntsville,34.8125,-86.4995,71.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35806,Huntsville,34.7077,-86.736,77.5,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35807,Huntsville,34.8121,-86.7147,74.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35808,Huntsville,34.7777,-86.4916,73.6,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35809,Huntsville,34.8185,-86.5026,77.0,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35810,Huntsville,34.6263,-86.621,79.4,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
35811,Huntsville,34.8674,-86.6693,74.7,Tier 2,Composite - CoStar/BLS/Census,2025-Q4,https://www.costar.com
