zip_code,metro,lat,lng,hard_cost_per_sf,total_dev_cost_per_unit,construction_cost_yoy_chg_pct,data_source,as_of_date,source_url
33613,Tampa Bay,28.075,-82.6132,163.34,265596.68,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33614,Tampa Bay,28.0243,-82.5429,143.03,215079.25,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33615,Tampa Bay,27.8632,-82.5799,132.71,259745.24,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33616,Tampa Bay,27.8793,-82.5428,168.73,218395.07,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33617,Tampa Bay,27.8741,-82.3869,144.79,199426.65,2.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33618,Tampa Bay,27.9153,-82.3565,147.33,260915.53,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33619,Tampa Bay,27.8973,-82.377,151.07,231316.99,3.99,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33620,Tampa Bay,28.0208,-82.4247,172.58,209601.65,3.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33621,Tampa Bay,27.9501,-82.3987,176.1,232942.39,3.43,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33622,Tampa Bay,27.9814,-82.6047,180.43,261516.93,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33623,Tampa Bay,27.9174,-82.5239,176.97,233218.71,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33624,Tampa Bay,27.9226,-82.369,165.09,224181.49,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33625,Tampa Bay,27.9608,-82.6035,159.66,240102.28,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33626,Tampa Bay,27.8313,-82.5546,138.2,261557.56,3.85,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33627,Tampa Bay,27.8189,-82.5018,141.4,237298.47,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33628,Tampa Bay,27.9677,-82.3873,156.96,195680.1,3.52,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33629,Tampa Bay,27.8192,-82.4463,155.8,257811.02,3.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33630,Tampa Bay,28.0678,-82.4595,182.07,241995.87,3.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33631,Tampa Bay,27.8376,-82.6007,137.79,213039.37,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33632,Tampa Bay,27.8238,-82.5809,159.67,196915.4,3.7,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33633,Tampa Bay,27.9445,-82.5952,128.52,225815.02,2.92,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33634,Tampa Bay,27.8879,-82.389,180.7,215786.3,2.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33635,Tampa Bay,27.9175,-82.3407,173.81,213340.07,3.47,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33636,Tampa Bay,27.867,-82.5172,130.21,261305.62,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33637,Tampa Bay,27.8428,-82.4047,130.5,237810.47,4.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33638,Tampa Bay,27.8969,-82.5837,158.1,211584.64,2.99,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33639,Tampa Bay,27.8519,-82.4583,163.57,243540.0,3.58,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
33640,Tampa Bay,27.819,-82.3059,130.79,232462.9,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70112,New Orleans,30.0007,-90.0178,130.18,152057.33,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70113,New Orleans,29.9955,-90.2026,177.2,179635.64,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70114,New Orleans,30.0978,-90.036,176.53,177432.65,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70115,New Orleans,30.0186,-89.901,140.16,180567.22,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70116,New Orleans,30.0939,-90.0688,145.55,169950.71,2.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70117,New Orleans,30.0938,-89.9313,146.04,177538.12,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70118,New Orleans,29.8235,-90.0269,174.59,155004.4,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70119,New Orleans,29.9,-90.1187,180.65,191406.37,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70120,New Orleans,30.0111,-89.9881,158.14,184024.03,4.03,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70121,New Orleans,29.8391,-89.9342,135.51,154635.29,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70122,New Orleans,29.962,-90.212,162.54,184656.8,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70123,New Orleans,29.8127,-90.0026,158.5,189994.35,3.56,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70124,New Orleans,29.9329,-90.072,144.63,187246.48,3.42,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70125,New Orleans,29.8626,-90.0181,156.32,170823.7,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70126,New Orleans,29.9915,-90.0393,165.03,184867.72,3.87,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70127,New Orleans,29.8438,-90.215,170.71,188664.36,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70128,New Orleans,29.8668,-90.1334,146.63,137966.43,3.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70129,New Orleans,29.8485,-89.896,160.56,149385.62,3.29,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70130,New Orleans,29.8377,-89.9451,154.43,162380.88,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70131,New Orleans,30.0326,-90.1951,129.67,185787.59,3.67,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70132,New Orleans,30.0371,-90.2343,127.19,187539.43,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70133,New Orleans,29.968,-89.9595,162.8,174491.44,3.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70134,New Orleans,29.8787,-89.9503,144.26,159838.08,3.22,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70135,New Orleans,30.016,-90.1856,162.35,190621.26,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
70136,New Orleans,29.9351,-89.9513,152.03,158812.75,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23220,Richmond,37.4159,-77.5995,143.41,154448.93,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23221,Richmond,37.6849,-77.4639,154.77,169688.75,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23222,Richmond,37.4054,-77.4226,145.37,214089.46,2.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23223,Richmond,37.4967,-77.585,174.28,210045.7,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23224,Richmond,37.5448,-77.5774,175.81,175401.16,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23225,Richmond,37.4723,-77.4837,171.72,168396.9,4.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23226,Richmond,37.6595,-77.4309,134.97,207603.29,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23227,Richmond,37.4189,-77.5338,151.68,207926.25,3.53,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23228,Richmond,37.5328,-77.4454,145.93,200114.58,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23229,Richmond,37.526,-77.5971,133.32,154442.2,3.73,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23230,Richmond,37.5885,-77.5539,130.75,194038.83,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23231,Richmond,37.5199,-77.5093,137.88,192659.51,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23232,Richmond,37.4466,-77.5103,139.7,216942.31,3.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23233,Richmond,37.4853,-77.4535,147.05,189651.92,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23234,Richmond,37.6252,-77.5046,154.72,210038.97,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23235,Richmond,37.4086,-77.3644,132.23,208356.87,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23236,Richmond,37.4421,-77.4001,158.44,155538.93,3.8,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23237,Richmond,37.6444,-77.5962,151.26,157113.37,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23238,Richmond,37.5241,-77.3425,127.31,196313.03,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23239,Richmond,37.6458,-77.611,139.4,183179.19,3.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23240,Richmond,37.5877,-77.2828,172.92,177305.3,3.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23241,Richmond,37.5335,-77.3148,182.57,178449.13,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23242,Richmond,37.618,-77.5881,133.61,172904.93,3.82,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23243,Richmond,37.6746,-77.4299,173.71,201608.28,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
23244,Richmond,37.4129,-77.5491,166.14,210133.17,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35201,Birmingham,33.4901,-86.7203,177.98,150390.42,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35202,Birmingham,33.3741,-86.8958,146.14,159576.28,4.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35203,Birmingham,33.456,-86.7176,134.91,113791.71,3.42,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35204,Birmingham,33.4961,-86.9773,160.11,120996.69,3.43,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35205,Birmingham,33.6097,-86.9059,145.49,155869.01,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35206,Birmingham,33.5145,-86.707,129.87,129349.28,3.61,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35207,Birmingham,33.6256,-86.8317,150.61,135256.97,4.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35208,Birmingham,33.5024,-86.9896,173.61,143958.83,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35209,Birmingham,33.5363,-86.6368,128.6,128760.51,2.92,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35210,Birmingham,33.5389,-86.7826,168.26,144402.9,3.58,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35211,Birmingham,33.3983,-86.887,171.78,150365.48,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35212,Birmingham,33.4121,-86.9251,169.6,132921.84,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35213,Birmingham,33.5525,-86.756,150.64,139034.1,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35214,Birmingham,33.6606,-86.8263,131.83,141908.1,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35215,Birmingham,33.4282,-86.7244,143.18,135930.56,3.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35216,Birmingham,33.4336,-86.7062,148.68,124823.71,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35217,Birmingham,33.6403,-86.6336,147.97,162964.22,3.52,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35218,Birmingham,33.3932,-86.7566,163.87,144407.89,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35219,Birmingham,33.5263,-86.9559,135.01,130816.22,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35220,Birmingham,33.4906,-86.97,141.5,130297.31,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35221,Birmingham,33.5274,-86.9599,160.03,152915.16,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35222,Birmingham,33.3758,-86.956,163.28,137507.28,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35223,Birmingham,33.5678,-86.8921,144.41,157775.03,4.13,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35224,Birmingham,33.6499,-86.6487,159.12,122753.03,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35225,Birmingham,33.4204,-86.957,158.53,155230.34,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39201,Jackson,32.2271,-90.2321,178.64,125656.54,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39202,Jackson,32.1528,-90.3527,148.85,122599.88,3.79,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39203,Jackson,32.1656,-90.2184,155.9,115157.21,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39204,Jackson,32.2514,-90.3531,165.18,98612.3,4.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39205,Jackson,32.1709,-90.3045,165.83,131431.17,3.44,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39206,Jackson,32.2849,-90.3222,166.63,116537.37,3.47,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39207,Jackson,32.2956,-90.2128,149.2,135389.59,3.7,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39208,Jackson,32.2655,-90.2881,151.04,121829.37,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39209,Jackson,32.1819,-90.1096,127.88,118027.59,2.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39210,Jackson,32.1713,-90.305,145.08,99196.54,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39211,Jackson,32.4482,-90.2347,129.25,136151.64,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39212,Jackson,32.296,-90.2763,169.32,132248.26,3.37,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39213,Jackson,32.1967,-90.2215,150.15,101757.87,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39214,Jackson,32.3854,-90.3628,136.47,116795.62,3.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
39215,Jackson,32.3652,-90.304,139.71,114835.46,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72201,Little Rock,34.7682,-92.3894,130.06,137447.4,4.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72202,Little Rock,34.7976,-92.1628,131.93,159471.5,3.56,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72203,Little Rock,34.6219,-92.3923,156.51,145400.82,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72204,Little Rock,34.7488,-92.4652,127.98,162545.09,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72205,Little Rock,34.7948,-92.249,145.27,136299.79,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72206,Little Rock,34.6569,-92.1649,178.09,159511.41,2.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72207,Little Rock,34.7913,-92.2076,138.09,126315.6,3.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72208,Little Rock,34.7869,-92.3467,171.43,118975.9,3.48,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72209,Little Rock,34.8213,-92.4585,161.14,127577.97,3.15,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72210,Little Rock,34.8875,-92.1108,172.73,150250.72,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72211,Little Rock,34.6962,-92.2345,157.49,117788.38,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72212,Little Rock,34.6491,-92.124,174.7,131789.2,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72213,Little Rock,34.8331,-92.4152,139.14,160649.04,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72214,Little Rock,34.6539,-92.422,178.41,148978.37,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72215,Little Rock,34.5972,-92.1171,131.63,143150.52,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72216,Little Rock,34.8815,-92.2356,176.52,144777.12,2.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72217,Little Rock,34.6064,-92.3915,129.59,121914.78,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72218,Little Rock,34.8266,-92.1155,165.88,161557.15,3.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72219,Little Rock,34.6087,-92.1653,130.5,140201.66,2.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
72220,Little Rock,34.7655,-92.4348,154.47,157186.26,3.37,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37401,Chattanooga,35.1461,-85.4534,160.94,142858.7,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37402,Chattanooga,34.9016,-85.1394,145.4,173126.29,3.44,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37403,Chattanooga,34.9809,-85.4578,156.56,147223.65,3.53,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37404,Chattanooga,34.9264,-85.3973,148.43,142448.57,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37405,Chattanooga,34.953,-85.1991,178.66,164156.16,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37406,Chattanooga,34.9671,-85.1632,156.06,160318.52,3.62,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37407,Chattanooga,35.0358,-85.4468,127.51,166406.02,2.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37408,Chattanooga,35.1555,-85.4106,174.16,190732.58,3.79,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37409,Chattanooga,34.8976,-85.3465,172.8,160160.32,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37410,Chattanooga,35.0951,-85.3763,140.94,182061.26,3.83,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37411,Chattanooga,34.9414,-85.4732,136.39,181563.25,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37412,Chattanooga,35.0932,-85.1884,177.35,171427.18,3.19,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37413,Chattanooga,35.0907,-85.371,181.86,169569.88,3.37,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37414,Chattanooga,35.0638,-85.1962,146.71,189168.23,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37415,Chattanooga,35.1133,-85.1357,139.43,167109.1,3.48,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37416,Chattanooga,35.1223,-85.2977,156.87,176003.06,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37417,Chattanooga,35.0357,-85.4008,139.83,170864.71,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37418,Chattanooga,35.053,-85.3714,159.03,162123.09,3.67,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37419,Chattanooga,35.1174,-85.1895,160.14,152069.04,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37420,Chattanooga,35.0582,-85.3824,160.64,159234.6,3.63,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37901,Knoxville,35.9806,-83.8556,180.61,176501.07,3.75,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37902,Knoxville,36.1059,-83.8437,147.81,147903.29,3.03,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37903,Knoxville,35.9361,-83.8778,169.28,148448.18,3.18,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37904,Knoxville,35.9969,-84.0337,128.16,178235.34,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37905,Knoxville,35.8953,-84.0148,180.13,166652.09,3.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37906,Knoxville,35.8615,-83.9467,148.09,188119.47,3.44,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37907,Knoxville,35.9189,-83.7765,175.33,149871.92,3.69,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37908,Knoxville,35.8884,-83.8143,168.41,169786.66,3.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37909,Knoxville,36.0959,-83.7466,137.41,189138.94,3.55,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37910,Knoxville,35.9395,-83.7964,179.25,137157.89,3.41,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37911,Knoxville,35.9424,-83.9064,179.41,182037.83,3.74,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37912,Knoxville,35.8986,-84.0266,142.36,157875.31,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37913,Knoxville,35.826,-83.9278,147.2,137737.93,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37914,Knoxville,35.9466,-83.8265,163.72,171655.68,3.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37915,Knoxville,35.9807,-84.0089,168.45,167144.25,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37916,Knoxville,35.8224,-83.9231,137.37,156310.96,2.98,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37917,Knoxville,35.8801,-83.8696,153.92,149215.71,4.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37918,Knoxville,35.9267,-83.9212,175.26,140602.98,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37919,Knoxville,35.9123,-84.0963,165.59,155314.93,3.58,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
37920,Knoxville,36.0378,-83.7642,165.75,163025.37,3.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35801,Huntsville,34.7079,-86.7432,136.67,157887.03,2.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35802,Huntsville,34.7481,-86.4382,162.42,133999.89,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35803,Huntsville,34.7966,-86.6401,180.56,172821.62,3.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35804,Huntsville,34.7559,-86.582,133.52,158344.03,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35805,Huntsville,34.8125,-86.4995,155.63,167284.87,3.26,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35806,Huntsville,34.7077,-86.736,131.45,146807.66,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35807,Huntsville,34.8121,-86.7147,164.38,135318.16,3.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35808,Huntsville,34.7777,-86.4916,166.17,149121.97,3.26,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35809,Huntsville,34.8185,-86.5026,138.26,164665.89,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35810,Huntsville,34.6263,-86.621,178.22,190211.13,3.73,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35811,Huntsville,34.8674,-86.6693,137.41,162427.76,3.81,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35812,Huntsville,34.8036,-86.6961,174.31,169968.29,2.9,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35813,Huntsville,34.727,-86.7408,163.04,187744.49,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35814,Huntsville,34.7605,-86.5112,155.2,187656.61,4.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35815,Huntsville,34.6437,-86.6057,135.41,163458.94,3.64,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35816,Huntsville,34.5926,-86.656,131.81,164343.65,4.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35817,Huntsville,34.7372,-86.4676,150.51,161455.16,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
35818,Huntsville,34.8734,-86.6638,167.98,180784.0,3.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
