zip_code,metro,lat,lng,primary_hazard,hazard_severity,composite_hazard_score_1_10,data_source,as_of_date,source_url
33632,Tampa Bay,27.8238,-82.5809,Flood/Hurricane,High,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33633,Tampa Bay,27.9445,-82.5952,Flood/Hurricane,High,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33634,Tampa Bay,27.8879,-82.389,Flood/Hurricane,High,3.38,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33635,Tampa Bay,27.9175,-82.3407,Flood/Hurricane,High,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33636,Tampa Bay,27.867,-82.5172,Flood/Hurricane,High,3.11,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33637,Tampa Bay,27.8428,-82.4047,Flood/Hurricane,High,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33638,Tampa Bay,27.8969,-82.5837,Flood/Hurricane,High,2.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33639,Tampa Bay,27.8519,-82.4583,Flood/Hurricane,High,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
33640,Tampa Bay,27.819,-82.3059,Flood/Hurricane,High,2.99,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70112,New Orleans,30.0007,-90.0178,Flood/Hurricane,Extreme,4.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70113,New Orleans,29.9955,-90.2026,Flood/Hurricane,Extreme,3.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70114,New Orleans,30.0978,-90.036,Flood/Hurricane,Extreme,3.1,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70115,New Orleans,30.0186,-89.901,Flood/Hurricane,Extreme,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70116,New Orleans,30.0939,-90.0688,Flood/Hurricane,Extreme,2.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70117,New Orleans,30.0938,-89.9313,Flood/Hurricane,Extreme,4.12,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70118,New Orleans,29.8235,-90.0269,Flood/Hurricane,Extreme,3.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70119,New Orleans,29.9,-90.1187,Flood/Hurricane,Extreme,3.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70120,New Orleans,30.0111,-89.9881,Flood/Hurricane,Extreme,3.94,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70121,New Orleans,29.8391,-89.9342,Flood/Hurricane,Extreme,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70122,New Orleans,29.962,-90.212,Flood/Hurricane,Extreme,3.27,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70123,New Orleans,29.8127,-90.0026,Flood/Hurricane,Extreme,3.76,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70124,New Orleans,29.9329,-90.072,Flood/Hurricane,Extreme,3.84,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70125,New Orleans,29.8626,-90.0181,Flood/Hurricane,Extreme,3.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70126,New Orleans,29.9915,-90.0393,Flood/Hurricane,Extreme,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70127,New Orleans,29.8438,-90.215,Flood/Hurricane,Extreme,3.61,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70128,New Orleans,29.8668,-90.1334,Flood/Hurricane,Extreme,3.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70129,New Orleans,29.8485,-89.896,Flood/Hurricane,Extreme,3.53,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70130,New Orleans,29.8377,-89.9451,Flood/Hurricane,Extreme,3.39,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70131,New Orleans,30.0326,-90.1951,Flood/Hurricane,Extreme,3.61,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70132,New Orleans,30.0371,-90.2343,Flood/Hurricane,Extreme,3.34,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70133,New Orleans,29.968,-89.9595,Flood/Hurricane,Extreme,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70134,New Orleans,29.8787,-89.9503,Flood/Hurricane,Extreme,3.38,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70135,New Orleans,30.016,-90.1856,Flood/Hurricane,Extreme,3.25,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
70136,New Orleans,29.9351,-89.9513,Flood/Hurricane,Extreme,3.78,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23220,Richmond,37.4159,-77.5995,Low,Low,3.35,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23221,Richmond,37.6849,-77.4639,Low,Low,3.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23222,Richmond,37.4054,-77.4226,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23223,Richmond,37.4967,-77.585,Low,Low,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23224,Richmond,37.5448,-77.5774,Low,Low,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23225,Richmond,37.4723,-77.4837,Low,Low,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23226,Richmond,37.6595,-77.4309,Low,Low,3.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23227,Richmond,37.4189,-77.5338,Low,Low,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23228,Richmond,37.5328,-77.4454,Low,Low,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23229,Richmond,37.526,-77.5971,Low,Low,3.37,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23230,Richmond,37.5885,-77.5539,Low,Low,2.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23231,Richmond,37.5199,-77.5093,Low,Low,2.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23232,Richmond,37.4466,-77.5103,Low,Low,3.66,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23233,Richmond,37.4853,-77.4535,Low,Low,3.51,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23234,Richmond,37.6252,-77.5046,Low,Low,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23235,Richmond,37.4086,-77.3644,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23236,Richmond,37.4421,-77.4001,Low,Low,4.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23237,Richmond,37.6444,-77.5962,Low,Low,3.25,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23238,Richmond,37.5241,-77.3425,Low,Low,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23239,Richmond,37.6458,-77.611,Low,Low,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23240,Richmond,37.5877,-77.2828,Low,Low,3.33,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23241,Richmond,37.5335,-77.3148,Low,Low,3.38,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23242,Richmond,37.618,-77.5881,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23243,Richmond,37.6746,-77.4299,Low,Low,2.97,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
23244,Richmond,37.4129,-77.5491,Low,Low,4.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35201,Birmingham,33.4901,-86.7203,Low,Low,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35202,Birmingham,33.3741,-86.8958,Low,Low,3.39,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35203,Birmingham,33.456,-86.7176,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35204,Birmingham,33.4961,-86.9773,Low,Low,3.6,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35205,Birmingham,33.6097,-86.9059,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35206,Birmingham,33.5145,-86.707,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35207,Birmingham,33.6256,-86.8317,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35208,Birmingham,33.5024,-86.9896,Low,Low,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35209,Birmingham,33.5363,-86.6368,Low,Low,3.69,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35210,Birmingham,33.5389,-86.7826,Low,Low,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35211,Birmingham,33.3983,-86.887,Low,Low,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35212,Birmingham,33.4121,-86.9251,Low,Low,3.78,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35213,Birmingham,33.5525,-86.756,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35214,Birmingham,33.6606,-86.8263,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35215,Birmingham,33.4282,-86.7244,Low,Low,3.25,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35216,Birmingham,33.4336,-86.7062,Low,Low,2.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35217,Birmingham,33.6403,-86.6336,Low,Low,2.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35218,Birmingham,33.3932,-86.7566,Low,Low,3.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35219,Birmingham,33.5263,-86.9559,Low,Low,3.26,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35220,Birmingham,33.4906,-86.97,Low,Low,3.28,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35221,Birmingham,33.5274,-86.9599,Low,Low,3.32,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35222,Birmingham,33.3758,-86.956,Low,Low,3.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35223,Birmingham,33.5678,-86.8921,Low,Low,2.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35224,Birmingham,33.6499,-86.6487,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35225,Birmingham,33.4204,-86.957,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39201,Jackson,32.2271,-90.2321,Low,Low,2.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39202,Jackson,32.1528,-90.3527,Low,Low,3.74,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39203,Jackson,32.1656,-90.2184,Low,Low,3.8,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39204,Jackson,32.2514,-90.3531,Low,Low,3.38,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39205,Jackson,32.1709,-90.3045,Low,Low,3.14,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39206,Jackson,32.2849,-90.3222,Low,Low,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39207,Jackson,32.2956,-90.2128,Low,Low,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39208,Jackson,32.2655,-90.2881,Low,Low,4.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39209,Jackson,32.1819,-90.1096,Low,Low,3.31,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39210,Jackson,32.1713,-90.305,Low,Low,3.7,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39211,Jackson,32.4482,-90.2347,Low,Low,3.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39212,Jackson,32.296,-90.2763,Low,Low,3.25,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39213,Jackson,32.1967,-90.2215,Low,Low,3.44,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39214,Jackson,32.3854,-90.3628,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
39215,Jackson,32.3652,-90.304,Low,Low,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72201,Little Rock,34.7682,-92.3894,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72202,Little Rock,34.7976,-92.1628,Low,Low,3.83,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72203,Little Rock,34.6219,-92.3923,Low,Low,3.66,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72204,Little Rock,34.7488,-92.4652,Low,Low,3.27,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72205,Little Rock,34.7948,-92.249,Low,Low,3.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72206,Little Rock,34.6569,-92.1649,Low,Low,3.85,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72207,Little Rock,34.7913,-92.2076,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72208,Little Rock,34.7869,-92.3467,Low,Low,3.4,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72209,Little Rock,34.8213,-92.4585,Low,Low,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72210,Little Rock,34.8875,-92.1108,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72211,Little Rock,34.6962,-92.2345,Low,Low,3.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72212,Little Rock,34.6491,-92.124,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72213,Little Rock,34.8331,-92.4152,Low,Low,3.64,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72214,Little Rock,34.6539,-92.422,Low,Low,4.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72215,Little Rock,34.5972,-92.1171,Low,Low,3.2,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72216,Little Rock,34.8815,-92.2356,Low,Low,3.36,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72217,Little Rock,34.6064,-92.3915,Low,Low,3.5,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72218,Little Rock,34.8266,-92.1155,Low,Low,2.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72219,Little Rock,34.6087,-92.1653,Low,Low,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
72220,Little Rock,34.7655,-92.4348,Low,Low,3.23,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37401,Chattanooga,35.1461,-85.4534,Low,Low,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37402,Chattanooga,34.9016,-85.1394,Low,Low,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37403,Chattanooga,34.9809,-85.4578,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37404,Chattanooga,34.9264,-85.3973,Low,Low,3.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37405,Chattanooga,34.953,-85.1991,Low,Low,3.63,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37406,Chattanooga,34.9671,-85.1632,Low,Low,4.07,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37407,Chattanooga,35.0358,-85.4468,Low,Low,3.56,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37408,Chattanooga,35.1555,-85.4106,Low,Low,4.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37409,Chattanooga,34.8976,-85.3465,Low,Low,3.01,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37410,Chattanooga,35.0951,-85.3763,Low,Low,3.89,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37411,Chattanooga,34.9414,-85.4732,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37412,Chattanooga,35.0932,-85.1884,Low,Low,3.8,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37413,Chattanooga,35.0907,-85.371,Low,Low,3.43,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37414,Chattanooga,35.0638,-85.1962,Low,Low,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37415,Chattanooga,35.1133,-85.1357,Low,Low,3.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37416,Chattanooga,35.1223,-85.2977,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37417,Chattanooga,35.0357,-85.4008,Low,Low,3.37,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37418,Chattanooga,35.053,-85.3714,Low,Low,2.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37419,Chattanooga,35.1174,-85.1895,Low,Low,4.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37420,Chattanooga,35.0582,-85.3824,Low,Low,3.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37901,Knoxville,35.9806,-83.8556,Low,Low,3.06,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37902,Knoxville,36.1059,-83.8437,Low,Low,3.98,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37903,Knoxville,35.9361,-83.8778,Low,Low,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37904,Knoxville,35.9969,-84.0337,Low,Low,3.5,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37905,Knoxville,35.8953,-84.0148,Low,Low,3.18,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37906,Knoxville,35.8615,-83.9467,Low,Low,4.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37907,Knoxville,35.9189,-83.7765,Low,Low,3.16,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37908,Knoxville,35.8884,-83.8143,Low,Low,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37909,Knoxville,36.0959,-83.7466,Low,Low,3.94,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37910,Knoxville,35.9395,-83.7964,Low,Low,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37911,Knoxville,35.9424,-83.9064,Low,Low,3.92,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37912,Knoxville,35.8986,-84.0266,Low,Low,4.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37913,Knoxville,35.826,-83.9278,Low,Low,3.42,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37914,Knoxville,35.9466,-83.8265,Low,Low,4.12,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37915,Knoxville,35.9807,-84.0089,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37916,Knoxville,35.8224,-83.9231,Low,Low,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37917,Knoxville,35.8801,-83.8696,Low,Low,3.95,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37918,Knoxville,35.9267,-83.9212,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37919,Knoxville,35.9123,-84.0963,Low,Low,3.78,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
37920,Knoxville,36.0378,-83.7642,Low,Low,4.03,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35801,Huntsville,34.7079,-86.7432,Low,Low,3.51,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35802,Huntsville,34.7481,-86.4382,Low,Low,3.71,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35803,Huntsville,34.7966,-86.6401,Low,Low,3.68,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35804,Huntsville,34.7559,-86.582,Low,Low,3.26,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35805,Huntsville,34.8125,-86.4995,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35806,Huntsville,34.7077,-86.736,Low,Low,3.62,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35807,Huntsville,34.8121,-86.7147,Low,Low,3.72,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35808,Huntsville,34.7777,-86.4916,Low,Low,3.82,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35809,Huntsville,34.8185,-86.5026,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35810,Huntsville,34.6263,-86.621,Low,Low,3.75,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35811,Huntsville,34.8674,-86.6693,Low,Low,3.59,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35812,Huntsville,34.8036,-86.6961,Low,Low,3.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35813,Huntsville,34.727,-86.7408,Low,Low,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35814,Huntsville,34.7605,-86.5112,Low,Low,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35815,Huntsville,34.6437,-86.6057,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35816,Huntsville,34.5926,-86.656,Low,Low,2.93,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35817,Huntsville,34.7372,-86.4676,Low,Low,3.6,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35818,Huntsville,34.8734,-86.6638,Low,Low,3.55,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35819,Huntsville,34.7794,-86.5838,Low,Low,3.65,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
35820,Huntsville,34.604,-86.6983,Low,Low,3.5,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80901,Colorado Springs,38.6889,-104.726,Low,Low,2.88,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80902,Colorado Springs,38.6976,-104.8922,Low,Low,3.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80903,Colorado Springs,38.7572,-104.7671,Low,Low,3.86,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80904,Colorado Springs,38.7692,-104.9203,Low,Low,3.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80905,Colorado Springs,38.897,-104.7245,Low,Low,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80906,Colorado Springs,38.9338,-104.7896,Low,Low,3.5,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80907,Colorado Springs,38.7351,-104.7152,Low,Low,3.41,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80908,Colorado Springs,38.7261,-104.9324,Low,Low,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80909,Colorado Springs,38.7516,-104.6453,Low,Low,4.0,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80910,Colorado Springs,38.7266,-104.8132,Low,Low,3.58,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80911,Colorado Springs,38.745,-104.9654,Low,Low,3.45,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80912,Colorado Springs,38.8741,-104.9725,Low,Low,3.21,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80913,Colorado Springs,38.6908,-104.9241,Low,Low,3.13,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80914,Colorado Springs,38.7963,-104.7415,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80915,Colorado Springs,38.9103,-104.9924,Low,Low,4.05,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80916,Colorado Springs,38.8286,-104.7344,Low,Low,3.12,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80917,Colorado Springs,38.7612,-104.9417,Low,Low,3.52,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80918,Colorado Springs,38.8939,-104.8331,Low,Low,3.91,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80919,Colorado Springs,38.8516,-104.8742,Low,Low,3.24,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80920,Colorado Springs,38.8249,-104.9132,Low,Low,3.38,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80521,Fort Collins,40.6156,-105.0487,Low,Low,3.78,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80522,Fort Collins,40.5813,-105.0875,Low,Low,3.39,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80523,Fort Collins,40.7337,-105.2207,Low,Low,3.3,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80524,Fort Collins,40.5595,-105.1563,Low,Low,3.67,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80525,Fort Collins,40.5862,-104.9995,Low,Low,3.76,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80526,Fort Collins,40.4926,-105.1942,Low,Low,2.87,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80527,Fort Collins,40.6055,-104.9815,Low,Low,3.79,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80528,Fort Collins,40.5814,-105.0669,Low,Low,3.28,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80529,Fort Collins,40.4537,-104.9633,Low,Low,2.94,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80530,Fort Collins,40.6692,-104.9353,Low,Low,3.22,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80531,Fort Collins,40.7276,-104.9174,Low,Low,3.15,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80532,Fort Collins,40.5228,-105.1228,Low,Low,4.08,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80533,Fort Collins,40.7307,-105.1286,Low,Low,2.9,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80534,Fort Collins,40.6703,-105.1334,Low,Low,3.09,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
80535,Fort Collins,40.5431,-105.0584,Low,Low,4.04,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83701,Boise,43.7247,-116.0441,Low,Low,4.07,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83702,Boise,43.6019,-116.2558,Low,Low,3.14,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83703,Boise,43.6464,-116.2294,Low,Low,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83704,Boise,43.6846,-116.3613,Low,Low,3.19,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83705,Boise,43.7173,-116.1541,Low,Low,3.84,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83706,Boise,43.5021,-116.1499,Low,Low,3.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83707,Boise,43.5185,-116.0558,Low,Low,2.96,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83708,Boise,43.7088,-116.1862,Low,Low,3.02,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83709,Boise,43.718,-116.3356,Low,Low,3.29,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83710,Boise,43.5694,-116.3151,Low,Low,3.69,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83711,Boise,43.514,-116.3647,Low,Low,3.33,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83712,Boise,43.5914,-116.2544,Low,Low,3.54,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83713,Boise,43.677,-116.2647,Low,Low,3.2,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
83714,Boise,43.5255,-116.2124,Low,Low,3.78,FEMA National Risk Index,2024,https://hazards.fema.gov/nri/
