zip_code,metro,lat,lng,median_household_income,median_wage_growth_yoy_pct,rent_to_income_ratio_pct,pct_cost_burdened_renters,data_source,as_of_date,source_url
30302,Atlanta,33.7843,-84.5077,73378.02,3.67,29.2,32.67,US Census ACS / BLS,2023,https://data.census.gov
30303,Atlanta,33.8691,-84.2169,64612.95,4.43,26.8,44.16,US Census ACS / BLS,2023,https://data.census.gov
30304,Atlanta,33.6691,-84.3432,79430.08,4.12,29.5,35.64,US Census ACS / BLS,2023,https://data.census.gov
30305,Atlanta,33.6405,-84.5007,65730.07,3.45,24.5,36.0,US Census ACS / BLS,2023,https://data.census.gov
30306,Atlanta,33.6416,-84.261,68862.9,3.25,25.3,40.43,US Census ACS / BLS,2023,https://data.census.gov
30307,Atlanta,33.6855,-84.3346,61347.54,3.73,30.5,40.25,US Census ACS / BLS,2023,https://data.census.gov
30308,Atlanta,33.6175,-84.5153,73073.57,4.32,21.5,44.51,US Census ACS / BLS,2023,https://data.census.gov
30309,Atlanta,33.8503,-84.3847,59422.66,3.67,25.9,42.07,US Census ACS / BLS,2023,https://data.census.gov
30310,Atlanta,33.6767,-84.3137,74829.04,3.36,20.7,43.48,US Census ACS / BLS,2023,https://data.census.gov
30311,Atlanta,33.8121,-84.4768,61588.15,3.98,38.9,39.54,US Census ACS / BLS,2023,https://data.census.gov
30312,Atlanta,33.7825,-84.4446,72302.64,3.46,22.1,34.81,US Census ACS / BLS,2023,https://data.census.gov
30313,Atlanta,33.7139,-84.3013,69901.45,4.3,26.0,34.52,US Census ACS / BLS,2023,https://data.census.gov
30314,Atlanta,33.829,-84.2776,57539.52,3.98,32.7,33.0,US Census ACS / BLS,2023,https://data.census.gov
30315,Atlanta,33.6185,-84.2108,77686.89,3.84,23.1,42.13,US Census ACS / BLS,2023,https://data.census.gov
30316,Atlanta,33.679,-84.4161,60655.17,3.32,37.6,34.21,US Census ACS / BLS,2023,https://data.census.gov
30317,Atlanta,33.7681,-84.2439,63208.58,3.12,27.3,42.05,US Census ACS / BLS,2023,https://data.census.gov
30318,Atlanta,33.7312,-84.4282,74986.17,3.29,30.2,40.22,US Census ACS / BLS,2023,https://data.census.gov
30319,Atlanta,33.6901,-84.3939,66012.42,4.03,32.7,38.16,US Census ACS / BLS,2023,https://data.census.gov
30320,Atlanta,33.8346,-84.2937,68867.81,3.76,27.9,40.29,US Census ACS / BLS,2023,https://data.census.gov
30321,Atlanta,33.7097,-84.5555,57573.89,3.86,31.0,45.38,US Census ACS / BLS,2023,https://data.census.gov
30322,Atlanta,33.8129,-84.3516,77456.1,4.27,21.9,37.3,US Census ACS / BLS,2023,https://data.census.gov
30323,Atlanta,33.85,-84.5186,64671.88,3.84,26.8,43.36,US Census ACS / BLS,2023,https://data.census.gov
30324,Atlanta,33.8471,-84.2499,59506.14,3.13,23.1,38.93,US Census ACS / BLS,2023,https://data.census.gov
30325,Atlanta,33.7929,-84.5162,67151.63,4.23,36.0,33.21,US Census ACS / BLS,2023,https://data.census.gov
30326,Atlanta,33.7343,-84.4713,62607.05,3.69,32.8,38.01,US Census ACS / BLS,2023,https://data.census.gov
30327,Atlanta,33.8831,-84.3554,77210.58,3.16,34.4,32.07,US Census ACS / BLS,2023,https://data.census.gov
30328,Atlanta,33.6154,-84.4774,71232.17,4.13,31.5,37.65,US Census ACS / BLS,2023,https://data.census.gov
30329,Atlanta,33.8191,-84.3446,79314.69,4.03,24.9,37.14,US Census ACS / BLS,2023,https://data.census.gov
30330,Atlanta,33.812,-84.3085,61092.2,3.24,24.4,33.74,US Census ACS / BLS,2023,https://data.census.gov
30331,Atlanta,33.6354,-84.2173,61239.51,3.59,30.8,39.23,US Census ACS / BLS,2023,https://data.census.gov
30332,Atlanta,33.7829,-84.5458,58678.73,3.54,28.5,41.37,US Census ACS / BLS,2023,https://data.census.gov
30333,Atlanta,33.8461,-84.2304,62391.0,3.54,21.6,34.84,US Census ACS / BLS,2023,https://data.census.gov
30334,Atlanta,33.7964,-84.4668,69616.65,3.96,26.7,34.65,US Census ACS / BLS,2023,https://data.census.gov
30335,Atlanta,33.857,-84.2456,56667.93,3.57,33.3,41.34,US Census ACS / BLS,2023,https://data.census.gov
30336,Atlanta,33.7576,-84.2388,63213.49,3.49,25.7,35.25,US Census ACS / BLS,2023,https://data.census.gov
30337,Atlanta,33.7821,-84.5509,61126.57,3.64,29.2,38.88,US Census ACS / BLS,2023,https://data.census.gov
30338,Atlanta,33.7561,-84.4666,60959.62,4.08,23.3,32.65,US Census ACS / BLS,2023,https://data.census.gov
30339,Atlanta,33.8044,-84.301,62383.63,3.8,29.8,35.75,US Census ACS / BLS,2023,https://data.census.gov
30340,Atlanta,33.6427,-84.5585,80075.8,4.06,27.8,42.48,US Census ACS / BLS,2023,https://data.census.gov
30341,Atlanta,33.7157,-84.3463,78686.16,3.45,31.9,34.6,US Census ACS / BLS,2023,https://data.census.gov
30342,Atlanta,33.8401,-84.2498,72086.58,3.58,28.7,41.21,US Census ACS / BLS,2023,https://data.census.gov
30343,Atlanta,33.8916,-84.4861,71229.72,3.73,30.5,42.17,US Census ACS / BLS,2023,https://data.census.gov
30344,Atlanta,33.6707,-84.5146,69353.94,3.36,27.1,40.79,US Census ACS / BLS,2023,https://data.census.gov
30345,Atlanta,33.6784,-84.2327,73724.2,4.17,28.5,35.19,US Census ACS / BLS,2023,https://data.census.gov
30346,Atlanta,33.8724,-84.4921,65678.51,3.44,28.6,36.84,US Census ACS / BLS,2023,https://data.census.gov
30347,Atlanta,33.7646,-84.4745,57257.17,3.81,30.1,36.85,US Census ACS / BLS,2023,https://data.census.gov
30348,Atlanta,33.7457,-84.2163,67267.02,3.16,26.2,41.7,US Census ACS / BLS,2023,https://data.census.gov
30349,Atlanta,33.6097,-84.5652,62140.57,3.76,33.6,42.95,US Census ACS / BLS,2023,https://data.census.gov
30350,Atlanta,33.7522,-84.4205,76017.36,3.96,29.8,40.29,US Census ACS / BLS,2023,https://data.census.gov
68101,Omaha,41.2361,-96.0665,60602.77,3.17,22.5,39.91,US Census ACS / BLS,2023,https://data.census.gov
68102,Omaha,41.1386,-95.8628,61533.51,3.88,22.6,36.54,US Census ACS / BLS,2023,https://data.census.gov
68103,Omaha,41.3973,-96.0745,51909.13,4.19,18.3,38.65,US Census ACS / BLS,2023,https://data.census.gov
68104,Omaha,41.3093,-95.9123,58759.14,3.6,27.1,37.93,US Census ACS / BLS,2023,https://data.census.gov
68105,Omaha,41.2773,-95.8126,67609.02,3.75,26.9,33.82,US Census ACS / BLS,2023,https://data.census.gov
68106,Omaha,41.3644,-95.8281,62598.18,3.29,18.0,35.45,US Census ACS / BLS,2023,https://data.census.gov
68107,Omaha,41.3361,-96.0439,54612.08,4.16,27.0,43.47,US Census ACS / BLS,2023,https://data.census.gov
68108,Omaha,41.2045,-95.8951,62379.44,3.45,19.5,36.83,US Census ACS / BLS,2023,https://data.census.gov
68109,Omaha,41.1369,-95.8479,62633.89,3.92,24.6,45.37,US Census ACS / BLS,2023,https://data.census.gov
68110,Omaha,41.2698,-95.8211,67013.07,3.35,24.1,43.24,US Census ACS / BLS,2023,https://data.census.gov
68111,Omaha,41.2656,-95.993,72262.74,3.68,18.2,34.2,US Census ACS / BLS,2023,https://data.census.gov
68112,Omaha,41.2546,-95.9994,60236.72,3.96,24.5,40.6,US Census ACS / BLS,2023,https://data.census.gov
68113,Omaha,41.2894,-95.9594,53748.3,4.03,23.4,34.13,US Census ACS / BLS,2023,https://data.census.gov
68114,Omaha,41.2942,-96.0055,57754.74,3.77,24.0,35.24,US Census ACS / BLS,2023,https://data.census.gov
68115,Omaha,41.2873,-95.9191,57937.76,4.4,24.1,40.35,US Census ACS / BLS,2023,https://data.census.gov
68116,Omaha,41.3885,-95.8924,51672.54,4.37,25.0,35.29,US Census ACS / BLS,2023,https://data.census.gov
68117,Omaha,41.2679,-96.0172,73153.3,3.95,25.0,35.81,US Census ACS / BLS,2023,https://data.census.gov
68118,Omaha,41.3808,-95.8245,57399.85,3.39,19.5,37.49,US Census ACS / BLS,2023,https://data.census.gov
68119,Omaha,41.1069,-95.8789,64988.65,3.4,25.8,36.56,US Census ACS / BLS,2023,https://data.census.gov
68120,Omaha,41.3087,-95.9284,71829.73,4.28,17.8,40.59,US Census ACS / BLS,2023,https://data.census.gov
27601,Raleigh-Durham,35.8508,-78.6334,76326.81,3.92,31.3,43.06,US Census ACS / BLS,2023,https://data.census.gov
27602,Raleigh-Durham,35.7796,-78.7659,87984.06,3.35,24.2,36.39,US Census ACS / BLS,2023,https://data.census.gov
27603,Raleigh-Durham,35.802,-78.8069,79723.66,4.06,28.1,34.23,US Census ACS / BLS,2023,https://data.census.gov
27604,Raleigh-Durham,35.6392,-78.7836,71073.27,3.92,23.9,38.18,US Census ACS / BLS,2023,https://data.census.gov
27605,Raleigh-Durham,35.7972,-78.7508,82577.92,3.92,20.4,32.34,US Census ACS / BLS,2023,https://data.census.gov
27606,Raleigh-Durham,35.6972,-78.7052,84963.06,3.31,25.9,40.41,US Census ACS / BLS,2023,https://data.census.gov
27607,Raleigh-Durham,35.7707,-78.6226,92095.89,3.19,32.0,36.34,US Census ACS / BLS,2023,https://data.census.gov
27608,Raleigh-Durham,35.853,-78.5836,76680.06,4.26,28.3,40.9,US Census ACS / BLS,2023,https://data.census.gov
27609,Raleigh-Durham,35.8998,-78.7203,74275.13,4.15,22.4,45.31,US Census ACS / BLS,2023,https://data.census.gov
27610,Raleigh-Durham,35.8639,-78.5264,84570.25,4.37,27.2,39.35,US Census ACS / BLS,2023,https://data.census.gov
27611,Raleigh-Durham,35.837,-78.6657,69527.45,3.35,25.7,37.4,US Census ACS / BLS,2023,https://data.census.gov
27612,Raleigh-Durham,35.8887,-78.7934,68795.52,3.27,28.8,44.46,US Census ACS / BLS,2023,https://data.census.gov
27613,Raleigh-Durham,35.7799,-78.6616,71658.25,4.28,30.5,45.35,US Census ACS / BLS,2023,https://data.census.gov
27614,Raleigh-Durham,35.6692,-78.7297,91259.39,3.36,28.7,40.8,US Census ACS / BLS,2023,https://data.census.gov
27615,Raleigh-Durham,35.8889,-78.7542,87243.64,4.37,20.2,38.24,US Census ACS / BLS,2023,https://data.census.gov
27616,Raleigh-Durham,35.8911,-78.467,64960.63,4.2,29.5,33.77,US Census ACS / BLS,2023,https://data.census.gov
27617,Raleigh-Durham,35.717,-78.4878,87984.06,3.67,26.5,41.23,US Census ACS / BLS,2023,https://data.census.gov
27618,Raleigh-Durham,35.7076,-78.5006,67566.21,3.79,24.0,37.38,US Census ACS / BLS,2023,https://data.census.gov
27619,Raleigh-Durham,35.8838,-78.6927,91426.12,3.76,21.7,38.03,US Census ACS / BLS,2023,https://data.census.gov
27620,Raleigh-Durham,35.9064,-78.5947,80206.9,3.23,25.5,44.53,US Census ACS / BLS,2023,https://data.census.gov
27621,Raleigh-Durham,35.6376,-78.4659,73718.41,3.78,26.1,40.73,US Census ACS / BLS,2023,https://data.census.gov
27622,Raleigh-Durham,35.6989,-78.7593,71680.86,3.69,29.2,40.55,US Census ACS / BLS,2023,https://data.census.gov
27623,Raleigh-Durham,35.9188,-78.7907,76326.81,3.68,24.9,31.99,US Census ACS / BLS,2023,https://data.census.gov
27624,Raleigh-Durham,35.6915,-78.6916,77217.0,4.41,22.2,38.78,US Census ACS / BLS,2023,https://data.census.gov
27625,Raleigh-Durham,35.84,-78.7867,85033.71,4.03,20.3,37.39,US Census ACS / BLS,2023,https://data.census.gov
27626,Raleigh-Durham,35.9111,-78.6602,70431.77,3.85,31.6,42.05,US Census ACS / BLS,2023,https://data.census.gov
27627,Raleigh-Durham,35.7371,-78.5578,77968.71,4.45,33.2,36.33,US Census ACS / BLS,2023,https://data.census.gov
27628,Raleigh-Durham,35.9139,-78.4949,80365.16,3.53,20.8,31.83,US Census ACS / BLS,2023,https://data.census.gov
27629,Raleigh-Durham,35.7701,-78.6401,71240.01,4.15,22.9,44.21,US Census ACS / BLS,2023,https://data.census.gov
27630,Raleigh-Durham,35.6633,-78.5875,86347.8,4.32,34.6,42.85,US Census ACS / BLS,2023,https://data.census.gov
27631,Raleigh-Durham,35.9181,-78.5901,85977.6,3.17,31.4,32.56,US Census ACS / BLS,2023,https://data.census.gov
27632,Raleigh-Durham,35.7884,-78.5421,73407.55,4.01,20.3,38.96,US Census ACS / BLS,2023,https://data.census.gov
27633,Raleigh-Durham,35.9076,-78.4736,91920.67,3.99,19.8,39.08,US Census ACS / BLS,2023,https://data.census.gov
27634,Raleigh-Durham,35.8847,-78.7091,75784.21,4.2,33.7,43.53,US Census ACS / BLS,2023,https://data.census.gov
27635,Raleigh-Durham,35.7174,-78.4605,88246.87,4.06,25.3,43.58,US Census ACS / BLS,2023,https://data.census.gov
55401,Minneapolis,45.0901,-93.4362,71959.8,4.44,21.7,43.6,US Census ACS / BLS,2023,https://data.census.gov
55402,Minneapolis,44.9461,-93.3549,77878.2,3.65,26.9,32.05,US Census ACS / BLS,2023,https://data.census.gov
55403,Minneapolis,44.9389,-93.2056,82052.4,3.84,27.3,34.77,US Census ACS / BLS,2023,https://data.census.gov
55404,Minneapolis,44.9838,-93.1439,79816.8,3.22,31.7,41.24,US Census ACS / BLS,2023,https://data.census.gov
55405,Minneapolis,45.0293,-93.1425,82335.9,3.19,24.7,39.73,US Census ACS / BLS,2023,https://data.census.gov
55406,Minneapolis,44.8357,-93.1993,85008.9,3.78,26.1,33.54,US Census ACS / BLS,2023,https://data.census.gov
55407,Minneapolis,45.0536,-93.2202,79830.3,4.05,23.5,43.83,US Census ACS / BLS,2023,https://data.census.gov
55408,Minneapolis,44.8572,-93.3421,77735.1,4.3,24.8,41.53,US Census ACS / BLS,2023,https://data.census.gov
55409,Minneapolis,44.8772,-93.3331,64613.1,3.75,26.9,34.21,US Census ACS / BLS,2023,https://data.census.gov
55410,Minneapolis,45.1116,-93.382,87182.4,3.56,22.2,38.18,US Census ACS / BLS,2023,https://data.census.gov
55411,Minneapolis,44.9096,-93.239,77705.4,3.51,27.4,37.92,US Census ACS / BLS,2023,https://data.census.gov
55412,Minneapolis,44.8889,-93.323,73323.3,4.08,22.7,45.29,US Census ACS / BLS,2023,https://data.census.gov
55413,Minneapolis,44.8421,-93.3285,74238.6,4.24,20.1,38.19,US Census ACS / BLS,2023,https://data.census.gov
55414,Minneapolis,44.8698,-93.3194,83534.7,4.02,22.1,42.78,US Census ACS / BLS,2023,https://data.census.gov
55415,Minneapolis,44.9872,-93.3829,77705.4,3.15,22.7,42.78,US Census ACS / BLS,2023,https://data.census.gov
55416,Minneapolis,44.8801,-93.0865,84630.9,3.86,19.9,43.73,US Census ACS / BLS,2023,https://data.census.gov
55417,Minneapolis,44.9709,-93.2924,77840.4,3.66,24.9,40.85,US Census ACS / BLS,2023,https://data.census.gov
55418,Minneapolis,45.1121,-93.1039,61618.8,4.02,31.0,34.75,US Census ACS / BLS,2023,https://data.census.gov
55419,Minneapolis,44.87,-93.3642,67634.4,4.48,24.8,44.56,US Census ACS / BLS,2023,https://data.census.gov
55420,Minneapolis,44.9393,-93.1102,74011.8,4.04,25.6,42.96,US Census ACS / BLS,2023,https://data.census.gov
55421,Minneapolis,45.0844,-93.1116,71633.1,3.6,24.9,33.07,US Census ACS / BLS,2023,https://data.census.gov
55422,Minneapolis,44.912,-93.3073,71684.4,4.08,19.6,43.72,US Census ACS / BLS,2023,https://data.census.gov
55423,Minneapolis,44.9847,-93.1845,73002.0,3.5,25.5,35.65,US Census ACS / BLS,2023,https://data.census.gov
55424,Minneapolis,44.96,-93.2417,74497.8,3.92,32.1,34.33,US Census ACS / BLS,2023,https://data.census.gov
55425,Minneapolis,44.8654,-93.1232,72016.5,3.28,22.5,44.63,US Census ACS / BLS,2023,https://data.census.gov
55426,Minneapolis,45.0066,-93.4325,81558.3,3.52,24.9,34.15,US Census ACS / BLS,2023,https://data.census.gov
55427,Minneapolis,44.9101,-93.3012,69413.7,3.66,19.9,40.61,US Census ACS / BLS,2023,https://data.census.gov
55428,Minneapolis,45.0968,-93.4219,84747.0,3.54,26.2,33.48,US Census ACS / BLS,2023,https://data.census.gov
55429,Minneapolis,45.12,-93.2742,66403.2,4.01,22.9,44.32,US Census ACS / BLS,2023,https://data.census.gov
55430,Minneapolis,45.038,-93.1797,74581.5,4.43,22.5,35.21,US Census ACS / BLS,2023,https://data.census.gov
33601,Tampa Bay,27.9986,-82.5116,77272.1,4.36,37.7,34.49,US Census ACS / BLS,2023,https://data.census.gov
33602,Tampa Bay,27.9669,-82.4874,59162.62,3.77,26.0,43.43,US Census ACS / BLS,2023,https://data.census.gov
33603,Tampa Bay,27.9849,-82.3721,65906.6,4.1,32.6,39.37,US Census ACS / BLS,2023,https://data.census.gov
33604,Tampa Bay,27.8212,-82.284,71624.88,3.43,28.1,33.75,US Census ACS / BLS,2023,https://data.census.gov
33605,Tampa Bay,27.8902,-82.5817,74060.01,4.12,22.9,42.67,US Census ACS / BLS,2023,https://data.census.gov
33606,Tampa Bay,27.9975,-82.5008,65269.39,3.84,31.7,42.97,US Census ACS / BLS,2023,https://data.census.gov
33607,Tampa Bay,27.8167,-82.4116,65430.47,3.42,26.8,40.58,US Census ACS / BLS,2023,https://data.census.gov
33608,Tampa Bay,28.0567,-82.4245,71598.82,3.61,39.7,37.88,US Census ACS / BLS,2023,https://data.census.gov
33609,Tampa Bay,28.0279,-82.4925,67519.75,3.5,32.9,37.88,US Census ACS / BLS,2023,https://data.census.gov
33610,Tampa Bay,27.9879,-82.6369,54268.68,3.92,34.5,37.45,US Census ACS / BLS,2023,https://data.census.gov
33611,Tampa Bay,27.9889,-82.4287,66972.56,3.45,32.7,32.55,US Census ACS / BLS,2023,https://data.census.gov
33612,Tampa Bay,28.0964,-82.5693,55329.9,4.3,26.1,40.48,US Census ACS / BLS,2023,https://data.census.gov
33613,Tampa Bay,28.075,-82.6132,76850.45,3.77,30.3,36.13,US Census ACS / BLS,2023,https://data.census.gov
33614,Tampa Bay,28.0243,-82.5429,62234.96,4.13,33.8,40.41,US Census ACS / BLS,2023,https://data.census.gov
33615,Tampa Bay,27.8632,-82.5799,68824.96,4.42,29.8,43.05,US Census ACS / BLS,2023,https://data.census.gov
33616,Tampa Bay,27.8793,-82.5428,74457.96,3.16,28.8,35.67,US Census ACS / BLS,2023,https://data.census.gov
33617,Tampa Bay,27.8741,-82.3869,72278.67,3.85,30.6,34.18,US Census ACS / BLS,2023,https://data.census.gov
33618,Tampa Bay,27.9153,-82.3565,68201.96,3.95,30.8,40.48,US Census ACS / BLS,2023,https://data.census.gov
33619,Tampa Bay,27.8973,-82.377,74119.23,3.61,38.3,36.13,US Census ACS / BLS,2023,https://data.census.gov
33620,Tampa Bay,28.0208,-82.4247,69564.02,4.48,28.2,38.89,US Census ACS / BLS,2023,https://data.census.gov
33621,Tampa Bay,27.9501,-82.3987,68742.05,4.07,42.4,37.6,US Census ACS / BLS,2023,https://data.census.gov
33622,Tampa Bay,27.9814,-82.6047,61185.58,4.11,36.3,39.79,US Census ACS / BLS,2023,https://data.census.gov
33623,Tampa Bay,27.9174,-82.5239,73396.74,3.37,36.8,34.97,US Census ACS / BLS,2023,https://data.census.gov
33624,Tampa Bay,27.9226,-82.369,76814.92,4.31,33.1,40.63,US Census ACS / BLS,2023,https://data.census.gov
33625,Tampa Bay,27.9608,-82.6035,70428.64,3.64,34.7,34.15,US Census ACS / BLS,2023,https://data.census.gov
33626,Tampa Bay,27.8313,-82.5546,76973.63,4.02,23.1,36.29,US Census ACS / BLS,2023,https://data.census.gov
33627,Tampa Bay,27.8189,-82.5018,59257.37,3.65,32.5,38.53,US Census ACS / BLS,2023,https://data.census.gov
33628,Tampa Bay,27.9677,-82.3873,77442.65,3.44,28.7,36.62,US Census ACS / BLS,2023,https://data.census.gov
33629,Tampa Bay,27.8192,-82.4463,58785.98,3.12,28.7,40.41,US Census ACS / BLS,2023,https://data.census.gov
33630,Tampa Bay,28.0678,-82.4595,56061.86,4.07,30.8,39.92,US Census ACS / BLS,2023,https://data.census.gov
33631,Tampa Bay,27.8376,-82.6007,68372.52,3.19,32.9,33.29,US Census ACS / BLS,2023,https://data.census.gov
33632,Tampa Bay,27.8238,-82.5809,72408.95,4.0,29.0,36.76,US Census ACS / BLS,2023,https://data.census.gov
33633,Tampa Bay,27.9445,-82.5952,61277.96,3.19,28.6,33.73,US Census ACS / BLS,2023,https://data.census.gov
33634,Tampa Bay,27.8879,-82.389,64099.2,4.08,31.1,37.03,US Census ACS / BLS,2023,https://data.census.gov
33635,Tampa Bay,27.9175,-82.3407,67396.57,4.48,35.9,31.68,US Census ACS / BLS,2023,https://data.census.gov
33636,Tampa Bay,27.867,-82.5172,68907.87,3.16,33.6,32.27,US Census ACS / BLS,2023,https://data.census.gov
33637,Tampa Bay,27.8428,-82.4047,72262.09,3.79,32.0,32.87,US Census ACS / BLS,2023,https://data.census.gov
33638,Tampa Bay,27.8969,-82.5837,60309.12,3.55,35.2,38.34,US Census ACS / BLS,2023,https://data.census.gov
33639,Tampa Bay,27.8519,-82.4583,54413.18,3.75,38.3,43.8,US Census ACS / BLS,2023,https://data.census.gov
33640,Tampa Bay,27.819,-82.3059,66406.41,4.04,31.7,36.98,US Census ACS / BLS,2023,https://data.census.gov
70112,New Orleans,30.0007,-90.0178,56071.18,3.17,35.4,43.84,US Census ACS / BLS,2023,https://data.census.gov
70113,New Orleans,29.9955,-90.2026,56920.6,3.23,28.1,31.7,US Census ACS / BLS,2023,https://data.census.gov
70114,New Orleans,30.0978,-90.036,57627.46,3.75,26.1,35.51,US Census ACS / BLS,2023,https://data.census.gov
70115,New Orleans,30.0186,-89.901,52620.04,3.17,36.6,36.78,US Census ACS / BLS,2023,https://data.census.gov
70116,New Orleans,30.0939,-90.0688,58369.96,3.36,32.5,33.52,US Census ACS / BLS,2023,https://data.census.gov
70117,New Orleans,30.0938,-89.9313,59462.92,3.87,25.1,36.8,US Census ACS / BLS,2023,https://data.census.gov
70118,New Orleans,29.8235,-90.0269,58722.4,4.3,32.3,38.55,US Census ACS / BLS,2023,https://data.census.gov
70119,New Orleans,29.9,-90.1187,58187.8,3.5,33.9,32.19,US Census ACS / BLS,2023,https://data.census.gov
70120,New Orleans,30.0111,-89.9881,46719.64,3.8,28.4,32.98,US Census ACS / BLS,2023,https://data.census.gov
70121,New Orleans,29.8391,-89.9342,48527.38,3.33,29.3,31.65,US Census ACS / BLS,2023,https://data.census.gov
70122,New Orleans,29.962,-90.212,49444.12,3.85,24.7,34.62,US Census ACS / BLS,2023,https://data.census.gov
70123,New Orleans,29.8127,-90.0026,64545.58,4.44,28.9,40.11,US Census ACS / BLS,2023,https://data.census.gov
70124,New Orleans,29.9329,-90.072,60157.9,4.35,25.6,40.32,US Census ACS / BLS,2023,https://data.census.gov
70125,New Orleans,29.8626,-90.0181,47083.96,3.55,27.7,33.59,US Census ACS / BLS,2023,https://data.census.gov
70126,New Orleans,29.9915,-90.0393,57112.66,3.39,30.4,34.32,US Census ACS / BLS,2023,https://data.census.gov
70127,New Orleans,29.8438,-90.215,58383.82,3.18,31.7,38.15,US Census ACS / BLS,2023,https://data.census.gov
70128,New Orleans,29.8668,-90.1334,52657.66,4.22,26.5,40.14,US Census ACS / BLS,2023,https://data.census.gov
70129,New Orleans,29.8485,-89.896,55405.9,3.16,26.7,34.7,US Census ACS / BLS,2023,https://data.census.gov
70130,New Orleans,29.8377,-89.9451,60470.74,4.14,29.2,33.08,US Census ACS / BLS,2023,https://data.census.gov
70131,New Orleans,30.0326,-90.1951,55774.18,4.37,27.5,37.44,US Census ACS / BLS,2023,https://data.census.gov
70132,New Orleans,30.0371,-90.2343,62597.26,3.86,20.4,34.28,US Census ACS / BLS,2023,https://data.census.gov
70133,New Orleans,29.968,-89.9595,64862.38,3.96,31.8,38.85,US Census ACS / BLS,2023,https://data.census.gov
70134,New Orleans,29.8787,-89.9503,57356.2,3.96,28.9,35.46,US Census ACS / BLS,2023,https://data.census.gov
70135,New Orleans,30.016,-90.1856,62262.64,4.13,27.7,41.11,US Census ACS / BLS,2023,https://data.census.gov
70136,New Orleans,29.9351,-89.9513,45187.12,3.25,26.6,44.82,US Census ACS / BLS,2023,https://data.census.gov
23220,Richmond,37.4159,-77.5995,72176.81,4.03,28.2,35.23,US Census ACS / BLS,2023,https://data.census.gov
23221,Richmond,37.6849,-77.4639,56211.1,3.65,27.7,41.32,US Census ACS / BLS,2023,https://data.census.gov
23222,Richmond,37.4054,-77.4226,70701.05,3.39,24.0,36.35,US Census ACS / BLS,2023,https://data.census.gov
23223,Richmond,37.4967,-77.585,69646.93,4.32,28.2,34.82,US Census ACS / BLS,2023,https://data.census.gov
23224,Richmond,37.5448,-77.5774,67233.12,3.4,23.2,42.05,US Census ACS / BLS,2023,https://data.census.gov
23225,Richmond,37.4723,-77.4837,65335.72,3.39,24.7,38.76,US Census ACS / BLS,2023,https://data.census.gov
23226,Richmond,37.6595,-77.4309,54067.33,4.35,31.4,40.23,US Census ACS / BLS,2023,https://data.census.gov
23227,Richmond,37.4189,-77.5338,59129.46,3.59,26.0,43.22,US Census ACS / BLS,2023,https://data.census.gov
23228,Richmond,37.5328,-77.4454,54259.21,3.93,32.7,41.69,US Census ACS / BLS,2023,https://data.census.gov
23229,Richmond,37.526,-77.5971,54192.88,3.51,27.5,43.0,US Census ACS / BLS,2023,https://data.census.gov
23230,Richmond,37.5885,-77.5539,63805.47,3.26,24.8,37.5,US Census ACS / BLS,2023,https://data.census.gov
23231,Richmond,37.5199,-77.5093,71610.67,4.15,25.0,33.14,US Census ACS / BLS,2023,https://data.census.gov
23232,Richmond,37.4466,-77.5103,67292.34,3.6,29.8,45.16,US Census ACS / BLS,2023,https://data.census.gov
23233,Richmond,37.4853,-77.4535,58009.02,4.44,21.9,33.25,US Census ACS / BLS,2023,https://data.census.gov
23234,Richmond,37.6252,-77.5046,59605.59,3.86,26.6,38.09,US Census ACS / BLS,2023,https://data.census.gov
23235,Richmond,37.4086,-77.3644,66046.36,3.86,25.3,40.72,US Census ACS / BLS,2023,https://data.census.gov
23236,Richmond,37.4421,-77.4001,65897.12,3.47,18.2,43.58,US Census ACS / BLS,2023,https://data.census.gov
23237,Richmond,37.6444,-77.5962,73254.61,4.12,21.7,41.69,US Census ACS / BLS,2023,https://data.census.gov
23238,Richmond,37.5241,-77.3425,69059.47,4.08,29.2,35.54,US Census ACS / BLS,2023,https://data.census.gov
23239,Richmond,37.6458,-77.611,59546.37,4.14,23.5,37.71,US Census ACS / BLS,2023,https://data.census.gov
23240,Richmond,37.5877,-77.2828,76296.15,3.25,26.5,36.61,US Census ACS / BLS,2023,https://data.census.gov
23241,Richmond,37.5335,-77.3148,59529.79,4.19,27.6,35.05,US Census ACS / BLS,2023,https://data.census.gov
23242,Richmond,37.618,-77.5881,68715.99,4.36,25.6,44.87,US Census ACS / BLS,2023,https://data.census.gov
23243,Richmond,37.6746,-77.4299,63118.52,4.21,27.1,35.58,US Census ACS / BLS,2023,https://data.census.gov
23244,Richmond,37.4129,-77.5491,64070.78,4.25,27.5,32.31,US Census ACS / BLS,2023,https://data.census.gov
35201,Birmingham,33.4901,-86.7203,51447.76,3.87,29.0,44.67,US Census ACS / BLS,2023,https://data.census.gov
35202,Birmingham,33.3741,-86.8958,52664.56,3.84,31.4,44.88,US Census ACS / BLS,2023,https://data.census.gov
35203,Birmingham,33.456,-86.7176,51073.36,3.98,23.0,36.66,US Census ACS / BLS,2023,https://data.census.gov
35204,Birmingham,33.4961,-86.9773,53514.45,3.6,26.1,33.7,US Census ACS / BLS,2023,https://data.census.gov
35205,Birmingham,33.6097,-86.9059,57647.82,4.24,30.0,32.25,US Census ACS / BLS,2023,https://data.census.gov
